Time frequency,Currency,Balance of payments item,Sector (ESA 2010),Sector (ESA 2010),Seasonal adjustment,Stock or flow,Geopolitical entity (partner),Geopolitical entity (reporting)\Time,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Italy,354065.0,335294.0,334135.0,344742.0,341947.0,375722.0,398598.0,391171.0,338345.0,438837.0,604551.0,547940.0
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Lithuania,22525.3,23117.6,21595.7,21785.0,21361.6,24815.2,27398.3,28303.1,25913.6,34460.8,48469.4,41155.1
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Luxembourg,19836.0,19543.0,19266.0,20288.0,19688.0,21512.0,22231.0,22577.0,19937.0,23833.0,26748.0,25693.0
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Latvia,12528.0,12606.0,13018.0,12784.0,12563.0,14083.0,15099.0,15387.0,15007.0,18986.0,24837.0,22307.0
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Montenegro,:,1724.0,1734.0,1794.0,2009.0,2243.0,2485.0,2530.0,2052.0,2440.0,3434.0,3702.0
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,North Macedonia,4315.1,4238.3,4639.9,4869.8,5342.3,5861.9,6618.9,7295.7,6623.3,8377.7,10802.1,9870.6
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Malta,4303.5,3979.2,3736.8,4667.7,4598.5,4683.2,4439.0,4823.1,4261.1,5252.1,7347.8,6456.7
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Netherlands,344931.0,343211.0,345187.0,352217.0,351956.0,388431.0,412515.0,431101.0,400441.0,495280.0,650159.0,591834.0
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Norway,68317.5,69001.0,68708.8,68825.8,68700.9,71388.4,74666.6,78235.7,71911.1,83159.1,98538.3,87787.1
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Poland,148850.2,149350.3,160774.3,166183.8,170529.9,196077.3,216466.4,224693.3,213625.1,271406.4,346398.3,331023.4
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Portugal,53670.0,54632.0,56965.0,58672.0,59135.0,66634.0,71851.0,74247.0,64734.0,78155.0,102470.0,99632.0
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Romania,49307.3,49960.3,53532.3,57239.2,61815.5,69965.6,77152.8,80899.9,76476.4,93286.3,118109.6,115514.9
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Serbia,14011.0,14675.0,14731.0,15388.0,16235.0,18063.0,20481.0,22146.0,21280.0,26707.0,36266.0,34534.0
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Sweden,126286.8,120125.7,121505.4,123793.2,126052.7,135392.4,141881.4,139839.4,128483.1,155021.1,187808.1,175096.8
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Slovenia,21337.3,20938.0,21684.6,22471.4,23359.8,26755.7,29535.2,30701.4,27288.9,34372.5,44786.7,40989.5
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Slovakia,57653.1,59081.7,59237.2,63841.0,65629.9,70068.7,75224.1,76934.7,70220.3,83793.3,103564.8,99274.9
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Türkiye,177043.1,187771.2,180810.6,183739.7,174055.3,201278.5,185542.9,177804.4,180244.3,215203.7,326559.3,311981.7
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,United Kingdom,499360.0,493358.3,508844.4,547944.1,525415.2,538068.0,551566.8,574195.0,:,:,:,:
Annual,Million euro,Goods,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Kosovo*,2332.0,2287.0,2251.9,2431.7,2598.6,2842.6,3114.5,3233.5,3048.3,4319.7,5218.7,5469.0
