Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0
Annual,Percentage,Veri,:,:,:,:,:,:,:,:,46.5,38.6,38.5,36.6
Annual,Percentage,Qender,:,:,:,:,:,:,:,:,41.0,40.4,37.7,35.1
Annual,Percentage,Jug,:,:,:,:,:,:,:,:,36.4,35.3,34.9,32.2
Annual,Percentage,Burgenland,:,:,:,:,:,: u,: u,: u,: u,: u,:,:
Annual,Percentage,Niederösterreich,:,:,:,:,:,2.7 e,2.1 e,2.2 e,1.9 u,2.1 u,:,:
Annual,Percentage,Wien,:,:,:,:,:,8.8 e,7.5 e,7.2 e,7.4 e,7.1 e,:,:
Annual,Percentage,Kärnten,:,:,:,:,:,2.8 u,1.7 u,1.4 u,0.9 u,0.6 u,:,:
Annual,Percentage,Steiermark,:,:,:,:,:,2.9 e,3.3 u,3.7 u,3.1 u,2.6 u,:,:
Annual,Percentage,Oberösterreich,:,:,:,:,:,1.8 u,1.9 u,1.4 u,1.2 u,0.7 u,:,:
Annual,Percentage,Salzburg,:,:,:,:,:,3.3 u,2.5 u,2.6 u,2.1 u,2.8 u,:,:
Annual,Percentage,Tirol,:,:,:,:,:,2.9 u,3.1 u,3.4 u,: u,2.8 u,:,:
Annual,Percentage,Vorarlberg,:,:,:,:,:,4.4 u,4.0 u,3.6 u,2.6 u,3.2 u,:,:
Annual,Percentage,Severozapaden,43.6,46.3,45.4,44.4,45.0,36.0 b,35.7,32.7 b,32.0,26.0,24.8,22.0
Annual,Percentage,Severen tsentralen,52.9,55.2,51.6,47.0,43.3,35.8 b,36.3,35.2 b,31.6,20.8,23.7,21.9
Annual,Percentage,Severoiztochen,41.4,48.1,45.8,46.7,49.8,39.0 b,40.6,37.0 b,36.4,24.3,22.7,19.6
Annual,Percentage,Yugoiztochen,45.0,49.6,49.8,52.3,46.7,35.7 b,35.9,34.8 b,31.7,24.1,25.8,24.8
Annual,Percentage,Yugozapaden,30.1,33.9,34.5,35.8,34.4,24.9 b,25.0,23.2 b,22.3,14.2,13.3,11.7
Annual,Percentage,Yuzhen tsentralen,48.3,51.8,44.4,46.5,47.0,36.0 b,40.3,37.1 b,33.9,23.6,23.9,23.8
Annual,Percentage,Région lémanique,2.2,3.0,2.7,1.0,1.0,1.8 b,1.9,1.9,1.4,4.2,3.2,1.0
