Time frequency,Transport infrastructure,Geopolitical entity (reporting)\Time,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0
Annual,Airports,Albania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1 d,1 d,1 d
Annual,Airports,Austria,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6 d,6 d,6 d
Annual,Airports,Bosnia and Herzegovina,:,:,:,:,:,:,:,:,:,2 d,2 d,2 d,3 d,4 d,4 d,4 d,4 d,4 d,4 d,3 d,3 d
Annual,Airports,Belgium,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5 d,5 d,6 d
Annual,Airports,Bulgaria,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4 d,4 d,4 d
Annual,Airports,Switzerland,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6 d,4 d,6 d
Annual,Airports,Cyprus,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2 d,2 d,2 d
Annual,Airports,Czechia,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5 d,5 d,4 d
Annual,Airports,Germany,35.0,35.0,35.0,35.0,33.0,34.0,33.0,34.0,34.0,33.0,41.0,38.0,39.0,38.0,42.0,40.0,41.0,40.0,41 d,36 d,33 d
Annual,Airports,Denmark,9.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,10 d,9 d,9 d
Annual,Airports,Estonia,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3 d,3 d,2 d
Annual,Airports,Greece,:,:,30.0,27.0,36.0,36.0,31.0,34.0,33.0,32.0,32.0,32.0,33.0,33.0,33.0,34.0,33.0,33.0,35 d,27 d,32 d
Annual,Airports,Spain,38.0,38.0,38.0,39.0,39.0,40.0,40.0,40.0,41.0,42.0,41.0,41.0,39.0,39.0,37.0,38.0,38.0,37.0,40 d,39 d,39 d
Annual,Airports,Finland,21.0,21.0,22.0,22.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,19.0,19.0,19.0,18.0,17.0,18.0,18.0,18 d,14 d,13 d
Annual,Airports,France,61.0,61.0,65.0,58.0,64.0,62.0,61.0,63.0,63.0,66.0,62.0,64.0,62.0,62.0,62.0,62.0,62.0,60.0,57 d,56 d,52 d
Annual,Airports,Croatia,:,:,:,:,8.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,8.0,8 d,8 d,8 d
Annual,Airports,Hungary,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3 d,2 d,2 d
Annual,Airports,Ireland,11.0,11.0,11.0,11.0,11.0,10.0,10.0,9.0,11.0,11.0,11.0,9.0,9.0,8.0,8.0,7.0,7.0,7.0,7 d,6 d,5 d
Annual,Airports,Iceland,:,:,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,7.0,6.0,5 d,5 d,5 d
Annual,Airports,Italy,22.0,25.0,36.0,37.0,37.0,37.0,38.0,39.0,38.0,38.0,38.0,37.0,37.0,38.0,37.0,37.0,35.0,36.0,36 d,35 d,35 d
Annual,Airports,Lithuania,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3 d,3 d,3 d
Annual,Airports,Luxembourg,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1 d,1 d,1 d
Annual,Airports,Latvia,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1 d,1 d,1 d
Annual,Airports,Montenegro,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2.0,2.0,2.0,2.0,2 d,2 d,2 d
Annual,Airports,North Macedonia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2.0,2.0,2.0,2.0,2 d,2 d,2 d
