Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0
Annual,"Index, 2000=100",Austria,:,:,:,:,:,:,:,:,100 d,102.3 d,98.5 d,91.3 d,92.7 d,87.7 d,90.2 d,92.4 d,85 d,82.1 d,78.9 d,72.8 d,69.9 d,67.4 d,68.4 d,62.8 d,59.7 d,62.8 d,58.3 d,60.7 d,55.3 d,61.6 d,62.9 d
Annual,"Index, 2000=100",Belgium,149.09,142.38,136.17,130.38,124.98,119.95,115.32,111.08,107.13,103.42,100.0,96.95,94.36,92.16,90.19,88.26,86.82,86.01,85.15,83.6,81.2,78.39,75.52,72.88,70.43,67.96,65.53,63.18,60.93,58.75,56.62
Annual,"Index, 2000=100",Cyprus,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,100 d,83 d,65 d,63 d,79 d,87 d,89 d,120 d,96 d,115 d,129 d,107 d,115 d,120 d,115 d
Annual,"Index, 2000=100",Czechia,112.675,121.437,129.459,135.421,138.75,138.056,130.187,117.861,106.833,100.71,100.0,102.206,104.609,106.183,106.559,101.872,96.204,93.111,92.114,89.035,84.179,79.875,77.604,76.818,76.368,75.312,74.296,72.731,70.649,68.491,67.707
Annual,"Index, 2000=100",Germany,103.52,99.36,97.79,98.834,105.642,103.001,104.919,99.198,96.441,104.864,100.0,95.64,96.018,94.603,98.566,94.797,94.846,94.88,91.765,90.298,86.979,80.33,86.545,80.282,79.482,80.966,84.373,:,:,:,:
Annual,"Index, 2000=100",Denmark,129.11,118.97,110.52,109.81,112.0,109.7,109.22,103.56,101.95,104.53,100.0,103.81,93.35,91.08,94.82,86.77,90.01,85.38,83.92,95.05,86.4,79.42,77.85,79.37,85.87,84.18,82.29,79.52,75.07,71.49,82.79
Annual,"Index, 2000=100",Estonia,122.154,111.092,113.723,104.893,94.639,82.125,93.46,98.655,94.425,88.782,100.0,95.848,107.232,99.425,101.667,105.049,106.774,104.318,100.955,91.628,85.234,88.606,89.922,96.14,97.836,84.415,77.105,76.101,74.074,74.708,68.986
Annual,"Index, 2000=100",Greece,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,100 d,95.616 d,94.787 d,91.269 d,96.27 d,87.865 d,86.038 d,97.802 d,76.117 d,79.054 d,83.921 d,79.184 d,75.981 d,:
Annual,"Index, 2000=100",Spain,:,:,:,:,:,:,:,:,91.4,96.2,100.0,99.8,95.1,87.5,91.8,89.5,87.1,86.0,84.2,85.0,84.0,83.0,75.0,72.0,71.0,75.0,76.0,77.0,:,:,:
Annual,"Index, 2000=100",Finland,114.56,117.052,123.118,103.118,114.521,113.803,99.896,102.322,107.071,102.048,100.0,103.862,100.757,99.883,92.303,101.435,87.971,105.036,94.729,92.224,90.072,98.891,85.336,95.173,93.933,100.157,95.303,85.44,76.83,76.712,84.384
Annual,"Index, 2000=100",France,132.528,105.966,118.466,105.966,110.511,106.108,105.398,116.477,112.926,98.722,100.0,103.267,92.624,94.429,98.814,102.956,103.17,97.381,97.968,90.866,79.346,88.035,81.732,76.456,75.723,80.476,72.677,65.106,63.794,:,:
Annual,"Index, 2000=100",Hungary,:,:,:,:,:,:,:,:,:,102.26,100.0,97.72,95.36,92.97,90.55,87.98,85.27,82.7,78.94,75.72,75.11,75.6,76.25,77.03,78.19,79.1,79.68,80.24,80.69,81.03,81.27
Annual,"Index, 2000=100",Ireland,:,:,:,:,:,:,:,:,88.406,92.091,100.0,97.676,98.563,91.336,98.972,101.765,103.872,106.876,108.67,105.344,101.453,103.023,100.263,96.725,106.689,108.594,107.374,:,:,:,:
Annual,"Index, 2000=100",Italy,:,:,:,:,:,:,:,:,:,:,100.0,98.3,98.0,94.7,91.8,85.9,86.6,91.9,91.7,89.5,84.8,92.4,86.1,81.8,81.9,77.7,74.7,74.2,72.2,73.8,71.6
Annual,"Index, 2000=100",Lithuania,:,:,:,:,70.358,65.291,68.782,85.909,87.278,93.934,100.0,83.634,61.09,98.209,82.827,90.836,79.189,69.587,73.528,82.571,86.439,77.434,72.063,74.55,80.485,79.293,69.361,64.028,58.5,61.69,50.91
Annual,"Index, 2000=100",Luxembourg,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,100 d,115.171 d,100.686 d,90.457 d,84.743 d,72.943 d,80.357 d,82.5 d,77.171 d,80.157 d,:
Annual,"Index, 2000=100",Latvia,:,:,:,:,:,102.99,107.51,107.87,113.39,110.28,100.0,121.43,103.67,105.47,93.45,101.4,106.34,115.95,117.77,104.69,125.65,113.26,116.31,128.98,115.14,128.99,94.82,95.92,103.18,91.83,92.19
Annual,"Index, 2000=100",Netherlands,117.533,106.902,111.229,114.415,111.297,105.886,102.327,108.292,107.885,102.61,100.0,96.249,91.482,87.799,89.584,89.426,79.767,77.779,77.259,73.825,68.414,81.066,75.192,65.036,69.137,68.99,66.324,62.63,58.529,61.071,:
Annual,"Index, 2000=100",Poland,:,:,:,:,:,:,:,:,:,:,100.0,95.1,92.6,84.9,87.4,90.4,91.1,88.5,99.6,93.9,88.5,87.3,84.7,85.2,83.5,86.87,86.57,79.98,:,:,:
Annual,"Index, 2000=100",Portugal,:,:,:,:,:,:,:,:,:,:,:,:,:,:,100 d,100.7 d,103.5 d,106.2 d,104.8 d,105 d,101.9 d,104.1 d,102.5 d,105 d,97.5 d,93.6 d,105.3 d,105.3 d,93.2 d,95 d,94.2 d
Annual,"Index, 2000=100",Sweden,:,:,:,:,:,:,:,:,86.558,91.431,100.0,93.906,92.063,86.056,98.935,83.381,83.095,89.44,86.064,77.945,84.03,81.13,79.884,84.489,81.849,72.821,75.27,79.884,76.578,80.628,84.688
Annual,"Index, 2000=100",Slovenia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,100 d,95.2 d,80.7 d,82.8 d,85.4 d,80.7 d,78.7 d,71.6 d,75.7 d,76 d,79 d,76.9 d,81.6 d
Annual,"Index, 2000=100",Slovakia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,100 d,108.62 d,112 d,113.89 d,118.61 d,99.86 d,98.94 d,103.45 d,90.46 d,96.06 d,94.27 d,93.06 d,92.93 d,83.5 d,:,:
