Time frequency,Unit of measure,Age class,Sex,Geopolitical entity (reporting)\Time,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Rate,From 15 to 64 years,Females,Algeria,11.0,15.9,14.7,12.5,12.3,12.3,12.6,14.1,15.0,13.4,14.7,14.5,14.6,14.5,15.2,:,:,:
Annual,Rate,From 15 to 64 years,Females,Egypt,:,:,:,:,:,18.0,17.4,17.0,17.4,17.5,17.0,17.5,17.7,15.1,12.8,12.3,13.6,:
Annual,Rate,From 15 to 64 years,Females,Israel,:,:,:,:,:,:,:,62.4,63.0,64.2,64.6,65.2,65.6,66.4,66.4,64.9,65.1,67.6
Annual,Rate,From 15 to 64 years,Females,Lebanon,:,:,:,:,:,:,:,:,:,:,:,:,:,28.7 e,:,:,:,17.2 e
Annual,Rate,From 15 to 64 years,Females,Libya,:,:,:,:,:,:,:,74.9,:,:,:,:,:,:,:,:,:,:
Annual,Rate,From 15 to 64 years,Females,Morocco,:,:,25.7,25.2,24.5,24.7,24.3,23.5,24.0,23.9,23.4,22.3,20.4,20.0,20.0,18.0,18.8,:
Annual,Rate,From 15 to 64 years,Females,Palestine*,11.0,12.1,13.2,12.1,12.0,11.4,12.5,12.3,11.8,12.5,12.2,11.2,10.4,10.6,11.2,10.2,10.4,11.7
Annual,Rate,From 15 to 64 years,Females,Tunisia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,22.8,23.4,24.8,24.6
Annual,Rate,From 15 to 64 years,Males,Algeria,62.4,74.4,72.2,66.0,67.1,67.6,63.7,66.1,68.3,64.6,64.7,66.0,64.6,64.9,65.9,:,:,:
Annual,Rate,From 15 to 64 years,Males,Egypt,:,:,:,:,:,71.3,67.8,67.0,66.2,65.4,63.9,63.4,63.6,65.7,66.7,66.1,68.5,:
Annual,Rate,From 15 to 64 years,Males,Israel,:,:,:,:,:,:,:,70.7,71.2,71.5,72.1,72.0,72.5,71.7,71.4,68.7,68.1,70.8
Annual,Rate,From 15 to 64 years,Males,Lebanon,:,:,:,:,:,:,:,:,:,:,:,:,:,69.7 e,:,:,:,52.5 e
Annual,Rate,From 15 to 64 years,Males,Libya,:,:,:,:,:,:,:,84.1,:,:,:,:,:,:,:,:,:,:
Annual,Rate,From 15 to 64 years,Males,Morocco,:,:,71.9,72.0,71.9,71.5,71.7,70.9,70.0,69.1,68.7,68.4,69.4,69.6,69.6,67.0,66.9,:
Annual,Rate,From 15 to 64 years,Males,Palestine*,52.7,52.4,53.8,50.2,52.7,53.3,57.6,56.9,57.1,56.2,57.5,57.5,57.1,55.7,56.9,52.3,55.5,58.5
Annual,Rate,From 15 to 64 years,Males,Tunisia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,64.7,66.7,62.7,62.9
Annual,Rate,From 15 to 64 years,Total,Algeria,37.0,45.3,43.7,39.5,39.8,40.2,38.4,40.2,41.9,39.2,39.9,40.5,39.9,40.0,40.8,:,:,:
Annual,Rate,From 15 to 64 years,Total,Egypt,:,:,:,:,:,45.0,43.0,42.4,42.1,41.8,40.8,40.8,41.2,40.7,40.5,39.8,41.8,:
Annual,Rate,From 15 to 64 years,Total,Israel,:,:,:,:,:,:,:,66.5,67.1,67.9,68.3,68.6,69.0,69.0,68.9,66.8,66.6,69.2
Annual,Rate,From 15 to 64 years,Total,Lebanon,:,:,:,:,:,:,:,:,:,:,:,:,:,48.2 e,:,:,:,34.3 e
Annual,Rate,From 15 to 64 years,Total,Libya,:,:,:,:,:,:,:,79.5,:,:,:,:,:,:,:,:,:,:
Annual,Rate,From 15 to 64 years,Total,Morocco,:,:,48.2,47.9,47.5,47.4,47.3,46.5,46.2,45.7,45.2,44.5,44.5,44.4,44.5,42.3,42.7,:
Annual,Rate,From 15 to 64 years,Total,Palestine*,32.1,32.5,33.9,31.5,32.7,32.8,35.5,35.0,34.9,34.8,35.3,34.8,34.2,33.5,34.5,31.6,33.3,35.5
Annual,Rate,From 15 to 64 years,Total,Tunisia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,43.4,44.5,43.3,43.4
