Time frequency,Energy balance,Unit of measure,Geopolitical entity (reporting)\Time,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Renewable energy sources,Percentage,Albania,29.62,31.367,32.07,32.657,32.448,31.437,31.867,31.187,35.152,33.167,31.856,34.913,36.953,35.776,36.572,38.042,45.015,41.389,44.076,46.62
Annual,Renewable energy sources,Percentage,Austria,22.553,24.353,26.276,28.144,28.788,31.039,31.205,31.552,32.734,32.665,33.55,33.497,33.37,33.136,33.784,33.755,36.545,34.792,34.075,40.844
Annual,Renewable energy sources,Percentage,Bosnia and Herzegovina,:,:,:,:,:,:,:,:,:,:,24.873,26.607,25.358,23.241,35.972,37.454,39.835,36.562,:,:
Annual,Renewable energy sources,Percentage,Belgium,1.916,2.325,2.658,3.14,3.611,4.746,6.004,6.302,7.086,7.671,8.038,8.06,8.744,9.136,9.472,9.929,13.0,13.076,13.817,14.741
Annual,Renewable energy sources,Percentage,Bulgaria,9.231,9.173,9.415,9.098,10.345,12.005,13.927,14.152,15.837,18.898,18.05,18.261,18.76,18.695,20.581,21.545,23.319,19.445,19.044,22.549
Annual,Renewable energy sources,Percentage,Cyprus,3.071,3.131,3.263,4.001,5.131,5.92,6.161,6.245,7.111,8.428,9.144,9.903,9.833,10.478,13.873,13.777,16.879,19.069,19.427,20.213
Annual,Renewable energy sources,Percentage,Czechia,6.773,7.113,7.362,7.895,8.674,9.977,10.513,10.945,12.814,13.927,15.074,15.07,14.926,14.799,15.139,16.239,17.303,17.614,18.123,18.586
Annual,Renewable energy sources,Percentage,Germany,6.207,7.167,8.466,10.039,10.072,10.851,11.667,12.47,13.549,13.757,14.381,14.901,14.885,15.472,16.66,17.266,19.09,19.281,20.929,21.547
Annual,Renewable energy sources,Percentage,Denmark,14.839,15.955,16.332,17.747,18.543,19.948,21.888,23.389,25.465,27.173,29.31,30.469,31.715,34.387,35.159,37.02,31.681,41.813,42.383,44.396
