Time frequency,Business trend indicator,Statistical classification of economic activities in the European Community (NACE Rev. 2),Unit of measure,Geopolitical entity (reporting)\Time,Décembre 2023,Janvier 2024,Février 2024,Mars 2024,Avril 2024,Mai 2024,Juin 2024,Juillet 2024,Août 2024,Septembre 2024,Octobre 2024,Novembre 2024
Monthly,Production (volume),MIG - energy (except section E),"Index, 2021=100 (SCA)",Luxembourg,92.6,92.6,94.7,93.4,99.0,98.4,100.0 p,98.3 p,91.0 p,90.6 p,89.6 p,88.3 p
Monthly,Production (volume),MIG - energy (except section E),"Index, 2021=100 (SCA)",Latvia,91.7,94.2,104.8,97.6,84.5,88.6,62.4,102.6,88.3,79.8,78.9,78.1
Monthly,Production (volume),MIG - energy (except section E),"Index, 2021=100 (SCA)",Montenegro,98.1,91.9,90.8,98.4,85.3,79.4,90.2,91.4,99.2,100.5,134.6,108.2
Monthly,Production (volume),MIG - energy (except section E),"Index, 2021=100 (SCA)",North Macedonia,93.4,131.9,110.2,83.4,89.5,93.3,105.3,102.1,98.4,89.8,90.2,103.7
Monthly,Production (volume),MIG - energy (except section E),"Index, 2021=100 (SCA)",Malta,87.5 p,93.8 p,100.2 p,97.0 p,84.1 p,91.4 p,95.1 p,92.1 p,103.9 p,83.4 p,93.1 p,105.2 p
Monthly,Production (volume),MIG - energy (except section E),"Index, 2021=100 (SCA)",Netherlands,73.9,79.3 p,78.7 p,79.1 p,79.3 p,80.3 p,82.1 p,82.3 p,83.5 p,81.6 p,83.0 p,82.8 p
Monthly,Production (volume),MIG - energy (except section E),"Index, 2021=100 (SCA)",Norway,103.2,104.9,100.3,105.2,104.5,104.9,115.0,107.3,105.2,92.4,102.5,102.4
Monthly,Production (volume),MIG - energy (except section E),"Index, 2021=100 (SCA)",Poland,114.0,112.9,106.9,111.8,111.6,109.6,107.9,106.5,106.8,104.0,107.7,110.3
Monthly,Production (volume),MIG - energy (except section E),"Index, 2021=100 (SCA)",Portugal,89.8,101.9,105.1,130.5,117.2,99.3,81.4,84.5,88.3,87.6,102.2,91.1
Monthly,Production (volume),MIG - energy (except section E),"Index, 2021=100 (SCA)",Romania,87.0,87.4,85.9,85.5,82.6,83.6,88.2,90.0,87.1,85.7,86.6,87.4 p
Monthly,Production (volume),MIG - energy (except section E),"Index, 2021=100 (SCA)",Serbia,102.8,106.9,100.8,77.9,76.5,96.1,99.2,95.9,94.6,98.6,102.6,99.9
Monthly,Production (volume),MIG - energy (except section E),"Index, 2021=100 (SCA)",Sweden,101.6,102.2,101.6,98.9,99.8,99.4,100.9,99.6,103.2,100.8,98.7 p,102.1 p
Monthly,Production (volume),MIG - energy (except section E),"Index, 2021=100 (SCA)",Slovenia,49.8,39.6,40.1,38.4,39.7,37.3,45.5 p,42.2 p,43.1 p,42.4 p,43.6 p,44.2 p
Monthly,Production (volume),MIG - energy (except section E),"Index, 2021=100 (SCA)",Slovakia,102.1,94.5,86.3,95.1,94.1,89.8,98.5,98.5,102.3,99.2,101.3,100.6
Monthly,Production (volume),MIG - energy (except section E),"Index, 2021=100 (SCA)",Türkiye,97.9,102.1,101.4,101.5,100.3,100.9,108.2,107.2,103.0,96.6,100.6,106.2
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-12 (CA),Austria,11.6,-2.0,-7.3,-3.0,-7.5,-7.7,1.9,6.4,-3.4,-3.6,-0.1,-12.0 p
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-12 (CA),Bosnia and Herzegovina,1.6,:,:,:,:,:,:,:,:,:,:,:
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-12 (CA),Belgium,-9.6,-10.9,-5.9,-15.9,-1.9,-0.6,-4.0,-5.2,1.1,11.8,4.6,-6.8
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-12 (CA),Bulgaria,-0.8,-6.8 p,-24.0 p,-9.7 p,11.3 p,10.3 p,-12.0 p,9.6,-10.9,4.2,-3.6,4.9 p
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-12 (CA),Switzerland,9.1,12.7,9.2,12.3,10.1,10.3,13.7,30.4,20.8,6.8,:,:
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-12 (CA),Cyprus,3.6,-0.1,-5.2,0.7,2.1,2.7,33.3,5.7,0.5,-1.3,1.5,2.8
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-12 (CA),Czechia,-15.6,-5.1,-11.3,-3.1,-11.5,5.3,2.9,0.0,-5.1,5.2,-4.3,1.3
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-12 (CA),Germany,-4.3,-3.7,-9.5,-10.9,-6.1,0.0,1.9,-1.2,2.9,5.7,-6.2,-4.5
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-12 (CA),Denmark,2.8,4.2,7.2,3.5,9.0,-1.1,12.6,-3.1,12.8,3.5,8.0,9.5
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-12 (CA),Euro area - 19 countries  (2015-2022),-1.6,0.5,-3.6,-2.4,-2.2,0.2,2.1,1.1,2.6,:,:,:
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-12 (CA),Euro area – 20 countries (from 2023),-1.3,0.6,-3.5,-2.5,-1.9,-0.1,1.7,0.9,2.2,2.1,-0.5,-1.3
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-12 (CA),Estonia,-3.5,7.8,-3.9,1.3,9.1,4.0,-12.5,-10.6,-11.0,-3.4,-5.4,-5.1
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-12 (CA),Greece,1.5 p,20.9 p,-2.2 p,1.7 p,13.2 p,18.9 p,33.0 p,12.0 p,3.2 p,-7.9 p,-6.3 p,11.5 p
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-12 (CA),Spain,-0.3 p,-1.0 p,-0.1 p,-3.5 p,-5.8 p,-0.9 p,-0.5 p,-0.5 p,-1.1 p,1.8 p,0.9 p,-2.3 p
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-12 (CA),European Union - 27 countries (from 2020),-0.7,0.7,-3.3,-2.0,-1.3,0.6,2.2,1.1,2.2,1.5,-1.0,-0.8
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-12 (CA),Finland,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-12 (CA),France,-1.2,2.9,-4.0,2.8,1.4,0.1,1.4,2.6,1.0,0.1,3.9,1.2
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-12 (CA),Croatia,-0.7,-7.8,-18.6,-19.9,-21.2,-9.4,-14.1,2.1,-0.2,4.2,2.6,3.5
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-12 (CA),Hungary,-9.4,14.9,6.6,-5.2,-4.1,5.8,-0.5,6.1,-7.2,-12.6,-1.1,16.5
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-12 (CA),Ireland,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-12 (CA),Italy,-2.3,-0.3,-4.9,-0.2,-3.8,2.5,0.8,0.9,5.7,-1.4,-0.9,4.3
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-12 (CA),Lithuania,-16.5,3.5,-14.4,-10.4,-2.9,5.2,-11.0,4.3,-2.2,-10.1,-21.0,-16.6
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-12 (CA),Luxembourg,-3.9,6.1,3.0,0.1,10.3,7.8,11.6 p,17.0 p,-5.1 p,-4.7 p,-4.5 p,-4.0 p
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-12 (CA),Latvia,-10.0,6.3,18.3,3.2,-16.5,12.9,-20.4,71.5,18.4,-4.6,-19.0,-20.8
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-12 (CA),Montenegro,-11.4,-15.9,-23.6,18.2,-37.0,-66.8,-37.8,-16.7,-9.9,-6.2,37.5,-15.5
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-12 (CA),North Macedonia,-23.9,19.6,-15.4,-34.9,-37.0,-22.2,-13.6,2.9,-8.6,-14.9,-22.4,-6.6
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-12 (CA),Malta,-27.2 p,-17.0 p,-6.9 p,-13.0 p,-30.1 p,-19.5 p,-5.1 p,-7.4 p,5.9 p,-22.1 p,-4.3 p,9.4 p
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-12 (CA),Netherlands,-4.1,11.1 p,9.0 p,7.0 p,8.8 p,9.9 p,8.7 p,7.2 p,10.1 p,7.2 p,9.9 p,11.8 p
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-12 (CA),Norway,4.3,8.1,1.3,5.8,1.1,8.3,20.0,7.9,6.7,3.0,2.3,0.1
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-12 (CA),Poland,6.1,1.4,-5.0,2.6,2.8,3.8,2.8,1.0,0.8,-5.3,-5.1,-0.1
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-12 (CA),Portugal,-16.6,-4.7,5.4,55.1,47.8,13.6,-9.0,-7.3,-6.0,3.5,5.6,-10.7
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-12 (CA),Romania,-2.8,-1.9,-4.5,-3.0,-13.2,-8.2,-2.7,0.7,-2.5,-2.6,-0.2,0.7 p
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-12 (CA),Serbia,0.6,4.8,-1.5,-27.0,-28.0,-6.1,-2.1,-7.6,-11.9,-3.4,6.8,-2.4
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-12 (CA),Sweden,10.2,5.4,3.4,0.4,3.6,5.0,10.3,7.0,9.1,10.5,-2.8 p,-4.0 p
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-12 (CA),Slovenia,-35.0,-44.7,-18.7,-24.4,-15.8,-18.0,-3.8 p,-19.1 p,-19.4 p,-21.7 p,-15.1 p,-15.3 p
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-12 (CA),Slovakia,31.5,-0.7,-16.3,-9.0,-1.3,-6.5,3.9,5.4,13.1,12.8,7.8,2.6
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-12 (CA),Türkiye,1.3,7.1,11.3,8.2,6.5,5.9,13.7,8.8,1.5,-2.2,0.0,7.8
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-1 (SCA),Austria,-0.7,-5.0,-1.8,2.2,-0.5,0.2,5.2,2.6,-6.8,-1.0,-1.9,-4.4 p
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-1 (SCA),Bosnia and Herzegovina,1.3,:,:,:,:,:,:,:,:,:,:,:
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-1 (SCA),Belgium,-3.8,-1.1,-0.4,-7.6,10.2,-1.3,2.8,-0.4,-0.4,3.7,-3.7,-4.0
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-1 (SCA),Bulgaria,9.7,-7.3 p,-4.4 p,1.5 p,8.9 p,2.1 p,-16.0 p,28.6 p,-16.6,6.8,-7.1,3.6 p
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-1 (SCA),Switzerland,-5.2,2.8,0.0,3.1,0.3,-3.1,11.7,13.5,-7.2,-4.1,:,:
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-1 (SCA),Cyprus,-7.0,-0.6,5.6,-2.8,3.4,-3.9,25.9,-10.9,-3.8,-5.3,2.3,4.4
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-1 (SCA),Czechia,0.2,2.4,-3.8,1.2,-2.4,4.4,-0.4,2.0,-3.1,3.4,-3.7,1.3
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-1 (SCA),Germany,4.1,-1.8,-5.6,-1.3,0.9,0.6,1.2,-2.8,1.1,0.0,-6.0,5.6
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-1 (SCA),Denmark,7.9,1.6,-3.0,2.5,5.7,-5.7,7.3,-8.5,8.7,-9.0,7.6,-2.8
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-1 (SCA),Euro area - 19 countries  (2015-2022),0.4,0.8,-3.0,-0.1,-0.1,0.6,1.6,-0.2,0.4,:,:,:
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-1 (SCA),Euro area – 20 countries (from 2023),0.5,0.6,-3.0,-0.1,-0.1,0.2,1.7,0.1,0.2,-1.0,-1.3,1.1
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-1 (SCA),Estonia,6.9,-2.3,-7.7,3.0,-0.8,-5.2,-2.4,-7.9,2.1,-2.5,4.1,8.4
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-1 (SCA),Greece,-1.8 p,8.1 p,-3.6 p,1.3 p,11.0 p,-2.6 p,8.2 p,-2.2 p,-7.3 p,-10.1 p,3.2 p,8.9 p
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-1 (SCA),Spain,-0.5 p,0.8 p,0.3 p,-1.7 p,-1.5 p,2.1 p,-0.3 p,-0.2 p,-0.2 p,0.8 p,-0.4 p,-1.4 p
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-1 (SCA),European Union - 27 countries (from 2020),0.7,0.5,-3.0,0.2,0.0,0.0,1.3,0.0,0.3,-1.3,-0.8,1.3
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-1 (SCA),Finland,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-1 (SCA),France,-1.6,1.3,-2.5,0.1,0.8,1.8,2.1,0.4,0.2,-0.3,-0.6,0.0
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-1 (SCA),Croatia,-10.1,-4.0,-4.2,-2.6,-1.2,14.3,-5.0,12.9,-2.2,6.1,-5.1,7.8
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-1 (SCA),Hungary,-1.1,6.8,-3.1,-0.6,-2.3,2.7,-1.9,4.0,-3.3,-0.8,3.0,5.4
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-1 (SCA),Ireland,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-1 (SCA),Italy,-0.5,2.1,-2.5,1.9,-2.2,3.1,-1.4,2.0,2.1,-3.5,1.6,1.6
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-1 (SCA),Lithuania,-9.7,15.4,-19.2,0.3,27.9,-6.4,-5.8,7.0,-2.0,-3.4,-21.7,12.1
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-1 (SCA),Luxembourg,0.7,0.0,2.3,-1.4,6.0,-0.6,1.6 p,-1.7 p,-7.4 p,-0.4 p,-1.1 p,-1.5 p
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-1 (SCA),Latvia,-5.5,2.7,11.3,-6.9,-13.4,4.9,-29.6,64.4,-13.9,-9.6,-1.1,-1.0
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-1 (SCA),Montenegro,-25.7,-6.3,-1.2,8.4,-13.3,-6.9,13.6,1.3,8.5,1.3,33.9,-19.6
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-1 (SCA),North Macedonia,-16.4,41.2,-16.5,-24.3,7.3,4.2,12.9,-3.0,-3.6,-8.7,0.4,15.0
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-1 (SCA),Malta,-10.1 p,7.2 p,6.8 p,-3.2 p,-13.3 p,8.7 p,4.0 p,-3.2 p,12.8 p,-19.7 p,11.6 p,13.0 p
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-1 (SCA),Netherlands,1.2,7.3 p,-0.8 p,0.5 p,0.3 p,1.3 p,2.2 p,0.2 p,1.5 p,-2.3 p,1.7 p,-0.2 p
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-1 (SCA),Norway,1.0,1.6,-4.4,4.9,-0.7,0.4,9.6,-6.7,-2.0,-12.2,10.9,-0.1
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-1 (SCA),Poland,2.5,-1.0,-5.3,4.6,-0.2,-1.8,-1.6,-1.3,0.3,-2.6,3.6,2.4
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-1 (SCA),Portugal,-11.4,13.5,3.1,24.2,-10.2,-15.3,-18.0,3.8,4.5,-0.8,16.7,-10.9
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-1 (SCA),Romania,-0.1,0.5,-1.7,-0.5,-3.4,1.2,5.5,2.0,-3.2,-1.6,1.1,0.9 p
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-1 (SCA),Serbia,-0.1,4.0,-5.7,-22.7,-1.8,25.6,3.2,-3.3,-1.4,4.2,4.1,-2.6
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-1 (SCA),Sweden,-5.0,0.6,-0.6,-2.7,0.9,-0.4,1.5,-1.3,3.6,-2.3,-2.1 p,3.4 p
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-1 (SCA),Slovenia,-4.8,-20.5,1.3,-4.2,3.4,-6.0,22.0 p,-7.3 p,2.1 p,-1.6 p,2.8 p,1.4 p
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-1 (SCA),Slovakia,4.1,-7.4,-8.7,10.2,-1.1,-4.6,9.7,0.0,3.9,-3.0,2.1,-0.7
Monthly,Production (volume),MIG - energy (except section E),Percentage change m/m-1 (SCA),Türkiye,-1.0,4.3,-0.7,0.1,-1.2,0.6,7.2,-0.9,-3.9,-6.2,4.1,5.6
