Time frequency,Currency,Balance of payments item,Sector (ESA 2010),Sector (ESA 2010),Seasonal adjustment,Stock or flow,Geopolitical entity (partner),Geopolitical entity (reporting)\Time,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Estonia,-742.6,-458.1,-552.6,-445.5,-461.6,-562.6,-535.8,-551.3,-395.4,-693.7,-859.8,-1194.5
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Greece,820.0,-458.0,1401.0,153.0,-798.0,-1056.0,-1726.0,-1592.0,-276.0,368.0,-757.0,-4049.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Spain,-8410.0,-6591.0,-3684.0,-849.0,1810.0,-494.0,436.0,1204.0,2060.0,8250.0,5999.0,-7219.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,European Union - 27 countries (from 2020),26825.6,36331.7,16958.6,-24759.3,19597.3,14386.9,30436.8,26555.9,12151.5,80963.1,54689.4,20063.1
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Finland,894.0,1159.0,2241.0,1849.0,934.0,66.0,937.0,848.0,3597.0,4023.0,2365.0,752.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,France,45119.0,49763.0,49876.0,47167.0,46443.0,47473.0,54450.0,73690.0,46917.0,80103.0,86946.0,64854.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Croatia,-1423.0,-848.0,-616.0,-78.0,-866.0,-154.0,-556.0,-178.0,811.0,-280.0,-270.0,-264.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Hungary,-3991.4,-2732.0,-4417.3,-4980.7,-2791.6,-4802.3,-4727.5,-3325.6,-3100.7,-4615.8,-4657.2,-6053.5
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Ireland,-33939.0,-28808.0,-31251.0,-60742.0,-51077.0,-66415.0,-80786.0,-89335.0,-102756.0,-128199.0,-164484.0,-121662.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Iceland,-997.7,-88.6,-170.9,-22.1,371.4,109.0,368.1,619.2,613.0,12.4,-255.7,530.6
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Italy,-2821.0,-2930.0,40.0,-11536.0,4468.0,9122.0,18676.0,13824.0,21157.0,20584.0,18568.0,-12506.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Lithuania,-1046.2,-774.4,-426.4,-1331.2,-1361.8,-1508.7,-1382.5,-1521.8,-1346.9,-1900.6,-2657.1,-2258.6
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Luxembourg,-14656.0,-17156.0,-18680.0,-21062.0,-21350.0,-18377.0,-16479.0,-17298.0,-18730.0,-21282.0,-21499.0,-20863.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Latvia,-134.0,-78.0,27.0,-122.0,-34.0,-74.0,-466.0,-417.0,13.0,-604.0,-633.0,-927.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Montenegro,:,66.0,46.0,79.0,34.0,89.0,55.0,56.0,66.0,103.0,119.0,67.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,North Macedonia,-163.8,-193.1,-160.6,-286.1,-383.9,-397.5,-450.7,-519.6,-411.5,-519.5,-568.4,-742.4
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Malta,-360.7,-427.9,-475.6,-573.0,-1092.5,-430.3,-706.9,-726.2,-1147.8,-1544.7,-1916.5,-2303.1
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Netherlands,-6004.0,-3829.0,-6148.0,-10622.0,-21362.0,-13711.0,-4844.0,-18062.0,-25462.0,10826.0,-14647.0,-8909.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Norway,3366.3,3999.3,13800.7,14506.6,14211.7,13059.5,13930.5,11195.8,13430.5,9832.7,13533.9,18374.6
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Poland,-14741.4,-14231.6,-15682.1,-16325.8,-16724.7,-19994.2,-21313.0,-22226.1,-19686.6,-25634.6,-26044.6,-28670.9
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Portugal,-4126.0,-2438.0,-3740.0,-4982.0,-3900.0,-4230.0,-4698.0,-4633.0,-2517.0,-1761.0,-4170.0,-6210.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Romania,-1360.6,-2105.1,-698.4,-1683.8,-2244.3,-2691.9,-3015.9,-2328.5,-2419.6,-4258.4,-8496.2,-8017.9
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Serbia,-1098.0,-1419.0,-1343.0,-1658.0,-1951.0,-2532.0,-2067.0,-2478.0,-1529.0,-2059.0,-3013.0,-3862.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Sweden,10046.5,9121.8,8247.5,2579.3,852.8,6591.0,8495.4,13830.8,17068.3,20910.2,22402.5,23090.3
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Slovenia,-613.6,-517.8,-370.8,-1180.7,-942.7,-660.5,-547.7,-616.6,-120.3,-504.9,-907.2,-637.8
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Slovakia,-1209.8,-411.8,-787.4,-1961.3,-1981.9,-1552.7,-1185.7,-2157.3,-682.9,-3277.3,-3154.4,-2709.6
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Türkiye,-5124.2,-6517.2,-6192.9,-8729.2,-8288.3,-9491.0,-9405.3,-10595.2,-7569.2,-9014.2,-8349.2,-10558.5
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,United Kingdom,-21975.8,-42755.8,-47246.4,-60999.6,-60154.2,-29225.9,-31510.1,-16802.8,:,:,:,:
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Kosovo*,153.6,121.5,109.2,88.7,73.8,127.4,113.1,160.6,164.0,150.9,119.8,154.4
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Albania,:,:,:,375.7,408.7,398.2,392.8,420.2,336.9,397.5,596.7,771.2
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Austria,33525.0,20933.0,22857.0,15699.0,28039.0,24233.0,25465.0,29366.0,26911.0,38710.0,40181.0,40427.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Bosnia and Herzegovina,446.7,441.7,488.4,475.2,475.1,495.7,524.7,612.2,478.2,609.8,734.6,996.1
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Belgium,62366.0,60710.0,62390.0,60530.0,62277.0,57283.0,64539.0,64422.0,51538.0,61210.0,73674.0,98273.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Bulgaria,723.6,873.9,962.8,1010.4,1123.0,1296.4,903.3,1109.1,1683.8,2323.0,2500.5,2772.3
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Switzerland,96390.5,91759.5,115439.5,131056.4,133408.1,152144.8,155017.0,156449.3,124641.5,142862.5,174363.3,190379.7
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Cyprus,14618.1,15440.6,16060.8,28426.4,13438.1,28043.6,36723.9,35889.1,34231.3,44555.6,29146.9,30247.3
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Czechia,6075.0,5200.6,5551.4,6616.3,7501.7,10167.1,9924.1,11593.6,8476.6,10583.4,13518.8,15719.8
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Germany,205302.0,191973.0,189419.0,191364.0,217151.0,211873.0,255717.0,251247.0,188819.0,241154.0,314688.0,400771.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Denmark,20442.0,23925.8,25025.5,25900.7,24361.1,25485.1,27118.0,27772.6,25205.6,32243.5,36583.5,40712.7
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Euro area - 19 countries  (2015-2022),602250.0,623894.0,679650.0,706182.0,731023.0,768894.0,879184.0,878662.0,719225.0,825879.0,:,:
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Estonia,1003.1,1186.0,1147.1,1029.3,1211.8,1248.5,1470.3,1658.3,1520.0,1791.5,2120.7,2698.2
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Greece,6616.0,6457.0,8457.0,7540.0,6218.0,6185.0,6058.0,6203.0,6324.0,6608.0,7876.0,10101.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Spain,49740.0,54038.0,52143.0,54678.0,57202.0,59932.0,65045.0,67464.0,51659.0,64371.0,78367.0,105188.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,European Union - 27 countries (from 2020),552261.1,562237.2,589292.1,632947.2,665022.8,755835.0,840359.3,848926.7,721481.8,856235.3,1057688.2,1209289.4
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Finland,16046.0,14863.0,17501.0,15768.0,16296.0,16446.0,17560.0,22045.0,19745.0,23389.0,25251.0,29131.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,France,163704.0,160974.0,161857.0,165287.0,160590.0,168869.0,187952.0,208197.0,155398.0,205161.0,260100.0,348608.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Croatia,1066.0,989.0,1080.0,1369.0,1498.0,2165.0,2416.0,2855.0,2884.0,3295.0,3929.0,5209.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Hungary,12545.2,12375.4,10537.3,9720.9,13087.0,13563.2,12211.4,16514.5,11853.3,17867.7,21701.8,27615.8
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Ireland,57394.0,57360.0,64610.0,78169.0,76229.0,87094.0,93342.0,112199.0,101253.0,126684.0,151829.0,249272.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Iceland,678.2,804.2,694.3,810.6,974.4,694.4,758.0,775.9,623.0,628.9,672.0,1076.9
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Italy,59141.0,58441.0,62891.0,53557.0,63866.0,72655.0,79136.0,81026.0,68099.0,80963.0,100756.0,119687.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Lithuania,934.5,959.4,902.7,926.0,878.8,924.2,1134.2,1226.7,1266.4,1407.0,1414.9,2816.9
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Luxembourg,191706.0,218019.0,222139.0,258138.0,275268.0,275721.0,317877.0,311740.0,276643.0,274970.0,271209.0,314280.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Latvia,1259.0,1236.0,1286.0,1348.0,1436.0,1546.0,1501.0,1469.0,1337.0,1491.0,1933.0,2731.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Montenegro,:,213.0,226.0,247.0,257.0,274.0,304.0,306.0,283.0,353.0,377.0,418.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,North Macedonia,146.7,170.9,158.0,150.5,147.1,147.1,151.2,153.9,142.4,141.2,151.7,191.8
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Malta,10057.4,10099.3,10290.2,10108.1,9890.5,20663.4,23203.6,30289.0,32598.5,16680.1,18769.0,20283.4
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Netherlands,243804.0,242490.0,252896.0,263898.0,261144.0,290078.0,303785.0,283346.0,217817.0,278971.0,356842.0,378591.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Norway,33129.3,31503.5,37359.8,37981.9,35831.7,37697.0,41847.2,38999.5,29355.5,41321.5,56367.7,63728.7
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Poland,9416.9,9910.9,10618.0,10600.0,12366.8,12017.7,12411.2,13118.8,11743.0,13699.5,19714.6,22201.1
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Portugal,9164.0,8990.0,9150.0,8627.0,9114.0,9438.0,9816.0,9026.0,8213.0,9876.0,12498.0,15716.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Romania,3031.8,3459.6,3589.8,4398.7,5028.7,5237.0,5841.9,6894.7,6633.2,7126.5,7794.9,9289.5
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Serbia,665.0,607.0,642.0,682.0,631.0,569.0,567.0,608.0,467.0,536.0,655.0,1057.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Sweden,48414.6,46862.2,48160.2,41901.4,40088.0,43933.0,49909.3,52632.0,48188.0,61779.5,71285.2,82884.4
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Slovenia,637.3,555.0,858.4,1026.0,1225.5,1342.4,1556.8,1659.5,1635.8,1968.4,2077.1,3037.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Slovakia,3321.1,3287.1,3640.7,3342.2,3408.1,3709.7,4161.9,4039.7,3864.8,3812.8,4074.5,4256.9
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Türkiye,4485.9,3983.6,3692.6,4063.2,4840.1,4399.3,5198.2,5655.3,5462.0,5680.2,8028.9,10789.6
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,United Kingdom,215680.1,189962.3,180838.4,186627.2,168442.0,213797.8,246862.8,247858.6,:,:,:,:
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Kosovo*,230.0,227.5,206.2,214.6,210.1,230.0,264.2,277.7,290.2,295.6,353.7,476.2
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Albania,:,:,:,253.5,234.7,379.9,406.4,600.5,556.2,608.5,911.2,1049.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Austria,33120.0,20079.0,22500.0,19187.0,28194.0,27713.0,29428.0,30265.0,22726.0,32011.0,38166.0,40235.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Bosnia and Herzegovina,341.9,259.3,373.9,375.5,454.3,630.3,624.3,643.1,576.6,865.0,1040.2,1143.4
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Belgium,53405.0,51031.0,53932.0,54633.0,58196.0,53203.0,60468.0,60408.0,47530.0,54843.0,66838.0,90618.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Bulgaria,1776.9,2454.7,1806.1,3009.5,3583.8,3677.8,3860.4,4063.3,3985.2,5774.6,7150.2,7307.1
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Switzerland,83818.7,79468.5,114049.5,123926.7,135878.6,159197.0,172741.1,177046.8,145813.9,167951.1,194958.6,224421.4
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Cyprus,14754.2,15678.9,16538.0,28547.5,14192.0,28661.4,37511.9,37142.6,35732.9,46830.3,31478.1,33246.3
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Czechia,15519.4,14778.1,15021.5,15969.7,16868.6,20910.6,21190.9,24033.0,18227.0,23738.4,28703.6,29186.2
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Germany,138004.0,125102.0,127618.0,131325.0,126283.0,128009.0,121537.0,121154.0,101757.0,116725.0,171496.0,254348.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Denmark,14695.9,15733.2,15376.1,17506.5,17269.5,19016.7,18695.3,18803.5,15103.5,18613.7,24442.0,30005.2
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Euro area - 19 countries  (2015-2022),570177.0,551283.0,620092.0,693195.0,674683.0,715339.0,804914.0,799269.0,699098.0,760042.0,:,:
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Estonia,1745.8,1644.0,1699.8,1474.8,1673.4,1811.1,2006.0,2209.6,1915.4,2485.3,2980.5,3892.6
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Greece,5796.0,6915.0,7056.0,7386.0,7017.0,7241.0,7784.0,7795.0,6601.0,6239.0,8633.0,14149.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Spain,58149.0,60631.0,55826.0,55528.0,55391.0,60425.0,64609.0,66261.0,49599.0,56121.0,72370.0,112407.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,European Union - 27 countries (from 2020),525435.5,525905.5,572333.5,657706.5,645425.6,741448.2,809922.5,822370.8,709330.2,775272.2,1002998.8,1189226.4
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Finland,15152.0,13704.0,15259.0,13919.0,15364.0,16378.0,16622.0,21197.0,16147.0,19367.0,22886.0,28379.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,France,118585.0,111211.0,111981.0,118120.0,114147.0,121396.0,133502.0,134507.0,108481.0,125058.0,173154.0,283754.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Croatia,2491.0,1836.0,1696.0,1447.0,2364.0,2318.0,2971.0,3033.0,2071.0,3576.0,4198.0,5474.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Hungary,16536.5,15107.4,14954.6,14701.6,15878.7,18365.5,16938.9,19840.1,14954.0,22483.5,26359.0,33669.3
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Ireland,91333.0,86167.0,95860.0,138909.0,127305.0,153508.0,174128.0,201536.0,204009.0,254883.0,316312.0,370933.0
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Iceland,1675.9,892.8,865.3,832.6,603.0,585.3,389.9,156.7,10.1,616.5,927.7,546.3
Annual,Million euro,Primary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Italy,61961.0,61371.0,62851.0,65092.0,59398.0,63532.0,60462.0,67202.0,46944.0,60378.0,82187.0,132192.0
