Time frequency,Unit of measure,Rail network segment (2005),Train category\Time,2005.0
Annual,Number,Ventspils - Jelgava,Goods trains,5949.0
Annual,Number,Ventspils - Jelgava,Passenger trains,0.0
Annual,Number,Liepaja - Jelgava,Goods trains,1497.0
Annual,Number,Liepaja - Jelgava,Passenger trains,474.0
Annual,Number,Valka - Meitene,Goods trains,5330.0
Annual,Number,Valka - Meitene,Passenger trains,14418.0
Annual,Number,Riga - Krustpils,Goods trains,7300.0
Annual,Number,Riga - Krustpils,Passenger trains,15305.0
Annual,Number,Jelgava - Krustpils,Goods trains,6059.0
Annual,Number,Jelgava - Krustpils,Passenger trains,0.0
Annual,Number,Krustpils - Daugavpils,Goods trains,8687.0
Annual,Number,Krustpils - Daugavpils,Passenger trains,1682.0
Annual,Number,Zilupe - Krustpils,Goods trains,5862.0
Annual,Number,Zilupe - Krustpils,Passenger trains,3528.0
Annual,Number,Daugavpils - Indra,Goods trains,8614.0
Annual,Number,Daugavpils - Indra,Passenger trains,179.0
Annual,Number,Karsava - Eglaine,Goods trains,2702.0
Annual,Number,Karsava - Eglaine,Passenger trains,364.0
Annual,Number,Jelgava - Ventspils,Goods trains,5804.0
Annual,Number,Jelgava - Ventspils,Passenger trains,0.0
Annual,Number,Jelgava - Liepaja,Goods trains,1606.0
Annual,Number,Jelgava - Liepaja,Passenger trains,474.0
Annual,Number,Meitene - Valka,Goods trains,5622.0
Annual,Number,Meitene - Valka,Passenger trains,14419.0
Annual,Number,Krustpils - Riga,Goods trains,7373.0
Annual,Number,Krustpils - Riga,Passenger trains,15303.0
Annual,Number,Krustpils - Jelgava,Goods trains,6643.0
Annual,Number,Krustpils - Jelgava,Passenger trains,0.0
Annual,Number,Daugavpils - Krustpils,Goods trains,9709.0
Annual,Number,Daugavpils - Krustpils,Passenger trains,1686.0
Annual,Number,Krustpils - Zilupe,Goods trains,7301.0
Annual,Number,Krustpils - Zilupe,Passenger trains,3528.0
Annual,Number,Indra - Daugavpils,Goods trains,9417.0
Annual,Number,Indra - Daugavpils,Passenger trains,179.0
Annual,Number,Eglaine - Karsava,Goods trains,3030.0
Annual,Number,Eglaine - Karsava,Passenger trains,364.0
