Time frequency,Statistical information,Unit of measure,Stock or flow,Geopolitical entity (reporting)\Time,1980.0,1981.0,1982.0,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Thirty-year average,"Current prices, euro per capita",Losses,Austria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,38.95,38.85,38.72,38.59,42.34,42.01,41.54,41.09,43.8,45.07,47.2,45.88,48.13,48.46,49.42
Annual,Thirty-year average,"Current prices, euro per capita",Losses,Belgium,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,6.95,8.67,8.85,8.79,8.75,10.97,10.91,11.25,11.3,11.86,12.64,9.93,41.99,44.05,43.93
Annual,Thirty-year average,"Current prices, euro per capita",Losses,Bulgaria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,12.0,12.08,12.16,12.25,12.5,18.3,24.33,24.64,24.97,25.32,25.68,25.97,26.15,26.53,26.72
Annual,Thirty-year average,"Current prices, euro per capita",Losses,Switzerland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,76.6,75.87,75.03,74.06,74.18,73.38,72.35,69.59,56.47,55.79,56.12,52.82,53.85,52.58,50.58
Annual,Thirty-year average,"Current prices, euro per capita",Losses,Cyprus,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,9.24,9.0,8.78,8.64,8.66,8.76,8.81,16.99,16.83,15.71,15.5,15.32,15.4,15.19,14.99
Annual,Thirty-year average,"Current prices, euro per capita",Losses,Czechia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,43.2,45.86,45.77,45.86,52.52,52.52,52.38,52.5,54.39,54.7,54.49,54.93,58.12,57.46,56.52
Annual,Thirty-year average,"Current prices, euro per capita",Losses,Germany,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,28.62,31.07,31.83,31.83,37.99,37.51,37.91,39.17,41.3,45.18,48.34,46.11,61.56,65.37,65.48
Annual,Thirty-year average,"Current prices, euro per capita",Losses,Denmark,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,38.95,39.46,39.71,39.57,44.73,45.02,44.7,44.36,44.07,44.35,44.19,42.68,42.5,36.11,36.78
Annual,Thirty-year average,"Current prices, euro per capita",Losses,Estonia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,6.79,8.21,8.24,8.27,8.3,8.32,8.31,8.31,8.3,8.27,8.24,8.22,8.21,8.11,8.08
