Time frequency,Consumption footprint,Unit of measure,Geopolitical entity (reporting)\Time,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Single weighted score,Planetary Boundary,Austria,3.43,3.44,3.36,3.37,3.36,3.38,3.4,3.35,3.36,3.35,3.25,3.31,3.35
Annual,Single weighted score,Planetary Boundary,Belgium,3.62,3.66,3.57,3.65,3.71,3.68,3.59,3.74,3.63,3.74,3.56,3.63,3.52
Annual,Single weighted score,Planetary Boundary,Bulgaria,1.93,1.94,1.97,1.99,2.05,2.16,2.19,2.21,2.29,2.38,2.24,2.36,2.59
Annual,Single weighted score,Planetary Boundary,Cyprus,3.76,3.72,3.69,3.58,3.66,3.73,3.85,3.94,3.95,3.94,3.45,3.63,3.86
Annual,Single weighted score,Planetary Boundary,Czechia,2.87,2.91,2.74,2.72,2.72,2.81,2.9,2.95,3.0,3.02,2.89,3.17,3.23
Annual,Single weighted score,Planetary Boundary,Germany,3.68,3.81,3.8,3.84,3.84,3.81,3.85,3.82,3.82,3.84,3.72,3.63,3.65
Annual,Single weighted score,Planetary Boundary,Denmark,3.95,3.96,4.06,4.03,4.16,4.22,4.22,4.22,4.2,4.29,4.14,4.1,4.24
Annual,Single weighted score,Planetary Boundary,Estonia,3.24,3.2,3.08,3.11,3.18,3.25,3.46,3.5,3.42,3.52,3.32,3.29,3.34
Annual,Single weighted score,Planetary Boundary,Greece,2.88,2.87,2.73,2.69,2.64,2.67,2.69,2.78,2.9,2.92,2.61,2.78,2.98
Annual,Single weighted score,Planetary Boundary,Spain,3.27,3.18,3.11,3.09,3.16,3.21,3.34,3.34,3.46,3.43,3.08,3.38,3.64
Annual,Single weighted score,Planetary Boundary,European Union - 27 countries (from 2020),3.18,3.16,3.15,3.16,3.18,3.2,3.27,3.34,3.36,3.37,3.17,3.27,3.37
Annual,Single weighted score,Planetary Boundary,Finland,4.15,4.09,4.18,4.15,4.12,4.06,4.1,3.98,4.03,3.98,3.78,3.85,3.96
Annual,Single weighted score,Planetary Boundary,France,3.37,3.31,3.37,3.41,3.42,3.42,3.44,3.45,3.47,3.41,3.18,3.3,3.4
Annual,Single weighted score,Planetary Boundary,Croatia,2.44,2.44,2.48,2.47,2.51,2.6,2.7,2.81,2.91,2.89,2.76,3.0,3.16
Annual,Single weighted score,Planetary Boundary,Hungary,2.34,2.32,2.27,2.24,2.29,2.34,2.4,2.48,2.55,2.56,2.52,2.56,2.65
Annual,Single weighted score,Planetary Boundary,Ireland,4.9,4.9,4.86,4.8,4.91,4.84,4.71,4.93,4.83,4.65,4.17,3.8,3.9
Annual,Single weighted score,Planetary Boundary,Italy,3.73,3.65,3.51,3.43,3.5,3.58,3.58,3.79,3.67,3.76,3.43,3.5,3.76
Annual,Single weighted score,Planetary Boundary,Lithuania,2.81,2.82,2.99,2.93,2.81,2.78,2.86,3.05,3.15,3.21,3.17,3.33,3.26
Annual,Single weighted score,Planetary Boundary,Luxembourg,4.57,4.62,4.6,4.55,4.55,4.67,4.59,4.65,4.62,4.61,4.44,4.64,4.7
Annual,Single weighted score,Planetary Boundary,Latvia,2.91,2.87,2.89,2.84,2.91,2.93,3.01,3.08,3.11,3.16,3.13,3.15,3.4
Annual,Single weighted score,Planetary Boundary,Malta,3.49,3.52,3.62,3.67,3.77,3.82,3.89,4.01,4.04,4.04,3.69,3.79,3.93
Annual,Single weighted score,Planetary Boundary,Netherlands,3.07,2.98,2.94,3.04,3.07,3.03,3.09,3.07,3.13,3.08,2.7,2.75,2.94
Annual,Single weighted score,Planetary Boundary,Poland,2.42,2.41,2.41,2.41,2.47,2.5,2.66,2.72,2.78,2.77,2.8,2.94,3.02
Annual,Single weighted score,Planetary Boundary,Portugal,3.0,2.88,2.82,2.84,2.92,2.96,3.07,3.23,3.38,3.47,3.18,3.25,3.5
Annual,Single weighted score,Planetary Boundary,Romania,2.0,2.02,2.01,2.08,2.1,2.14,2.19,2.22,2.24,2.26,2.25,2.34,2.41
Annual,Single weighted score,Planetary Boundary,Sweden,4.18,4.11,3.96,3.94,3.96,3.94,3.86,3.8,3.75,3.73,3.28,3.38,3.65
Annual,Single weighted score,Planetary Boundary,Slovenia,3.14,3.11,3.02,2.99,3.01,3.12,3.22,3.24,3.21,3.18,3.07,2.99,3.1
Annual,Single weighted score,Planetary Boundary,Slovakia,2.18,2.22,2.14,2.19,2.2,2.15,2.28,2.35,2.37,2.37,2.34,2.39,2.54
Annual,Single weighted score,Per inhabitant,Austria,0.96,0.97,0.95,0.95,0.95,0.95,0.95,0.94,0.95,0.95,0.93,0.94,0.95
Annual,Single weighted score,Per inhabitant,Belgium,1.03,1.05,1.02,1.04,1.07,1.06,1.05,1.09,1.06,1.08,1.04,1.06,1.04
Annual,Single weighted score,Per inhabitant,Bulgaria,0.54,0.54,0.55,0.56,0.57,0.61,0.61,0.62,0.64,0.67,0.63,0.67,0.73
Annual,Single weighted score,Per inhabitant,Cyprus,1.09,1.07,1.07,1.03,1.06,1.08,1.11,1.14,1.14,1.13,1.01,1.05,1.11
Annual,Single weighted score,Per inhabitant,Czechia,0.8,0.81,0.76,0.75,0.76,0.78,0.8,0.82,0.83,0.84,0.81,0.88,0.9
Annual,Single weighted score,Per inhabitant,Germany,1.02,1.07,1.06,1.07,1.08,1.07,1.09,1.07,1.08,1.09,1.06,1.03,1.03
Annual,Single weighted score,Per inhabitant,Denmark,1.11,1.12,1.15,1.14,1.17,1.19,1.2,1.2,1.19,1.22,1.19,1.18,1.22
Annual,Single weighted score,Per inhabitant,Estonia,0.92,0.91,0.87,0.89,0.91,0.94,0.99,1.0,0.97,1.01,0.96,0.95,0.97
Annual,Single weighted score,Per inhabitant,Greece,0.84,0.83,0.79,0.78,0.77,0.77,0.78,0.8,0.84,0.84,0.76,0.81,0.86
Annual,Single weighted score,Per inhabitant,Spain,0.95,0.92,0.9,0.9,0.92,0.94,0.97,0.97,1.01,1.0,0.91,1.0,1.07
Annual,Single weighted score,Per inhabitant,European Union - 27 countries (from 2020),0.89,0.89,0.89,0.89,0.9,0.9,0.93,0.94,0.95,0.95,0.91,0.93,0.96
Annual,Single weighted score,Per inhabitant,Finland,1.16,1.14,1.17,1.17,1.16,1.14,1.15,1.13,1.14,1.12,1.07,1.09,1.12
Annual,Single weighted score,Per inhabitant,France,0.96,0.95,0.96,0.97,0.98,0.98,0.98,0.99,0.99,0.97,0.92,0.95,0.98
Annual,Single weighted score,Per inhabitant,Croatia,0.68,0.69,0.7,0.7,0.71,0.73,0.77,0.8,0.83,0.83,0.79,0.85,0.9
Annual,Single weighted score,Per inhabitant,Hungary,0.64,0.64,0.62,0.62,0.63,0.65,0.66,0.68,0.7,0.7,0.69,0.71,0.73
Annual,Single weighted score,Per inhabitant,Ireland,1.39,1.39,1.39,1.38,1.41,1.39,1.35,1.42,1.38,1.33,1.2,1.09,1.11
Annual,Single weighted score,Per inhabitant,Italy,1.05,1.03,0.99,0.97,1.0,1.02,1.02,1.08,1.05,1.08,1.0,1.02,1.09
Annual,Single weighted score,Per inhabitant,Lithuania,0.79,0.8,0.84,0.83,0.8,0.79,0.82,0.87,0.9,0.92,0.91,0.95,0.93
Annual,Single weighted score,Per inhabitant,Luxembourg,1.29,1.3,1.31,1.29,1.3,1.33,1.3,1.32,1.31,1.31,1.26,1.32,1.34
Annual,Single weighted score,Per inhabitant,Latvia,0.83,0.83,0.83,0.82,0.84,0.85,0.87,0.89,0.89,0.91,0.91,0.91,0.98
Annual,Single weighted score,Per inhabitant,Malta,1.02,1.04,1.07,1.07,1.11,1.12,1.14,1.18,1.18,1.18,1.09,1.12,1.15
