Time frequency,Unit of measure,Energy indicator,Geopolitical entity (reporting)\Time,1979.0,1980.0,1981.0,1982.0,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Number,Cooling degree days,Austria,1.08,1.36,4.3,1.74,15.24,3.63,3.7,5.95,3.87,12.36,3.46,4.32,6.41,37.09,7.99,34.02,6.91,1.62,2.23,17.29,5.25,18.43,13.41,15.8,45.78,4.94,10.8,28.77,25.74,7.3,9.94,25.27,17.63,31.63,46.63,8.97,67.53,12.46,36.05,32.69,40.16,10.01,24.65,29.4,37.12
Annual,Number,Cooling degree days,Belgium,0.07,1.37,3.57,4.2,16.29,3.47,0.31,2.07,3.15,0.13,9.6,16.9,5.91,9.7,0.39,40.5,36.21,7.74,14.44,8.06,0.86,5.66,14.51,13.0,44.24,7.96,12.73,42.57,2.64,1.44,7.66,22.07,8.51,13.29,16.75,8.2,30.08,25.37,16.76,35.78,39.72,52.55,4.18,27.5,12.03
Annual,Number,Cooling degree days,Bulgaria,46.58,54.14,60.25,38.62,39.42,31.65,75.58,70.43,133.66,145.84,56.15,77.91,62.87,116.39,125.19,149.42,55.38,111.75,59.58,177.27,143.12,216.71,203.57,129.26,162.73,57.72,61.45,128.54,247.56,172.96,117.02,180.3,128.56,274.81,134.49,102.89,198.0,185.14,208.93,127.77,163.85,165.92,217.2,201.65,248.43
Annual,Number,Cooling degree days,Cyprus,363.15,335.1,399.74,366.52,308.86,268.03,365.5,352.31,380.12,476.29,334.03,353.09,326.65,322.91,423.35,528.52,616.78,611.99,553.94,751.93,707.36,754.52,695.26,681.16,722.27,632.8,593.35,663.87,725.15,737.13,718.27,745.53,672.18,774.72,687.32,634.15,678.65,743.13,711.38,812.18,754.0,802.51,732.46,698.12,780.47
Annual,Number,Cooling degree days,Czechia,0.52,0.17,1.04,1.96,11.26,5.1,2.77,3.86,3.07,9.23,4.76,2.47,5.72,33.82,3.94,48.64,6.8,0.87,2.91,19.71,5.82,16.53,6.27,9.12,38.23,2.97,12.4,31.3,21.75,3.22,4.62,26.89,13.34,23.96,44.85,9.52,97.23,10.52,22.51,45.88,40.21,6.06,10.76,26.63,31.63
Annual,Number,Cooling degree days,Germany,2.03,1.49,1.06,7.35,19.15,7.26,2.17,7.0,3.24,3.6,7.48,8.26,11.91,24.96,0.49,50.28,16.21,3.29,7.8,13.69,5.22,7.21,12.09,13.6,51.71,5.42,10.76,36.3,10.12,9.71,4.46,32.3,8.68,15.95,28.34,10.6,55.6,16.0,9.19,52.35,46.05,25.41,11.53,33.71,19.37
Annual,Number,Cooling degree days,Denmark,0.0,0.0,0.0,0.63,0.03,0.0,0.0,0.0,0.0,0.0,0.38,0.07,0.09,0.19,0.0,10.3,0.04,0.0,1.68,0.0,0.1,0.65,0.38,0.76,0.13,0.0,0.01,0.47,0.0,0.03,0.08,2.25,0.0,0.31,0.55,1.52,0.1,0.47,0.0,14.32,2.19,0.58,0.75,3.4,0.05
Annual,Number,Cooling degree days,Estonia,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,3.72,0.01,0.0,0.0,1.21,0.0,5.13,1.31,0.0,3.05,0.73,5.77,0.0,6.67,5.48,13.9,0.0,0.07,7.48,0.94,0.16,0.0,42.99,14.4,6.45,3.38,9.23,0.0,1.52,0.0,25.65,1.33,1.64,38.1,16.45,7.12
Annual,Number,Cooling degree days,Greece,168.55,173.47,176.37,212.75,122.52,117.14,190.56,200.56,254.01,319.16,147.65,202.4,175.82,191.7,213.22,315.7,216.67,195.65,200.66,317.16,288.02,281.39,332.57,283.76,355.85,241.42,250.74,290.59,387.84,375.59,285.95,351.4,321.06,448.68,324.21,272.79,331.25,353.94,353.74,312.46,373.09,343.81,420.52,371.98,387.33
