Time frequency,National accounts indicator (ESA 2010),Statistical classification of economic activities in the European Community (NACE Rev. 2),Unit of measure,Geopolitical entity (reporting)\Time,Octobre-Décembre 2021,Janvier-Mars 2022,Avril-Juin 2022,Jullet-Septembre 2022,Octobre-Décembre 2022,Janvier-Mars 2023,Avril-Juin 2023,Jullet-Septembre 2023,Octobre-Décembre 2023,Janvier-Mars 2024,Avril-Juin 2024,Jullet-Septembre 2024
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (NSA),Lithuania,13665.1,13124.1,14616.4,16941.8,16431.3,14977.8,16384.3,17876.3,17206.4,15672.8,17082.0,18954.2
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (NSA),Luxembourg,18559.2,16674.2,17535.1,17534.1,18824.6,17510.4,18095.3,17692.7,19111.9,18046.3 p,19133.9 p,18500.1 p
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (NSA),Latvia,7786.1,7047.2,7873.0,8237.5,8374.6,7857.6,8663.3,8478.1,9284.2,7651.4,8735.0,8714.4
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (NSA),Montenegro,1106.2,796.3,1124.1,1531.6,1317.9,956.3,1359.0,1791.0,1477.6,1034.1 p,1435.0 p,1879.5 p
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (NSA),North Macedonia,2844.5,2471.6,2738.7,3013.2,3255.1,2828.6 p,3074.1 p,3283.8 p,3515.2 p,3029.3 e,3278.5 e,3487.9 e
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (NSA),Malta,3997.6,3801.4,4184.0,4518.4,4450.5,4356.0,4770.9,5000.8,4956.0,4842.1,5186.6,5431.7
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (NSA),Netherlands,207415.0,208633.0,224519.0,221836.0,233186.0,232455.0,244338.0,237664.0,247627.0,243602.0,258549.0,251915.0
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (NSA),Norway,122770.3,125933.7,122080.6,146520.9,128427.5,111761.8,95112.7,95458.5,106608.9,101307.9,101491.0,:
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (NSA),Poland,142055.7,134759.6,139294.5,148035.3,167867.5,153304.8,163308.0,168208.2,192952.7,171880.0,177650.5,186649.0
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (NSA),Portugal,49505.2,48219.1,52821.8,54126.0,55861.0,54139.9 e,59140.5 e,58999.8 e,60413.4 e,57516.9 e,62115.9 e,62642.4 e
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (NSA),Romania,66588.4,49047.0,60508.0,71137.8,78090.8,58409.0 p,69365.8 p,79639.0 p,88562.4 p,63349.0 p,76537.3 p,86085.2 p
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (NSA),Serbia,13073.2,11943.0 p,13261.2 p,13808.9 p,14857.7 p,14857.8 p,15817.3 p,16151.2 p,17353.7 p,16053.0 e,17311.6 e,17698.1 e
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (NSA),Sweden,130820.6,115760.2,126476.7,119504.6,127942.8,119938.9,122353.4,114116.5,127511.3,124168.2,127935.0,120695.1
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (NSA),Slovenia,12065.4,11144.8,12564.9,13117.9,13132.3,13182.9,14569.5,14499.3,14645.7,13932.0,14925.0,15043.5
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (NSA),Slovakia,23866.7,21925.2,24382.3,26144.4,25767.1,25407.5,27614.4,29462.0,29668.4,27284.5,29424.0,30504.3
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (NSA),Türkiye,161734.9,142863.6,181469.0,212706.4,225980.8,206769.5,216354.4,235163.8,245209.4,233844.0,249739.1,287453.6
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (NSA),Kosovo*,1755.9,1412.6,1715.1,2009.7,2007.6,1552.9,1833.0,2210.1,2160.8,1608.2 p,1932.1 p,2321.8 p
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (SCA),Albania,3359.1,3639.5,3761.5,3973.0,4146.9,4309.9 p,4585.0 p,4937.9 p,5131.9 p,5182.0 p,5386.6 p,5517.3 p
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (SCA),Austria,95749.7,95346.3,99325.7,102997.8,103796.7,106174.7,106551.2,106475.1,106520.1,107134.7,108060.0,107895.7
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (SCA),Belgium,117682.0,121301.4,125674.9,129334.7,131888.7,134102.6 p,134440.8 p,134910.3 p,135617.8 p,136969.8 p,138486.1 p,139912.4 p
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (SCA),Bulgaria,16673.4,17770.3,18663.0,19490.8,20317.0,20433.3,20533.5,20647.2,21448.6,22138.0 p,22398.9 p,22851.2 p
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (SCA),Switzerland,176041.6,181743.6,187588.7,199347.6,198249.5,196931.7,199477.4,203772.8,206441.4,209412.2,206164.6,212067.2
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (SCA),Cyprus,6033.4,6302.8,6467.8,6603.7,6696.5,6791.0,6860.9,6971.2,7056.1,7228.8,7279.7,7417.3
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (SCA),Czechia,58271.1,62482.0,64117.5,66416.9,68218.4,72837.3,74152.6,72792.3,72034.0,71517.2,73003.2,73126.1
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (SCA),Germany,838422.0 p,862228.0 p,880847.0 p,895036.0 p,918238.0 p,942439.0 p,955996.0 p,960282.0 p,967329.0 p,970374.0 p,975384.0 p,974239.0 p
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (SCA),Denmark,80010.9,80550.0,83798.2,86906.8,85828.7,85422.3,83135.4,82018.8,83203.6,84226.4,85641.4,88797.2
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (SCA),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2889923.4,2960371.9,3037351.8,3100995.8,3175628.7,3255839.6,3293575.3,3311241.4,3350608.7,3369920.2,3389740.0,3417387.6
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (SCA),Euro area - 19 countries  (2015-2022),2889923.4,2960371.9,3037351.8,3100995.8,3175628.7,3240020.4,3277506.1,3294784.9,3333762.9,3352675.6,3372108.9,3399458.5
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (SCA),Euro area – 20 countries (from 2023),2902545.7,2973451.2,3051048.6,3115192.1,3190981.3,3255839.6,3293575.3,3311241.4,3350608.7,3369920.2,3389740.0,3417387.6
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (SCA),Estonia,7305.4,7668.9,7939.4,8163.8,8311.1,8385.4,8408.0,8414.8,8420.4,8442.8,8544.1,8674.4
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (SCA),Greece,42105.6,43891.2 p,45191.0 p,46419.4 p,47394.6 p,48042.0 p,48668.1 p,49175.5 p,49921.8 p,50255.2 p,51214.8 p,51531.5 p
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (SCA),Spain,293517.0,299318.0 p,306089.0 p,313558.0 p,333516.0 p,336599.0 p,336275.0 p,341298.0 p,353484.0 p,357192.0 p,359433.0 p,364227.0 p
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (SCA),European Union - 27 countries (from 2020),3406422.8,3490266.0,3585604.5,3663996.5,3747301.7,3828845.0,3875754.3,3893915.1,3947799.6,3975565.2,4003085.2,4041166.2
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (SCA),Finland,55809.0,56328.0,57323.0,58418.0,59070.0,59994.0,60284.0,59749.0,59407.0,60226.0,60546.0,60614.0
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (SCA),France,567710.0,576761.7,585520.8,599102.1,608755.4,620892.9,633065.8,638515.2,647625.4,647560.8,647653.7,657253.8
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (SCA),Croatia,12488.3,13034.6,13765.5,14261.6,15177.1,15770.2 p,16145.4 p,16496.8 p,16678.9 p,17236.8 p,17692.4 p,17973.9 p
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (SCA),Hungary,34766.6,35823.8,35716.3,35575.1,36692.0,40333.7 p,42981.7 p,43278.7 p,43594.8 p,43840.9 p,44280.6 p,44524.9 p
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (SCA),Ireland,110186.9,116768.2,122336.0,127592.5,130628.7,120845.1,124327.0,119918.2,119571.8,119075.9,119534.5,126021.0
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (SCA),Italy,424887.5,432538.5,447399.6,451652.5,459875.4,471923.1,477595.1,480240.2,481111.8,484918.5,486105.4,489192.7
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (SCA),Lithuania,13427.1,14315.5,15033.1,15635.3,16124.4,16276.2,16693.5,16720.1,16766.4,17011.6,17388.0,17761.2
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (SCA),Luxembourg,17459.0,17343.0,17589.4,17833.4,17964.7,18149.0,18228.7,18173.6,18166.8,18523.4 p,18892.3 p,18887.4 p
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (SCA),Latvia,7416.6,7658.6,7833.7,8042.0,8117.6,8343.7,8493.0,8594.2,8850.7,8096.7,8533.5,8900.5
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (SCA),North Macedonia,2664.9,2690.3,2850.0,2938.4,3024.7,3110.3 p,3136.3 p,3188.7 p,3247.1 p,3300.0 e,3399.6 e,3435.9 e
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (SCA),Malta,4039.3,3974.7,4160.1,4324.7,4479.3,4561.3,4738.1,4802.8,4978.4,5067.2,5148.8,5225.1
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (SCA),Netherlands,204982.7,212678.7,219348.3,225519.1,230517.7,236898.4,238646.0,241585.3,244942.1,248304.7,252417.4,256133.6
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (SCA),Norway,114115.6,124794.9,129838.0,148514.5,119594.1,110294.9,99977.5,98125.6,100898.9,102051.4,104997.7,:
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (SCA),Poland,131289.0,140227.2,144551.2,149436.8,154623.7,159834.6,169368.2,170149.1,176992.9,179893.1,184359.3,188818.9
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (SCA),Portugal,48699.7,50194.7,52160.0,53547.4,55125.7,56963.3 e,58242.0 e,58397.6 e,59090.7 e,60561.0 e,61165.9 e,61992.8 e
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (SCA),Romania,57285.6,60820.0,64224.8,66666.7,66986.1,72359.7 p,73269.5 p,74469.7 p,76011.3 p,77994.4 p,80798.8 p,82031.2 p
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (SCA),Serbia,12457.6,12606.9,13314.9,13682.6,14227.2,15605.4,15784.8,16085.4,16679.3,16802.4,17246.1,17656.8
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (SCA),Sweden,124395.0,119239.8,123360.9,124320.2,122071.5,122479.9,119967.8,119299.6,122610.4,126989.9,124752.6,125707.3
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (SCA),Slovenia,11968.1,11755.2,12291.1,12841.9,13026.6,13904.3,14251.9,14194.7,14527.9,14694.0,14599.7,14727.7
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (SCA),Slovakia,23510.5,23475.9,24297.6,25060.3,25385.2,27110.4,27545.4,28335.7,29161.0,29083.0,29361.3,29423.5
Quarterly,"Value added, gross",Total - all NACE activities,Million euro (SCA),Türkiye,153777.1,158640.7,188434.0,202714.3,216297.4,225940.8,226997.9,223438.0,235746.5,251634.2,261257.5,273953.3
