Time frequency,Currency,Balance of payments item,Sector (ESA 2010),Sector (ESA 2010),Seasonal adjustment,Stock or flow,Geopolitical entity (partner),Geopolitical entity (reporting)\Time,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Latvia,2150.0,2134.0,2131.0,2362.0,2479.0,2718.0,3023.0,3168.0,2885.0,3607.0,4898.0,5322.0
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Montenegro,:,341.0,341.0,425.0,485.0,530.0,628.0,686.0,503.0,641.0,972.0,1075.0
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,North Macedonia,757.4,779.8,920.0,1028.8,1049.0,1059.6,1209.3,1289.5,1021.4,1248.0,1568.1,1914.8
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Malta,7203.8,7538.3,7832.1,9249.0,9353.9,7659.5,9604.7,10913.2,11233.8,10661.5,13040.3,14476.1
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Netherlands,114631.0,124554.0,132116.0,181491.0,152570.0,170709.0,189770.0,194176.0,179180.0,188582.0,221059.0,234150.0
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Norway,40860.8,42444.1,43358.0,42617.1,43697.0,44058.8,44274.0,47036.1,34702.5,35656.5,54517.6,55583.8
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Poland,24871.2,24874.5,26462.7,28874.4,30281.7,33253.4,36519.9,38985.0,35536.2,42305.2,54901.7,61239.8
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Portugal,10582.0,10903.0,12118.0,12801.0,13532.0,14790.0,16017.0,17958.0,14036.0,17388.0,23322.0,23930.0
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Romania,7625.4,8845.7,9552.3,10355.4,10999.6,13544.4,15624.8,18636.6,14514.5,18448.9,23523.1,26380.8
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Serbia,2982.0,3110.0,3345.0,3548.0,3685.0,4280.0,4909.0,5922.0,5090.0,6401.0,8771.0,10062.0
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Sweden,45555.8,53807.7,57478.1,62054.1,63739.1,66747.5,66529.5,72654.5,65311.7,78041.9,101423.1,104572.4
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Slovenia,3931.5,3946.2,4245.1,4306.2,4575.4,5139.8,5500.3,5751.3,5072.0,6272.9,7750.4,8316.8
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Slovakia,5627.9,6481.0,6712.8,7196.2,8094.0,8625.4,9507.0,9983.4,8291.0,9204.0,11871.0,11414.8
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Türkiye,16348.9,19617.1,21276.7,23533.4,23525.2,24265.3,24666.5,25831.3,20959.2,25468.9,38887.9,45611.5
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,United Kingdom,160181.8,162333.4,179170.8,212117.0,205959.1,206513.7,225012.0,242436.7,:,:,:,:
Annual,Million euro,Services,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Kosovo*,394.8,355.1,434.5,450.3,458.5,531.5,705.8,749.1,603.3,871.1,1137.1,1339.4
