Time frequency,Interest rate,Geopolitical entity (reporting)\Time,Janvier 2024,Février 2024,Mars 2024,Avril 2024,Mai 2024,Juin 2024,Juillet 2024,Août 2024,Septembre 2024,Octobre 2024,Novembre 2024,Décembre 2024
Monthly,3-month rate,Czechia,6.63,6.2,5.84,5.55,5.17,5.03,4.61,4.41,4.3,4.13,3.95,3.91
Monthly,3-month rate,Denmark,3.8895,3.8779,3.8788,3.8225,3.7343,3.6474,3.587,3.4462,3.3398,3.0786,2.8943,2.7556
Monthly,3-month rate,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",3.9253,3.9232,3.9224,3.8864,3.8137,3.7245,3.6848,3.5476,3.4337,3.1666,3.0068,2.8161
Monthly,3-month rate,Hungary,7.05,8.4,8.38,7.96,7.4,7.03,6.79,6.73,6.96,6.47,6.6,6.49
Monthly,3-month rate,Poland,5.87,5.86,5.86,5.86,5.85,5.85,5.86,5.85,5.85,5.85,5.85,5.85
Monthly,3-month rate,Romania,6.01,5.94,5.92,5.9,5.9,5.88,5.7,5.48,5.4,5.4,5.5,5.76
Monthly,3-month rate,Sweden,4.0832,4.0767,4.0282,3.9559,3.7874,3.7311,3.6735,3.4408,3.2308,2.9851,2.6774,2.553
Monthly,3-month rate,United Kingdom,5.3225,5.3265,5.3189,:,:,:,:,:,:,:,:,:
Monthly,3-month rate,United States,5.5811,5.5793,5.5817,5.5785,5.5938,5.6019,5.5482,5.3644,5.097,:,:,:
