Time frequency,Weight,Unit of measure,Geopolitical entity (reporting)\Time,2000.0,2007.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,From 3 501 to 10 000 kg,Number,Albania,:,:,:,:,:,:,:,:,:,:,:,88.0,93.0,101.0
Annual,From 3 501 to 10 000 kg,Number,Austria,:,:,:,19227.0,19161.0,19142.0,19065.0,19016.0,18900.0,18496.0,18408.0,18457.0,18489.0,18413.0
Annual,From 3 501 to 10 000 kg,Number,Bosnia and Herzegovina,:,:,:,784.0,782.0,783.0,799.0,942.0,959.0,888.0,797.0,800.0,849.0,643.0
Annual,From 3 501 to 10 000 kg,Number,Switzerland,:,:,:,2688.0,2594.0,2483.0,2395.0,2335.0,2273.0,2178.0,2057.0,2005.0,1949.0,1862.0
Annual,From 3 501 to 10 000 kg,Number,Germany,:,:,:,:,:,:,:,82898.0,83220.0,83640.0,83112.0,84381.0,85883.0,87060.0
Annual,From 3 501 to 10 000 kg,Number,Denmark,:,:,:,38761.0,41700.0,44981.0,48734.0,52642.0,56851.0,60658.0,65645.0,70824.0,74763.0,78122.0
Annual,From 3 501 to 10 000 kg,Number,Estonia,:,:,:,347.0,351.0,406.0,354.0,356.0,355.0,369.0,387.0,381.0,389.0,395.0
Annual,From 3 501 to 10 000 kg,Number,Spain,:,:,:,:,3111.0,3068.0,2641.0,2634.0,2646.0,2643.0,2618.0,2608.0,2586.0,2572.0
Annual,From 3 501 to 10 000 kg,Number,Finland,:,:,:,373.0,330.0,356.0,369.0,371.0,377.0,391.0,414.0,438.0,468.0,823.0
Annual,From 3 501 to 10 000 kg,Number,France,:,:,:,:,:,:,4609.0,4539.0,4495.0,4456.0,4386.0,:,:,:
Annual,From 3 501 to 10 000 kg,Number,Croatia,:,:,:,:,:,9669.0,9988.0,10461.0,10815.0,11357.0,11909.0,12518.0,12968.0,13455.0
Annual,From 3 501 to 10 000 kg,Number,Hungary,:,:,:,58696.0,59321.0,59253.0,57931.0,58186.0,58744.0,58990.0,59250.0,59474.0,59580.0,59661.0
Annual,From 3 501 to 10 000 kg,Number,Iceland,:,:,:,:,:,:,:,:,:,:,:,1067.0,:,:
Annual,From 3 501 to 10 000 kg,Number,Italy,:,:,:,3271.0,3231.0,3199.0,3168.0,3169.0,3161.0,3152.0,3148.0,3137.0,3090.0,3009.0
Annual,From 3 501 to 10 000 kg,Number,Liechtenstein,:,:,:,33.0,34.0,27.0,28.0,29.0,28.0,26.0,21.0,16.0,12.0,14.0
Annual,From 3 501 to 10 000 kg,Number,Lithuania,:,:,:,5682.0,2897 b,2873.0,2991.0,3042.0,3024.0,3138.0,3106.0,2969.0,2777.0,360.0
Annual,From 3 501 to 10 000 kg,Number,Luxembourg,:,:,:,:,:,:,:,42.0,34.0,39.0,44.0,47.0,46 i,73.0
Annual,From 3 501 to 10 000 kg,Number,Latvia,:,:,:,:,238.0,219.0,189.0,187.0,198.0,208.0,213.0,211.0,216.0,212.0
Annual,From 3 501 to 10 000 kg,Number,Malta,:,:,:,124.0,130.0,130.0,130.0,137.0,145.0,157.0,168.0,175.0,187.0,191.0
Annual,From 3 501 to 10 000 kg,Number,Netherlands,:,:,:,:,1793.0,1788.0,1824.0,1831.0,1828.0,1823.0,1807.0,1832.0,1853.0,1850.0
Annual,From 3 501 to 10 000 kg,Number,Norway,:,:,:,:,:,:,1162.0,904.0,893.0,879.0,879.0,879.0,1112.0,808.0
Annual,From 3 501 to 10 000 kg,Number,Poland,:,:,:,145938.0,91891.0,147463.0,148957.0,146863.0,149012.0,151377.0,152894.0,155231.0,157167.0,159162.0
Annual,From 3 501 to 10 000 kg,Number,Portugal,:,:,:,:,:,:,:,76540.0,79132.0,76816.0,78609.0,80487.0,:,:
Annual,From 3 501 to 10 000 kg,Number,Romania,:,:,:,:,:,:,:,:,22724.0,22550.0,22469.0,22370.0,22226.0,22123.0
Annual,From 3 501 to 10 000 kg,Number,Sweden,:,:,:,776.0,717.0,688.0,653.0,629.0,617.0,584.0,553.0,528.0,489.0,459.0
Annual,From 3 501 to 10 000 kg,Number,Slovenia,:,:,:,:,:,:,:,:,:,:,:,:,:,575.0
Annual,From 3 501 to 10 000 kg,Number,Türkiye,:,:,:,851.0,822.0,818.0,818.0,821.0,899.0,903.0,974.0,994.0,999.0,1029.0
Annual,From 3 501 to 10 000 kg,Number,Kosovo*,:,:,:,:,:,:,:,0.0,3.0,2.0,:,119.0,:,:
Annual,From 3 501 to 10 000 kg,Thousand tonnes,Austria,:,:,:,135.0,96.0,96.0,96.0,96.0,96.0,95.0,95.0,95.0,96.0,95.5
Annual,From 3 501 to 10 000 kg,Thousand tonnes,Bosnia and Herzegovina,:,:,:,2.976,3.024,3.037,3.084,3.594,3.0,3.439,3.108,3.131,3.293,3.939
Annual,From 3 501 to 10 000 kg,Thousand tonnes,Switzerland,:,:,:,12.562,12.173,11.731,11.353,11.089,10.824,10.454,9.897,9.64,9.404,8.956
Annual,From 3 501 to 10 000 kg,Thousand tonnes,Estonia,:,:,:,1.71,2.7,2.65,:,1.27,3.24,1.77,1.84,1.98,1.83,2.51
Annual,From 3 501 to 10 000 kg,Thousand tonnes,Spain,:,:,:,11.0,11.0,11.0,10.0,10.0,11.0,10.0,10.0,10.0,8.0,9.0
Annual,From 3 501 to 10 000 kg,Thousand tonnes,Finland,:,:,:,2.76,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Annual,From 3 501 to 10 000 kg,Thousand tonnes,France,:,:,:,:,:,:,22.0,22.0,22.0,25.0,21.0,:,:,:
Annual,From 3 501 to 10 000 kg,Thousand tonnes,Croatia,:,:,:,:,:,44.0,44.0,46.0,48.0,50.0,53.0,56.0,58.0,60.0
Annual,From 3 501 to 10 000 kg,Thousand tonnes,Hungary,:,:,:,454.665,459.66,318.76,312.86,314.67,317.98,319.35,320.96,322.29,322.79,323.43
