Time frequency,Unit of measure,Geopolitical entity (declaring)\Time,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0
Annual,Number,Wien (greater city),35.0,32.0,27.0,35.0,25.0,27.0,26.0,23.0,22.0,25.0,18.0,15.0,22.0,18.0,20.0
Annual,Number,Bruxelles/Brussel (greater city),:,:,:,:,:,:,:,33.0,41.0,68.0,48.0,40.0,32.0,37.0,20.0
Annual,Number,Sofia,:,:,:,:,:,:,37.0,39.0,55.0,45.0,46.0,37.0,38.0,27.0,24.0
Annual,Number,Zurich (greater city),4.0,4.0,5.0,2.0,8.0,3.0,9.0,2.0,3.0,2.0,2.0,3.0,5.0,1.0,0.0
Annual,Number,Basel (greater city),6.0,3.0,1.0,4.0,3.0,4.0,4.0,0.0,0.0,2.0,1.0,3.0,1.0,3.0,0.0
Annual,Number,Lefkosia (greater city),2.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,1.0,0.0,3.0,4.0,3.0,7.0,2.0
Annual,Number,Berlin,77.0,92.0,98.0,187.0,151.0,123.0,112.0,225.0,114.0,89.0,72.0,66.0,51.0,77.0,62.0
Annual,Number,København (greater city),18.0,15.0,10.0,25.0,56.0,10.0,9.0,8.0,10.0,4.0,8.0,6.0,16.0,9.0,7.0
Annual,Number,Tallinn,85.0,89.0,84.0,49.0,38.0,58.0,40.0,39.0,35.0,39.0,42.0,34.0,40.0,29.0,35.0
Annual,Number,Athina (greater city),:,:,:,:,:,:,:,52.0,47.0,46.0,47.0,41.0,49.0,43.0,68.0
Annual,Number,Madrid (greater city),:,:,:,:,44.0,50.0,55.0,62.0,72.0,49.0,72.0,48.0,43.0,46.0,38.0
Annual,Number,Helsinki/Helsingfors,11.0,13.0,13.0,23.0,11.0,8.0,16.0,11.0,9.0,12.0,10.0,18.0,11.0,12.0,10.0
Annual,Number,Paris (greater city),80.0,88.0,102.0,63.0,46.0,50.0,43.0,36.0,49.0,31.0,55.0,21.0,34.0,29.0,33.0
Annual,Number,Zagreb,:,:,:,:,:,:,:,5.0,16.0,12.0,15.0,8.0,17.0,11.0,6.0
Annual,Number,Budapest (greater city),53.0,70.0,61.0,41.0,59.0,59.0,50.0,35.0,46.0,31.0,39.0,32.0,31.0,31.0,17.0
Annual,Number,Dublin (greater city),8.0,14.0,26.0,19.0,21.0,31.0,24.0,16.0,21.0,33.0,27.0,21.0,29.0,33.0,31.0
Annual,Number,Reykjavík,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,4.0,0.0,2.0,1.0,0.0,2.0
Annual,Number,Roma,34.0,28.0,30.0,33.0,35.0,33.0,29.0,36.0,47.0,34.0,29.0,31.0,37.0,30.0,36.0
Annual,Number,Vaduz,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Number,Vilnius,78.0,109.0,85.0,72.0,56.0,51.0,54.0,56.0,36.0,52.0,54.0,47.0,47.0,38.0,41.0
Annual,Number,Luxembourg (greater city),:,:,:,:,:,:,:,0.0,0.0,1.0,0.0,1.0,1.0,4.0,3.0
Annual,Number,Rīga,:,:,:,:,:,:,86.0,90.0,85.0,101.0,95.0,77.0,38.0,55.0,39.0
Annual,Number,Skopje,:,:,:,:,:,:,:,12.0,12.0,9.0,29.0,20.0,15.0,18.0,21.0
Annual,Number,Greater Valletta,:,:,:,:,:,:,:,:,:,:,:,0.0,0.0,0.0,0.0
Annual,Number,Alkmaar (greater city),50.0,61.0,64.0,27.0,32.0,27.0,19.0,29.0,23.0,19.0,27.0,19.0,24.0,4.0,27.0
Annual,Number,Oslo (greater city),13.0,3.0,9.0,8.0,12.0,8.0,8.0,5.0,11.0,13.0,11.0,8.0,9.0,9.0,8.0
Annual,Number,Warszawa,60.0,97.0,67.0,69.0,64.0,64.0,72.0,62.0,60.0,39.0,49.0,36.0,37.0,36.0,37.0
Annual,Number,Lisboa (greater city),30.0,41.0,29.0,44.0,22.0,18.0,10.0,16.0,20.0,11.0,11.0,10.0,15.0,16.0,14.0
Annual,Number,Bucuresti,69.0,63.0,56.0,64.0,48.0,47.0,37.0,27.0,31.0,33.0,25.0,24.0,27.0,25.0,22.0
Annual,Number,Belgrade,:,:,:,:,:,:,:,93.0,70.0,42.0,40.0,42.0,49.0,52.0,51.0
Annual,Number,Ljubljana,:,:,6.0,4.0,3.0,3.0,7.0,6.0,2.0,2.0,3.0,7.0,4.0,1.0,3.0
Annual,Number,Bratislava (greater city),21.0,15.0,15.0,9.0,27.0,14.0,18.0,15.0,17.0,20.0,17.0,18.0,11.0,15.0,16.0
Annual,Number,Ankara,29.0,29.0,123.0,115.0,123.0,132.0,98.0,123.0,152.0,153.0,158.0,177.0,196.0,200.0,192.0
Annual,Number,London,160.0,169.0,167.0,139.0,190.0,155.0,183.0,189.0,202.0,196.0,212.0,195.0,177.0,169.0,164.0
Annual,Number,Edinburgh,10.0,10.0,16.0,5.0,8.0,8.0,9.0,4.0,6.0,10.0,5.0,10.0,12.0,11.0,10.0
Annual,Number,Cardiff,:,:,:,:,:,:,:,6.0,4.0,2.0,4.0,6.0,5.0,5.0,3.0
Annual,Number,Belfast,42.0,34.0,9.0,20.0,16.0,18.0,11.0,21.0,15.0,16.0,4.0,8.0,15.0,9.0,6.0
