Time frequency,Stock or flow,"Standard International Trade Classification (SITC Rev. 4, 2006)",Geopolitical entity (partner),Unit of measure,Geopolitical entity (reporting)\Time,Décembre 2023,Janvier 2024,Février 2024,Mars 2024,Avril 2024,Mai 2024,Juin 2024,Juillet 2024,Août 2024,Septembre 2024,Octobre 2024,Novembre 2024
Monthly,Imports,Machinery and transport equipment,Rest of the world,Percentage change m/m-12 (NSA),Euro area – 20 countries (from 2023),-8.0,-10.9,-4.8,-10.1,1.3,-9.4,-9.9,0.6,-3.6,-0.7,-1.2,-4.3
Monthly,Imports,Machinery and transport equipment,Rest of the world,Percentage change m/m-12 (NSA),European Union - 27 countries (from 2020),-9.7,-14.2,-5.4,-10.7,0.0,-7.7,-7.5,2.6,-0.1,1.9,-0.4,-1.2
Monthly,Imports,Machinery and transport equipment,Rest of the world,Percentage change m/m-1 (SA),Euro area – 20 countries (from 2023),-0.3,-3.9,3.9,1.0,0.1,-0.1,-0.7,1.5,3.0,-2.7,-2.3,-0.3
Monthly,Imports,Machinery and transport equipment,Rest of the world,Percentage change m/m-1 (SA),European Union - 27 countries (from 2020),1.6,-6.3,4.6,2.6,0.8,1.4,-1.5,2.7,2.7,-3.5,-3.0,0.8
Monthly,Imports,Machinery and transport equipment,Rest of the world,Trade value in million euro (SA),Euro area – 20 countries (from 2023),77799.2,74746.3,77689.7,78446.0,78550.3,78499.4,77938.6,79109.3,81458.6,79289.4,77467.9,77252.1
Monthly,Imports,Machinery and transport equipment,Rest of the world,Trade value in million euro (SA),European Union - 27 countries (from 2020),65405.8,61274.0,64100.3,65752.1,66302.9,67221.1,66208.2,68019.0,69822.5,67409.4,65358.9,65877.9
