Time frequency,Unit of measure,Rail network Segment (2015),Train category\Time,2015.0
Annual,Number,Oslo - Kornsjo,Goods trains,500.0
Annual,Number,Oslo - Kornsjo,Passenger trains,36400.0
Annual,Number,Oslo - Skien,Goods trains,0.0
Annual,Number,Oslo - Skien,Passenger trains,67650.0
Annual,Number,Oslo - Charlottenberg,Goods trains,2950.0
Annual,Number,Oslo - Charlottenberg,Passenger trains,8600.0
Annual,Number,Oslo - Stavanger,Goods trains,1400.0
Annual,Number,Oslo - Stavanger,Passenger trains,20500.0
Annual,Number,Oslo - Bergen,Goods trains,2100.0
Annual,Number,Oslo - Bergen,Passenger trains,20350.0
Annual,Number,Oslo - Trondheim,Goods trains,2300.0
Annual,Number,Oslo - Trondheim,Passenger trains,88700.0
Annual,Number,Tronheim - Storlien,Goods trains,50.0
Annual,Number,Tronheim - Storlien,Passenger trains,700.0
Annual,Number,Tronheim - Bodo,Goods trains,650.0
Annual,Number,Tronheim - Bodo,Passenger trains,10200.0
Annual,Number,Narvik - Vaissijaure,Goods trains,3200.0
Annual,Number,Narvik - Vaissijaure,Passenger trains,1050.0
Annual,Number,Kornsjo - Oslo,Goods trains,500.0
Annual,Number,Kornsjo - Oslo,Passenger trains,36400.0
Annual,Number,Skien - Oslo,Goods trains,0.0
Annual,Number,Skien - Oslo,Passenger trains,67650.0
Annual,Number,Charlottenberg - Oslo,Goods trains,2950.0
Annual,Number,Charlottenberg - Oslo,Passenger trains,8600.0
Annual,Number,Stavanger - Oslo,Goods trains,1400.0
Annual,Number,Stavanger - Oslo,Passenger trains,20500.0
Annual,Number,Bergen - Oslo,Goods trains,2100.0
Annual,Number,Bergen - Oslo,Passenger trains,20350.0
Annual,Number,Trondheim - Oslo,Goods trains,2300.0
Annual,Number,Trondheim - Oslo,Passenger trains,88700.0
Annual,Number,Storlien - Tronheim,Goods trains,50.0
Annual,Number,Storlien - Tronheim,Passenger trains,700.0
Annual,Number,Bodo - Tronheim,Goods trains,650.0
Annual,Number,Bodo - Tronheim,Passenger trains,10200.0
Annual,Number,Vaissijaure - Narvik,Goods trains,3200.0
Annual,Number,Vaissijaure - Narvik,Passenger trains,1050.0
