Time frequency,Unit of measure,Maritime entity (reporting)\Time,Janvier-Mars 2005,Avril-Juin 2005,Jullet-Septembre 2005,Octobre-Décembre 2005,Janvier-Mars 2006,Avril-Juin 2006,Jullet-Septembre 2006,Octobre-Décembre 2006,Janvier-Mars 2007,Avril-Juin 2007,Jullet-Septembre 2007,Octobre-Décembre 2007,Janvier-Mars 2008,Avril-Juin 2008,Jullet-Septembre 2008,Octobre-Décembre 2008,Janvier-Mars 2009,Avril-Juin 2009,Jullet-Septembre 2009,Octobre-Décembre 2009,Janvier-Mars 2010,Avril-Juin 2010,Jullet-Septembre 2010,Octobre-Décembre 2010,Janvier-Mars 2011,Avril-Juin 2011,Jullet-Septembre 2011,Octobre-Décembre 2011,Janvier-Mars 2012,Avril-Juin 2012,Jullet-Septembre 2012,Octobre-Décembre 2012,Janvier-Mars 2013,Avril-Juin 2013,Jullet-Septembre 2013,Octobre-Décembre 2013,Janvier-Mars 2014,Avril-Juin 2014,Jullet-Septembre 2014,Octobre-Décembre 2014,Janvier-Mars 2015,Avril-Juin 2015,Jullet-Septembre 2015,Octobre-Décembre 2015,Janvier-Mars 2016,Avril-Juin 2016,Jullet-Septembre 2016,Octobre-Décembre 2016,Janvier-Mars 2017,Avril-Juin 2017,Jullet-Septembre 2017,Octobre-Décembre 2017,Janvier-Mars 2018,Avril-Juin 2018,Jullet-Septembre 2018,Octobre-Décembre 2018,Janvier-Mars 2019,Avril-Juin 2019,Jullet-Septembre 2019,Octobre-Décembre 2019,Janvier-Mars 2020,Avril-Juin 2020,Jullet-Septembre 2020,Octobre-Décembre 2020,Janvier-Mars 2021,Avril-Juin 2021,Jullet-Septembre 2021,Octobre-Décembre 2021,Janvier-Mars 2022,Avril-Juin 2022,Jullet-Septembre 2022,Octobre-Décembre 2022,Janvier-Mars 2023,Avril-Juin 2023,Jullet-Septembre 2023,Octobre-Décembre 2023,Janvier-Mars 2024
Quarterly,Growth rate on previous period (t/t-1),Antwerp-Bruges,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.9,-3.0,-1.3,0.2,4.2,-6.4,-2.0,-1.2
Quarterly,Growth rate on previous period (t/t-1),Zeebrugge,:,4.0,-3.3,0.6,4.8,4.1,-6.0,3.5,4.3,5.1,-0.8,-2.3,-4.3,4.9,-9.2,-7.8,-14.4,5.2,3.0,-18.6,6.1,11.0,-2.8,2.4,-0.9,0.1,-3.9,-0.7,-2.4,2.1,-1.2,-5.2,0.4,7.0,1.1,0.8,0.4,2.9,-1.8,0.1,-0.1,3.5,5.9,1.2,-3.2,2.5,-4.0,4.3,-2.7,5.5,-4.4,2.3,-0.5,2.5,-5.0,0.8,7.5,-7.9,-0.4,1.6,-4.5,-21.1,18.9,12.0,33.1,8.9,-4.8,2.5,:,:,:,:,:,:,:,:,:
Quarterly,Growth rate on previous period (t/t-1),Lübeck,:,0.7,-4.3,13.1,-2.4,5.6,-7.4,11.3,3.3,-6.0,-3.1,5.9,-2.8,5.8,-13.1,-7.4,-7.1,1.1,-1.8,7.2,-6.9,15.1,-11.2,0.0,7.1,2.6,-9.4,1.1,3.4,0.0,-4.8,-1.8,1.2,5.1,-6.8,2.0,3.5,0.5,-4.7,-0.5,-1.2,0.2,-6.3,-4.0,0.9,7.9,-11.7,0.5,8.0,4.9,-5.0,2.6,2.9,3.3,-11.2,4.0,4.7,1.6,-8.6,-0.2,-12.8,4.6,-4.7,0.0,34.0,5.0,-11.6,2.9,1.8,-1.1,-12.2,-0.4,6.3,-1.6,-9.8,2.2,7.8
Quarterly,Growth rate on previous period (t/t-1),Calais,:,11.3,11.8,1.9,4.7,-0.2,-2.6,-5.2,6.6,-1.2,-4.2,4.7,-6.3,4.5,-0.9,7.0,0.9,-2.9,0.5,-10.3,2.5,3.0,-2.3,-1.3,10.1,0.3,-1.8,-13.7,-5.0,2.5,-8.5,1.0,26.2,6.2,0.6,-3.5,-12.3,0.3,0.7,-1.2,26.6,-5.5,-8.5,4.6,0.5,4.6,-5.9,4.5,6.3,-4.3,-2.8,-1.3,-1.8,-0.9,-3.3,1.3,10.4,-16.5,1.2,-3.6,0.6,-12.9,6.2,13.7,-10.2,-2.4,0.6,103.6,-50.3,-11.8,-0.4,-3.2,13.9,4.4,-4.4,-0.2,-1.4
Quarterly,Growth rate on previous period (t/t-1),Dublin,:,2.2,-2.5,2.1,3.8,0.4,2.9,1.6,2.3,4.5,-0.6,-9.8,7.4,1.6,-4.8,-5.0,-7.5,5.0,1.8,6.0,2.0,5.6,-0.9,1.2,-2.8,3.5,-1.6,0.8,-1.7,-0.2,0.6,0.5,-2.8,8.8,1.2,-0.5,0.1,7.4,1.3,-0.2,-1.3,6.2,0.7,2.2,-1.3,7.4,-1.6,2.6,-1.1,3.8,0.5,1.1,-2.2,6.5,-2.5,1.1,3.5,-3.9,0.3,0.1,-3.0,-10.8,20.3,7.5,-32.2,21.6,-0.9,0.8,-1.2,3.5,-2.8,0.0,-3.0,4.1,-3.6,-3.2,1.7
Quarterly,Growth rate on previous period (t/t-1),Genova,:,34.0,-2.3,5.5,-1.2,3.5,-13.4,10.1,17.4,-11.4,-16.7,18.4,-38.0,48.0,-16.3,-29.9,10.1,-10.4,7.6,10.3,42.4,7.3,-11.5,-1.3,66.2,-21.1,-6.8,-32.2,42.1,0.4,9.3,-12.2,34.9,-25.1,-15.5,0.5,12.7,26.0,-0.5,-22.3,4.6,21.9,-15.2,-5.4,-8.0,24.6,-16.7,14.3,10.4,19.6,-7.9,-6.3,1.5,10.3,-0.8,-8.4,14.8,1.0,-10.4,2.6,-10.5,12.2,-0.5,-18.3,-1.9,14.8,21.1,-1.7,2.0,-7.5,17.3,-12.6,-0.7,-9.3,19.8,-12.9,-7.6
Quarterly,Growth rate on previous period (t/t-1),Livorno,:,10.0,-9.1,19.4,-11.2,-7.5,-10.6,11.8,102.2,-20.7,-4.2,13.0,-43.2,-11.9,20.3,-51.5,101.2,16.2,1.8,-18.9,-1.8,14.8,-15.3,61.7,-7.2,18.2,-18.6,-33.5,43.5,-20.2,-1.7,1.6,43.8,-13.3,-8.0,-17.0,46.1,8.6,-9.7,31.1,-19.7,14.7,-12.3,1.2,-43.7,238.3,-59.4,-18.3,20.4,14.9,6.9,0.9,-8.6,21.1,27.3,14.9,-4.1,-2.6,-0.5,4.3,4.6,-9.7,10.5,5.9,-11.5,70.0,-44.0,6.5,-1.0,23.9,-25.9,24.1,-13.8,10.8,-8.5,-13.1,-18.8
Quarterly,Growth rate on previous period (t/t-1),Messina,:,23.9,-16.5,24.8,3.1,5.9,8.1,48.9,35.3,2.1,-11.1,-2.2,13.8,-4.6,-10.6,-7.3,1.0,-9.5,-1.1,-63.3,120.8,578.8,-18.6,-23.7,-6.6,15.1,-9.5,-1.1,3.7,-5.8,8.3,-24.4,33.0,-2.0,-28.7,46.8,9.1,-19.3,-14.4,5.9,-2.2,-1.3,8.3,-11.3,-2.0,-3.0,-21.3,17.2,-4.4,18.8,-9.1,5.5,-10.6,2.5,0.0,0.9,23.1,-1.2,-18.7,0.1,-20.2,15.5,1.6,17.1,-9.3,12.6,-13.4,-2.6,22.3,-8.6,8.6,-9.9,68.8,6.9,-9.4,-2.3,-7.0
Quarterly,Growth rate on previous period (t/t-1),Olbia,:,9.7,-11.1,12.7,7.2,-0.4,-4.2,-8.5,114.2,-38.3,14.7,6.7,82.4,-22.5,22.2,-15.3,-41.8,27.7,62.1,-60.4,6.3,30.5,-12.6,140.1,-49.5,15.0,-1.4,-32.8,5.6,38.9,-32.2,-9.2,21.2,-0.7,-9.5,-22.3,-7.9,18.3,-0.1,-15.7,1.6,7.0,-5.4,-7.1,-21.3,241.2,-75.2,18.8,2.1,19.4,11.4,-1.8,-0.6,6.4,-3.6,11.2,2.6,25.9,-4.3,-15.0,8.0,17.1,4.3,-3.0,-6.1,22.0,51.2,-46.4,10.2,8.5,13.2,1.0,-3.8,11.3,-6.0,-18.2,-35.3
Quarterly,Growth rate on previous period (t/t-1),Rotterdam,:,-0.9,-2.7,-6.6,3.3,6.0,-0.1,-8.1,-13.1,12.8,1.2,-6.8,0.3,2.9,-7.1,-12.7,-5.3,3.4,4.7,-19.7,12.6,19.3,-15.1,17.6,-12.5,4.7,4.6,-9.7,42.1,4.0,2.2,-7.0,-12.4,4.8,-2.0,2.7,0.5,-4.3,17.7,-11.4,24.9,-11.8,10.4,-5.5,-1.7,7.5,-2.2,-4.2,0.3,0.3,2.1,2.5,-5.1,10.4,1.5,-6.7,11.2,-11.8,4.7,-7.5,77.6,-16.0,20.5,4.6,-11.4,14.7,-1.3,-1.4,-5.2,6.9,-5.1,-4.2,-1.8,0.4,-3.1,-7.6,3.9
Quarterly,Growth rate on previous period (t/t-1),Trelleborg,:,7.7,-10.8,8.6,1.0,6.7,-9.3,11.2,9.9,1.1,-10.0,7.9,1.7,6.2,-13.7,-8.6,-12.1,9.9,-5.3,5.9,-0.1,8.3,-11.4,7.8,2.8,0.8,-10.0,2.2,1.5,0.3,-10.0,5.9,-4.1,7.5,-9.1,5.6,5.1,3.1,-10.9,0.4,13.8,8.3,-13.6,5.6,-0.3,12.9,-17.4,7.4,3.7,4.7,-8.3,5.9,2.8,-3.2,-10.1,13.6,6.0,4.1,-16.1,5.3,8.8,-8.5,-0.6,14.3,14.2,1.8,-16.9,4.3,5.9,1.6,-11.6,1.8,8.4,-3.4,-14.5,3.7,4.3
Quarterly,Growth rate on previous period (t/t-1),Göteborg,:,4.2,1.6,6.7,5.7,-1.6,5.8,10.4,3.7,-0.7,-11.3,1.3,-2.3,10.0,-13.1,-3.2,-7.7,1.2,-1.6,4.9,0.9,14.8,-7.1,3.5,0.4,0.4,-16.4,1.8,-2.1,0.3,-12.1,5.0,-5.4,9.8,-6.5,5.3,1.5,2.6,-9.0,-1.9,3.0,-1.6,-6.5,23.5,-10.1,6.2,-12.6,15.2,9.1,-0.5,-4.0,0.8,-5.6,4.9,-14.0,5.3,1.9,-2.2,-9.4,3.6,5.7,-17.7,7.4,15.3,-0.4,5.4,-13.9,7.4,4.5,-0.9,-14.2,6.0,4.6,0.7,-12.8,8.7,6.4
Quarterly,Rolling 4-quarter growth rate,Antwerp-Bruges,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,-2.8,-3.4
Quarterly,Rolling 4-quarter growth rate,Zeebrugge,:,:,:,:,:,:,:,5.4,5.3,5.5,7.7,7.7,5.5,3.0,-2.7,-8.1,-13.4,-19.0,-20.1,-22.2,-18.2,-12.2,-10.2,0.0,3.9,3.9,5.3,0.0,-3.9,-4.8,-4.8,-5.2,-4.5,-3.1,-1.8,2.2,5.5,6.7,6.5,4.5,2.5,1.6,3.4,5.7,7.3,8.5,5.0,2.2,0.4,-0.4,1.1,1.3,2.0,1.2,0.4,-0.3,0.5,-0.7,-0.6,0.0,-4.3,-8.8,-10.9,-10.9,1.5,26.9,43.6,55.0,:,:,:,:,:,:,:,:,:
Quarterly,Rolling 4-quarter growth rate,Lübeck,:,:,:,:,:,:,:,8.0,9.5,6.5,5.8,4.1,-0.6,0.8,-1.6,-5.9,-9.6,-17.2,-19.5,-16.0,-11.4,-1.5,3.1,2.2,4.7,0.8,0.2,1.6,-1.4,-2.1,-2.1,-3.0,-3.7,-2.5,-3.0,-2.0,0.3,0.1,1.1,0.5,-1.9,-3.2,-5.3,-7.6,-8.4,-7.4,-7.4,-5.6,-2.5,-1.8,2.0,5.4,5.9,6.7,3.9,1.0,-0.4,-1.7,-0.7,-1.0,-5.8,-9.8,-13.2,-15.7,-4.0,8.9,18.6,30.0,19.2,7.7,0.2,-8.0,-9.3,-9.4,-8.7,-6.6,-5.1
Quarterly,Rolling 4-quarter growth rate,Calais,:,:,:,:,:,:,:,11.7,3.8,-1.2,-3.1,-1.0,-2.3,-2.1,-0.6,-0.9,3.8,5.2,6.2,2.0,-3.5,-5.6,-8.6,-5.4,-0.6,2.3,6.2,4.2,-3.3,-9.4,-16.7,-17.7,-9.0,1.3,16.9,27.3,18.4,7.4,-4.3,-12.9,-5.0,3.2,9.5,17.0,7.1,2.6,1.7,-0.6,4.2,4.1,4.0,2.5,-2.4,-4.1,-6.6,-7.2,-2.9,-3.6,-3.1,-4.4,-11.0,-12.1,-13.4,-9.8,-6.3,-1.4,1.5,21.7,23.4,19.3,16.5,-27.6,-28.2,-24.0,-20.4,8.3,8.8
Quarterly,Rolling 4-quarter growth rate,Dublin,:,:,:,:,:,:,:,6.9,7.4,9.4,9.0,5.6,3.9,0.4,-3.0,-2.3,-6.2,-8.8,-8.8,-7.4,-0.2,7.2,12.3,13.1,9.9,6.1,3.0,1.0,0.5,-0.4,-0.5,-0.7,-1.4,1.0,2.9,4.8,7.6,7.9,8.2,8.7,8.1,7.6,6.8,6.6,6.8,7.6,7.9,7.6,7.4,6.0,5.8,5.2,4.2,4.8,4.0,3.6,5.0,2.9,2.4,1.7,-2.0,-4.8,-4.0,-1.0,-4.7,0.1,-4.3,-12.1,-3.1,-4.1,-0.7,4.7,-0.3,-1.3,-2.0,-3.3,-3.0
Quarterly,Rolling 4-quarter growth rate,Genova,:,:,:,:,:,:,:,6.3,3.1,1.5,2.1,3.4,-13.6,-15.8,-16.9,-28.9,-19.0,-28.1,-32.4,-18.2,-6.6,26.0,49.6,52.8,54.2,37.0,30.7,18.9,-5.8,-11.5,-13.7,-4.7,13.2,15.7,6.6,-3.5,-18.6,-13.4,1.0,6.6,18.2,11.5,-2.5,-3.9,-6.6,-8.5,-6.6,-5.0,4.1,13.7,25.9,26.8,19.9,11.4,4.3,1.7,4.2,6.6,4.2,5.4,-2.8,-6.1,-4.4,-10.3,-8.6,-8.8,-6.5,5.7,17.1,23.1,22.0,12.5,2.6,-1.9,-5.6,-6.3,-7.9
Quarterly,Rolling 4-quarter growth rate,Livorno,:,:,:,:,:,:,:,-9.2,10.7,27.8,46.9,73.5,19.2,-7.1,-24.8,-50.6,-41.3,-26.7,-15.4,28.9,25.9,13.1,1.4,2.6,14.2,29.5,48.9,17.7,4.9,-17.1,-28.7,-18.0,-12.5,5.1,17.6,12.9,7.1,7.1,8.0,26.5,28.7,24.7,21.0,-1.1,-11.8,4.4,-1.9,-5.5,10.6,-31.8,-24.5,-9.3,-11.2,24.5,30.5,35.6,48.4,51.9,39.7,21.6,9.5,1.8,2.3,5.8,2.6,21.3,16.0,10.3,12.3,-13.9,-12.4,-7.5,-8.0,-1.6,0.9,-8.5,-14.7
Quarterly,Rolling 4-quarter growth rate,Messina,:,:,:,:,:,:,:,43.1,69.0,97.3,102.7,79.3,42.0,15.8,1.5,-4.7,-10.3,-15.2,-17.9,-30.6,-32.9,73.4,163.5,306.6,420.5,92.3,22.0,-5.1,-17.5,-10.4,-1.7,-5.6,-6.5,-1.6,-10.4,1.8,4.3,0.6,11.4,-2.4,-13.8,-15.1,-14.6,-11.4,-4.5,-3.2,-14.5,-15.8,-17.7,-14.8,-1.7,3.9,8.7,3.8,-1.6,-5.6,0.2,9.2,10.1,12.1,-5.3,-17.0,-18.3,-16.0,-1.9,11.5,14.3,7.3,6.0,-0.6,2.9,8.9,18.8,40.2,47.1,58.2,35.3
Quarterly,Rolling 4-quarter growth rate,Olbia,:,:,:,:,:,:,:,8.0,27.2,29.2,34.5,50.7,37.8,50.6,61.3,57.6,19.1,-0.9,-13.5,-31.6,-21.4,-18.7,-37.0,4.4,13.7,22.0,66.0,-9.6,-18.9,-22.9,-34.6,-16.7,-11.7,-18.6,-10.0,-11.2,-20.7,-19.5,-23.0,-21.9,-13.0,-8.5,-7.6,-6.7,-13.0,23.6,18.8,15.2,23.7,-41.8,-29.2,-20.9,-16.3,33.1,18.2,13.8,11.5,17.5,26.8,24.1,22.2,12.6,7.6,12.8,12.9,16.5,32.2,22.9,22.1,16.5,-10.3,-1.8,0.6,6.5,18.7,5.3,-10.2
Quarterly,Rolling 4-quarter growth rate,Rotterdam,:,:,:,:,:,:,:,-1.3,-3.3,-5.7,-8.5,-10.5,-5.5,-3.6,-3.9,-5.9,-12.4,-17.0,-17.1,-17.5,-13.1,-4.6,-3.9,8.0,9.6,3.6,9.1,-2.0,6.6,19.0,24.9,39.2,22.7,8.6,-4.0,-12.5,-8.2,-5.8,2.6,4.8,9.5,13.9,11.7,15.2,5.9,5.1,2.5,-0.9,1.9,-2.0,-1.8,-0.3,-0.6,3.3,6.0,4.4,8.4,4.0,0.6,-0.4,9.5,22.0,39.8,62.1,39.8,35.6,21.0,5.4,8.5,1.9,-0.7,-2.4,-4.8,-7.1,-7.9,-8.8,-9.3
Quarterly,Rolling 4-quarter growth rate,Trelleborg,:,:,:,:,:,:,:,6.1,9.4,11.5,12.6,12.3,7.4,5.6,3.2,-2.4,-9.1,-16.5,-20.4,-18.1,-10.0,-1.0,4.0,5.8,4.9,2.4,2.2,0.1,-2.9,-4.3,-5.8,-5.4,-6.0,-4.8,-3.5,-3.0,1.2,2.7,3.3,2.8,2.0,3.7,4.9,8.6,6.8,4.8,2.8,-0.1,1.2,-0.5,1.5,2.9,3.1,3.2,0.4,-0.5,-0.4,3.6,6.1,5.0,3.7,-2.7,-2.9,0.8,5.7,17.3,18.7,15.2,7.9,-1.3,-3.7,-4.6,-3.2,-2.8,-4.7,-5.6,-8.2
Quarterly,Rolling 4-quarter growth rate,Göteborg,:,:,:,:,:,:,:,17.8,17.9,19.7,15.2,7.6,-0.7,-6.0,-7.4,-7.9,-8.1,-12.9,-14.4,-13.1,-8.6,2.1,8.3,12.2,13.6,7.5,1.2,-5.1,-11.5,-15.0,-14.9,-13.8,-12.7,-9.5,-6.2,-3.3,2.3,4.1,3.5,1.1,-2.6,-5.7,-7.3,-1.6,0.4,5.6,8.2,2.7,6.4,6.3,10.1,12.6,5.6,2.0,-5.7,-9.4,-8.0,-9.4,-7.2,-6.2,-6.1,-8.2,-7.8,-4.4,-3.3,8.3,10.2,7.2,7.3,-0.5,-2.4,-3.2,-5.1,-5.1,-4.7,-3.3,-1.4
Quarterly,Growth rate on the same quarter in previous year,Antwerp-Bruges,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,-3.3,-0.1,-3.6,-4.3,-5.6
Quarterly,Growth rate on the same quarter in previous year,Zeebrugge,:,:,:,:,6.0,6.2,3.2,6.2,5.7,6.6,12.4,6.2,-2.6,-2.8,-11.0,-16.0,-24.9,-24.6,-14.5,-24.5,-6.4,-1.2,-6.8,17.3,9.6,-1.2,-2.3,-5.3,-6.7,-4.9,-2.3,-6.7,-4.0,0.6,3.0,9.5,9.4,5.2,2.2,1.5,1.0,1.5,9.5,10.8,7.3,6.3,-3.6,-0.6,-0.1,2.8,2.3,0.3,2.5,-0.3,-0.9,-2.3,5.6,-5.1,-0.5,0.2,-11.0,-23.8,-9.0,0.3,39.8,92.9,54.4,41.4,:,:,:,:,:,:,:,:,:
Quarterly,Growth rate on the same quarter in previous year,Lübeck,:,:,:,:,6.4,11.6,7.9,6.2,12.4,0.1,4.8,-0.3,-6.2,5.6,-5.4,-17.3,-21.0,-24.5,-14.7,-1.2,-1.0,12.8,2.0,-4.8,9.5,-2.5,-0.5,0.6,-2.8,-5.2,-0.5,-3.4,-5.4,-0.7,-2.7,1.1,3.4,-1.1,1.1,-1.3,-5.9,-6.2,-7.7,-11.0,-9.0,-2.0,-7.7,-3.4,3.3,0.5,8.1,10.4,5.2,3.6,-3.2,-1.9,-0.2,-1.7,1.1,-2.9,-19.2,-16.9,-13.3,-13.2,33.5,34.0,24.3,27.9,-2.8,-8.4,-9.0,-11.9,-8.0,-8.5,-6.0,-3.5,-2.2
