Time frequency,Sex,Unit of measure,Geopolitical entity (reporting)\Time,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Total,Percentage,Albania,:,:,:,:,:,0.44,0.42,0.43,0.39,0.37,:,:
Annual,Total,Percentage,Austria,0.56,0.58,0.61,0.61,0.59,0.61,0.59,0.6,0.6,0.61,0.57,0.56
Annual,Total,Percentage,Belgium,0.46,0.47,0.48,0.49,0.48,0.5,0.5,0.47 b,0.47,0.49,0.47,0.48
Annual,Total,Percentage,Bulgaria,0.43,0.43,0.48,0.42,0.47 b,0.38,0.41,0.37,0.35,0.37,0.38,0.46
Annual,Total,Percentage,Switzerland,0.42,0.42,0.44 b,0.45,0.48,0.5,0.51,0.52,0.52,0.49,0.47,0.48
Annual,Total,Percentage,Cyprus,0.45,0.45,0.42,0.44,0.45,0.42,0.43,0.42,0.41,0.45,0.44,0.42
Annual,Total,Percentage,Czechia,0.55,0.57,0.55,0.52,0.51,0.51,0.5,0.5,0.49,0.51,0.49,0.52
Annual,Total,Percentage,Germany,0.51,0.51,0.49,0.5,0.5,0.5,0.48,0.47,0.46 b,0.48,0.48,0.49
Annual,Total,Percentage,Denmark,0.43,0.46,0.47,0.47,0.47,0.49,0.5,0.5,0.47 b,0.44,0.47,0.47
Annual,Total,Percentage,Euro area – 20 countries (from 2023),0.56,0.58,0.58,0.59,0.59,0.6,0.6,0.59,0.58,0.6,0.59,0.6
Annual,Total,Percentage,Estonia,0.52,0.52,0.53 b,0.47,0.48,0.48,0.45,0.49,0.48,0.49,0.49,0.46
Annual,Total,Percentage,Greece,0.68,0.67,0.65,0.65,0.67,0.67,0.69,0.81,0.84,0.8,0.74,0.78
Annual,Total,Percentage,Spain,0.57,0.62,0.62,0.65,0.65,0.7,0.69,0.68,0.7,0.76,0.75,0.77
Annual,Total,Percentage,European Union - 27 countries (from 2020),0.56,0.58,0.58,0.59,0.59,0.6,0.59,0.57,0.57,0.58,0.58,0.58
Annual,Total,Percentage,Finland,0.52,0.51,0.54,0.54,0.53,0.54,0.54,0.53,0.53,0.53,0.53,0.52
Annual,Total,Percentage,France,0.66,0.69,0.69,0.68,0.67,0.67,0.66,0.65,0.61 b,0.59,0.60 b,0.59
Annual,Total,Percentage,Croatia,0.32,0.32,0.36,0.37,0.38,0.38,0.38,0.38,0.36,0.36,0.36,0.35 b
Annual,Total,Percentage,Hungary,0.59,0.6,0.63,0.64,0.69,0.68,0.62,0.57,0.53,0.55,0.53,0.51
Annual,Total,Percentage,Ireland,0.5,0.46,0.45,0.45,0.43,0.38,0.39,0.46 b,0.41 b,0.41,0.38,0.39
Annual,Total,Percentage,Iceland,0.53,0.52,0.51,0.56,0.54,0.52,0.62,0.6,:,:,:,:
Annual,Total,Percentage,Italy,0.58,0.62,0.65,0.67,0.68,0.69,0.72,0.72,0.71,0.74,0.74,0.75
Annual,Total,Percentage,Lithuania,0.48,0.5,0.46,0.46,0.46,0.45,0.43,0.45,0.36,0.35,0.35,0.36
Annual,Total,Percentage,Luxembourg,0.76,0.78,0.82,0.75,0.79 b,0.79,0.91,0.85,1.04 b,0.84 b,0.97 b,0.69
Annual,Total,Percentage,Latvia,0.5,0.48,0.45,0.43,0.43,0.45,0.42,0.41,0.44,0.46,0.45,0.5
Annual,Total,Percentage,Montenegro,:,0.41,0.4,0.41,0.42,0.42,0.46,0.43,0.45,0.39,0.38,:
Annual,Total,Percentage,North Macedonia,0.51,0.56,0.65,0.7,0.72,0.7,0.68,0.65,0.65,:,:,:
Annual,Total,Percentage,Malta,0.45,0.58,0.56,0.55,0.53,0.57,0.62,0.59,0.58,0.57,0.53,:
Annual,Total,Percentage,Netherlands,0.48,0.48,0.49,0.5,0.50 b,0.52,0.53,0.54,0.53,0.52,0.55,0.53
Annual,Total,Percentage,Norway,0.56,0.58,0.61,0.65,0.61,0.6,0.61,0.59,0.59,0.57 b,0.56,0.56 b
Annual,Total,Percentage,Poland,0.56,0.6,0.62,0.61,0.6,0.63,0.6,0.58,0.58,0.59,0.61,0.57
Annual,Total,Percentage,Portugal,0.62,0.64,0.66,0.64,0.65,0.7,0.68,0.69,0.67,0.67,0.68,0.61
Annual,Total,Percentage,Romania,0.67,0.68,0.67,0.65,0.66,0.64,0.53,0.41,0.42,0.43,0.52,0.48
Annual,Total,Percentage,Serbia,:,0.55,0.52,0.45,0.47,0.46,0.45,0.42,0.46,0.44,0.46,:
Annual,Total,Percentage,Sweden,0.56,0.57,0.61,0.58,0.58,0.59,0.59,0.58,0.58,0.59,0.57,0.59
Annual,Total,Percentage,Slovenia,0.47,0.45,0.45,0.48,0.49,0.47,0.46,0.44,0.42,0.45,0.44,0.44
Annual,Total,Percentage,Slovakia,0.58,0.62,0.62,0.63,0.61,0.62,0.61,0.53,0.54,0.58,0.62,0.62
Annual,Total,Percentage,Türkiye,1.44,1.43,1.3,1.27,1.12,1.13,1.07,1.13,1.03,1.06,1.01,0.8
Annual,Total,Percentage,United Kingdom,0.57 b,0.61,0.55,0.57,0.58,0.61 b,0.61,:,:,:,:,:
