Annual,Thousand tonnes,Total,France,1047.0,864.0,851.0,731.0,722.0,685.0,663.0,602.0,587.0,573.0,570.0,580.0,598.0,519 b,511.0,529.0,543.0,544.0,586.0,609.0,631.0,661.0,695.0,680.0,674.0,665.0,633.0,668.0,632.0,639.0,636.0,685.431,651.294,647.0
Annual,Thousand tonnes,Total,Croatia,165.0,:,1.0,1.0,1.0,1.0,1.0,1.0,1.0,995.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,9.0,10.0,10.0,10.0,9.0,11.0,18.0,21.0,28.0,26.0,21.0,16.0,14.0,14.0,15.0,14.0
Annual,Thousand tonnes,Total,Hungary,159.0,168.0,126.0,:,:,11.0,9.0,89.0,18.0,815.0,865.0,779.0,979.0,98 d,42.0,:,0.0,:,0.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Thousand tonnes,Total,Lithuania,:,32.0,32.0,32.0,32.0,35.0,35.0,35.0,3.0,29.0,3.0,29.0,92.0,101 d,99.0,99.0,102.0,103.0,131.0,153.0,14.0,102 d,131.0,11.4,12.0,11.5,11.5,6.4,5.3,6.0,6.9,7.5,6.5,5.8
Annual,Thousand tonnes,Total,Luxembourg,18.0,18.0,28.0,37.0,34.0,:,46323 d,46989.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Thousand tonnes,Total,Latvia,291.0,:,195.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Thousand tonnes,Total,Malta,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,:,:,:
Annual,Thousand tonnes,Total,Netherlands,4476.0,:,:,:,:,:,4397.0,6685.0,3902.0,4046.0,4090.0,4061.0,:,:,:,:,:,:,:,:,:,:,:,8992.0,8818.0,8784.0,8688.0,8728.0,8709.0,8601.0,8761.0,8800.0,8766.0,8734.0
Annual,Thousand tonnes,Total,Poland,1476.0,1446.0,1212.0,1098.0,905.0,81.0,78.0,72.0,72.0,53.0,49.0,459.0,434.0,455.0,455.0,50.0,56.0,646.0,68.0,65.0,553.0,46.0,5175.0,53.45,56.14,66.85,68.08,65.55,66.765,62.0,53.933,55.786,49.134,45.695
Annual,Thousand tonnes,Total,Romania,:,:,75.0,75.0,75.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,99.0,107.0,110.0,117.0,125.0,140.0,142.0,154.0,161.0,160.0,171.0,176.0,215.0,272.0
Annual,Thousand tonnes,Total,Serbia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,74.0,88.0,73.0,88.0,77.0,137.0,97.0,98.0,98.0
Annual,Thousand tonnes,Total,Slovakia,13847.0,13847.0,13847.0,14.0,14.0,15447.0,165.0,164.0,15.0,15.0,181.0,168.0,21.0,214.0,205.0,241.0,231.0,178.0,216.0,203.0,229.0,241.0,234.0,20.0,11.5,12.8,10.4,9.4,8.0,10.1,9.9,9.9,8.9,8.6
Annual,Thousand tonnes,Total,United Kingdom,:,:,:,:,86.0,73.0,73.0,73.0,73.0,73.0,73 d,73 d,50.0,50.0,50.0,50.0,50.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,:,:,:,:,:
Annual,Thousand tonnes,Total,Kosovo*,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,:,:,:,:,:
Annual,Thousand tonnes,From 1975 to 1999,Belgium,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,336.0,336.0,336.0,336.0
Annual,Thousand tonnes,From 1975 to 1999,Bulgaria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,6.8,10.0,9.4,9.4,12.8,12.4,12.3,9.6,9.6,12.1,13.8
Annual,Thousand tonnes,From 1975 to 1999,Czechia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,20.0,20.0,19.0,17.44,21.0,21.0,19.0,21.0,14.0,14.0,14.0
Annual,Thousand tonnes,From 1975 to 1999,Denmark,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,: m,:,:,:,:
Annual,Thousand tonnes,From 1975 to 1999,Greece,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,: m,:,:
Annual,Thousand tonnes,From 1975 to 1999,Finland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,5 e,7.0,7.0,7.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0
Annual,Thousand tonnes,From 1975 to 1999,France,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,80.0,92.0,105.0,98.0,101.0,109.0,113.0,110.0,109.803,119.998,121.0
Annual,Thousand tonnes,From 1975 to 1999,Croatia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0
Annual,Thousand tonnes,From 1975 to 1999,Lithuania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3.6
Annual,Thousand tonnes,From 1975 to 1999,Malta,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,:,:,:
Annual,Thousand tonnes,From 1975 to 1999,Poland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,: m,: m,: m,: m,: m,: m,:,:,:,:
Annual,Thousand tonnes,From 1975 to 1999,Romania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,145.0,33.0,33.0,36.0,39.0
Annual,Thousand tonnes,From 1975 to 1999,Serbia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,25.0,40.0,34.0,42.0,35.0,74.0,48.0,46.0,47.0
Annual,Thousand tonnes,From 1975 to 1999,Slovakia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.1,0.0,0.0,0.0,0.0,0.0,2.7,5.4,5.4,5.5,5.4
Annual,Thousand tonnes,From 1975 to 1999,Kosovo*,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,:,:,:,:,:
Annual,Thousand tonnes,2000 and after,Belgium,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,235.0,235.0,235.0,235.0
Annual,Thousand tonnes,2000 and after,Bulgaria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3.0
Annual,Thousand tonnes,2000 and after,Czechia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Thousand tonnes,2000 and after,Denmark,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,: m,:,:,:,:
Annual,Thousand tonnes,2000 and after,Estonia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.0,0.0,:,:,:,:,:,:,:,:,:,:,:
Annual,Thousand tonnes,2000 and after,Greece,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,: m,:,:
Annual,Thousand tonnes,2000 and after,Finland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Annual,Thousand tonnes,2000 and after,France,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,142.0,161.0,186.0,175.0,186.0,171.0,194.0,192.0,165.0,168.0,165.0,211.176,189.828,189.0
Annual,Thousand tonnes,2000 and after,Croatia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Thousand tonnes,2000 and after,Lithuania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2.0,2.0,2.0,28.0,2.2,2.2,2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Thousand tonnes,2000 and after,Malta,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,:,:,:
Annual,Thousand tonnes,2000 and after,Poland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,: m,: m,: m,: m,: m,: m,:,:,:,:
Annual,Thousand tonnes,2000 and after,Romania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,15.0,25.0,26.0,46.0,56.0
Annual,Thousand tonnes,2000 and after,Serbia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0
Annual,Thousand tonnes,2000 and after,Slovakia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.9,0.0,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Thousand tonnes,2000 and after,Kosovo*,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,:,:,:,:,:
Annual,Thousand tonnes,1974 and before,Belgium,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,82.0,82.0,82.0,82.0
Annual,Thousand tonnes,1974 and before,Bulgaria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,25.8,34.6,31.6,34.3,38.7,39.9,40.2,40.2,48.9,33.1,37.8
Annual,Thousand tonnes,1974 and before,Czechia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,14.0,13.0,13.0,13.86,13.0,19.0,15.0,18.0,18.0,15.0,13.0
Annual,Thousand tonnes,1974 and before,Denmark,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,: m,:,:,:,:
Annual,Thousand tonnes,1974 and before,Greece,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,: m,:,:
Annual,Thousand tonnes,1974 and before,Finland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,10 e,10.0,10.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
Annual,Thousand tonnes,1974 and before,France,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,425.0,396.0,389.0,341.0,375.0,358.0,358.0,361.0,364.452,341.468,338.0
Annual,Thousand tonnes,1974 and before,Croatia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,11.0,16.0,17.0,26.0,24.0,18.0,13.0,12.0,11.0,13.0,12.0
Annual,Thousand tonnes,1974 and before,Lithuania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2.2
Annual,Thousand tonnes,1974 and before,Malta,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,:,:,:
Annual,Thousand tonnes,1974 and before,Poland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,53.450 e,56.14,66.85,68.08,65.55,66.765,62.0,53.933,55.786,49.134,45.695
Annual,Thousand tonnes,1974 and before,Romania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,113.0,117.0,133.0,177.0
Annual,Thousand tonnes,1974 and before,Serbia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,47.0,46.0,37.0,44.0,40.0,59.0,47.0,50.0,49.0
Annual,Thousand tonnes,1974 and before,Slovakia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,18.0,11.5,12.8,10.4,9.4,8.0,7.4,4.5,4.5,3.4,3.2
Annual,Thousand tonnes,1974 and before,Kosovo*,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,:,:,:,:,:
