Time frequency,Unit of measure,Year of construction,Geopolitical entity (reporting)\Time,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Thousand tonnes,Total,Austria,45.0,41.0,41.0,38.0,27.0,28.0,37.0,32.0,32.0,40.0,37.0,40.0,34.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Thousand tonnes,Total,Belgium,1143.0,1087.0,1075.0,1082.0,:,1098.0,1070.0,1041.0,1032.0,1017.0,1214.0,1216.0,1239.0,1267.0,1298.0,1311.0,1357.0,1381.0,1387.0,1399.0,1420.0,1405.0,1374.0,1342.0,1331.0,:,:,:,:,:,653.0,653.0,653.0,653.0
Annual,Thousand tonnes,Total,Bulgaria,62.0,62.0,62.0,62.0,62.0,0.0,0.0,0.0,0.0,:,2.0,2.0,2.0,42.0,125.0,143.0,176.0,263.0,309.0,337.0,379.0,385.0,358.0,32.6,44.6,41.0,43.7,51.5,52.3,52.5,49.8,58.5,45.2,54.6
Annual,Thousand tonnes,Total,Switzerland,230.0,213.0,209.0,213.0,193.0,171.0,146.0,:,:,:,:,:,:,:,:,:,:,:,:,266.0,281.0,2883.0,2898.0,24.26,22.52,22.52,21.67,17.54,17.54,17.68,13.86,:,:,:
Annual,Thousand tonnes,Total,Czechia,:,:,:,64.0,70.0,6952.0,5173.0,6497.0,6797.0,664.0,61.0,625.0,667.0,6213.0,6639.0,5961.0,4988 d,464 d,44 d,49 d,44 d,44.0,40 d,34.0,33.0,32.0,31.29,34.0,40.0,33.0,39.0,32.0,29.0,27.0
Annual,Thousand tonnes,Total,Germany,2337.0,2218.0,3329.0,3328.0,3242.0,3091.0,3019.0,2952.0,2852.0,2753.0,1645.0,1618.0,1629.0,1648.0,1664.0,1719.0,1701.0,1775.0,:,1886.0,1926.0,1907.0,1858.0,1814.0,1802.0,1764.0,1784.0,1774.0,1796.0,1805.0,1821.0,1808.0,1798.0,1798 p
Annual,Thousand tonnes,Total,Denmark,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,: m,:,:,:,:
Annual,Thousand tonnes,Total,Estonia,4.0,:,4.0,4.0,:,53.0,53.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2.0,2 e,:,:,:,:,:,:,:,:,:,:,:
Annual,Thousand tonnes,Total,Greece,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,: m,:,:
Annual,Thousand tonnes,Total,Finland,5 d,5 d,5 d,5.0,5.0,13.0,13.0,14.0,14.0,14.0,14.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,15.0,15.0,16.0,16.0,18.0,18.0,16.0,16.0,18.0,16.0,16.0,16.0,16.0,16.0
