Time frequency,Unit of measure,Consolidated/Non consolidated,National accounts indicator (ESA 2010),Financial position,Sector,Geopolitical entity (reporting)\Time,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Percentage of gross domestic product (GDP),Non-consolidated,Loans,Liabilities,Non-financial corporations,Austria,66.0,67.6,69.3,70.8,73.7,79.5,82.0,81.4,82.1,78.1,78.5,76.5,81.1,83.1,82.0,83.0,81.3,79.7,83.9,80.3,80.3,80.1,81.3,82.8,83.3,87.5,90.2,85.0,81.5
Annual,Percentage of gross domestic product (GDP),Non-consolidated,Loans,Liabilities,Non-financial corporations,Belgium,65.1,66.8,72.9,78.8,90.8,101.5,109.2,106.2,112.1,113.4,110.1,109.8,118.7,137.8,141.6 b,130.1,136.3,138.7,138.0,136.0,137.8,156.1,143.7,137.7,137.6,142.3,132.8,123.2,117.1 p
Annual,Percentage of gross domestic product (GDP),Non-consolidated,Loans,Liabilities,Non-financial corporations,Bulgaria,30.3,50.5,10.0,10.5,17.2,24.3,27.2,31.6,40.0,52.3,64.8,82.3,107.1,118.9,118.7,114.7,107.9,108.0,108.6,109.7,92.5,86.4,81.5,80.7,76.0,73.1,65.7,56.2,54.8
Annual,Percentage of gross domestic product (GDP),Non-consolidated,Loans,Liabilities,Non-financial corporations,Cyprus,254.3,248.4,245.9,239.5,225.4,225.4,197.7,201.9,187.7,148.9,158.1,160.7,169.6,186.9,192.7,195.5,202.2,200.9,214.1,223.3,222.1,214.2,209.3,196.6,189.2,187.5,168.5,143.2,134.3 p
Annual,Percentage of gross domestic product (GDP),Non-consolidated,Loans,Liabilities,Non-financial corporations,Czechia,55.0,56.7,64.3,55.0,52.6,49.0,42.9,41.9,35.8,41.8,40.0,41.8,43.0,47.0,47.3,47.4,49.5,51.9,52.4,51.3,48.5,49.5,49.6,52.5,47.3,48.7,51.4,51.6,48.2
Annual,Percentage of gross domestic product (GDP),Non-consolidated,Loans,Liabilities,Non-financial corporations,Germany,55.4,57.9,60.1,63.3,64.1,74.8,77.1,79.5,79.0,71.9,74.1,77.4,77.0,79.3,80.4,78.1,77.8,76.9,79.5,74.4,75.1,76.5,76.8,78.9,80.3,86.1,85.7 p,87.5 p,86.0 p
Annual,Percentage of gross domestic product (GDP),Non-consolidated,Loans,Liabilities,Non-financial corporations,Denmark,58.6,60.4,63.4,60.4,67.8,74.7,85.2,77.9,79.6,83.6,96.2,110.4,117.5,124.9,132.4,123.7,131.4,131.5,121.1,126.3,130.1,132.1,128.7,132.2,144.0,131.2,119.7,127.5,122.6
Annual,Percentage of gross domestic product (GDP),Non-consolidated,Loans,Liabilities,Non-financial corporations,Estonia,30.2,32.8,40.3,54.4,57.0,61.6,67.4,69.1,74.6,78.3,74.0,84.4,85.9,92.9,97.6,90.9,82.1,79.3,79.2,80.8,77.1,74.9,70.9,70.7,71.1,76.5,71.4,71.7,71.2
Annual,Percentage of gross domestic product (GDP),Non-consolidated,Loans,Liabilities,Non-financial corporations,Greece,29.8,29.7,30.3,32.6,35.1,38.9,42.4,42.4,43.0,42.0,45.5,46.0,47.7,52.3,54.1,65.0,66.4,69.1,67.8,68.4,66.8,66.0,62.2,60.1,53.9,64.7,63.6,53.0 p,50.8 p
