Time frequency,National accounts indicator (ESA 2010),Unit of measure,Geopolitical entity (reporting)\Time,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0
Annual,Imports of goods and services,Percentage of gross domestic product (GDP),Albania,47.0,47.2,44.5,45.8,46.6,45.2,44.4 b,37.0,44.5,47.5,43.8 p,:
Annual,Imports of goods and services,Percentage of gross domestic product (GDP),Austria,51.1,50.6,49.7,48.9,51.2,52.7,52.3,48.3,55.1,62.4,57.3,:
Annual,Imports of goods and services,Percentage of gross domestic product (GDP),Bosnia and Herzegovina,54.2,56.6,53.2 b,52.3,56.3,56.4,54.5,47.9,53.9,61.9,55.7,:
Annual,Imports of goods and services,Percentage of gross domestic product (GDP),Belgium,78.7,79.2,77.2,79.4,83.5,84.8,82.5,77.8,87.8,96.7,84.8 p,:
Annual,Imports of goods and services,Percentage of gross domestic product (GDP),Bulgaria,65.1,65.7,63.0,58.9,62.6,63.1,60.8,53.9,59.3,68.9,57.8,:
Annual,Imports of goods and services,Percentage of gross domestic product (GDP),Switzerland,61.6,54.9,53.3,56.7,57.3,57.0,57.2,57.7,58.9,62.4 p,62.0 p,:
Annual,Imports of goods and services,Percentage of gross domestic product (GDP),Cyprus,59.6,64.9,67.3,68.5,74.2,73.1,74.7,81.0,86.1,99.0,95.8 p,:
Annual,Imports of goods and services,Percentage of gross domestic product (GDP),Czechia,69.9,75.1,74.0,70.4,70.1,69.5,66.0,61.0,66.8,71.6,64.0,:
Annual,Imports of goods and services,Percentage of gross domestic product (GDP),Germany,35.9,35.1,35.2,34.4,35.2,36.6,36.7,33.8,37.5 p,43.3 p,39.4 p,38.2 p
Annual,Imports of goods and services,Percentage of gross domestic product (GDP),Denmark,48.7,48.4,49.3,47.7,48.9,51.8,52.9,49.4,52.6,61.0,59.8,:
Annual,Imports of goods and services,Percentage of gross domestic product (GDP),Euro area - 19 countries  (2015-2022),39.4,39.6,40.5,40.1,41.8,43.0,43.8,40.9,44.4,51.8,47.0,:
Annual,Imports of goods and services,Percentage of gross domestic product (GDP),Euro area – 20 countries (from 2023),39.4,39.6,40.5,40.1,41.8,43.1,43.8,41.0,44.4,51.9,47.0,:
Annual,Imports of goods and services,Percentage of gross domestic product (GDP),Estonia,81.1,77.4,72.5,72.3,70.3,70.6,68.3,69.2,80.8,87.9,77.0,:
Annual,Imports of goods and services,Percentage of gross domestic product (GDP),Greece,32.6,33.9,33.1,32.5,36.1,40.6,41.0,38.8,47.8,58.7 p,48.4 p,:
Annual,Imports of goods and services,Percentage of gross domestic product (GDP),Spain,28.9,30.2,30.3,29.6,31.3,32.1,31.7,29.0,32.8,38.9 p,34.1 p,:
Annual,Imports of goods and services,Percentage of gross domestic product (GDP),European Union - 27 countries (from 2020),40.7,41.0,41.8,41.4,43.2,44.4,45.0,42.1,45.8,53.3,48.3,:
Annual,Imports of goods and services,Percentage of gross domestic product (GDP),Finland,39.2,37.8,36.2,36.4,37.8,40.0,39.9,36.0,39.9,48.3,42.5,:
Annual,Imports of goods and services,Percentage of gross domestic product (GDP),France,31.2,31.5,31.8,31.8,33.1,33.9,33.5,30.3,32.5,39.3 p,36.3 p,:
