Time frequency,Information society indicator,Unit of measure,Individual type,Geopolitical entity (reporting)\Time,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0
Annual,Frequency of internet access: once a week (including every day),Percentage of individuals,All individuals,Albania,:,:,:,:,:,61.67,67.56,71.45,78.89,82.49,83.1,:
Annual,Frequency of internet access: once a week (including every day),Percentage of individuals,All individuals,Austria,76.71,77.31,80.62,81.81,84.86,85.34,86.18,85.92,89.32,90.46,91.99,91.96
Annual,Frequency of internet access: once a week (including every day),Percentage of individuals,All individuals,Bosnia and Herzegovina,:,:,:,:,:,67.71,68.52,71.89,74.91,:,82.46,85.91
Annual,Frequency of internet access: once a week (including every day),Percentage of individuals,All individuals,Belgium,80.08,82.96,83.46,83.99,85.6,87.13,88.93,90.18,91.39,93.04,93.57,94.87
Annual,Frequency of internet access: once a week (including every day),Percentage of individuals,All individuals,Bulgaria,51.25,53.66,54.59,57.86,61.91,63.63,66.84,69.18,73.93,78.97,79.83,81.92
Annual,Frequency of internet access: once a week (including every day),Percentage of individuals,All individuals,Switzerland,:,86.49,:,:,91.23 b,:,95.06,:,96.41,:,98.2,:
Annual,Frequency of internet access: once a week (including every day),Percentage of individuals,All individuals,Cyprus,61.74,65.3,69.64,74.07,79.48,83.67,85.5,90.52,90.64,89.22,91.19,94.43
Annual,Frequency of internet access: once a week (including every day),Percentage of individuals,All individuals,Czechia,70.28,75.52,77.19,78.6,80.53,83.79 b,84.74,86.02,87.42,89.68,89.91,92.19
Annual,Frequency of internet access: once a week (including every day),Percentage of individuals,All individuals,Germany,79.82,82.31,84.46,86.6,87.48,90.46,91.23,92.8,89.26 b,89.88,90.98,92.12
Annual,Frequency of internet access: once a week (including every day),Percentage of individuals,All individuals,Denmark,90.81,91.76,93.21,94.34,95.32,95.23,95.46,96.7,97.26,96.44,97.47,98.64
Annual,Frequency of internet access: once a week (including every day),Percentage of individuals,All individuals,Estonia,76.86,81.77 b,85.82,84.96,86.48,87.37,88.43,87.95,89.76,90.13,92.29,91.39
Annual,Frequency of internet access: once a week (including every day),Percentage of individuals,All individuals,Greece,55.87,59.03,63.03,66.02,67.26,69.81,73.69,76.56,77.09,81.89,84.23,85.48
Annual,Frequency of internet access: once a week (including every day),Percentage of individuals,All individuals,Spain,65.91,71.22,74.74,76.45,80.01,82.51,87.71,91.25,91.79,92.94,94.48,94.98
Annual,Frequency of internet access: once a week (including every day),Percentage of individuals,All individuals,European Union - 27 countries (from 2020),69.69,72.48,74.68,77.21,79.17,81.57,83.9,85.84 e,87.18 b,88.55,90.27,91.67
Annual,Frequency of internet access: once a week (including every day),Percentage of individuals,All individuals,Finland,88.75,89.88,90.03,91.03,91.82,92.56,93.42,95.24,95.36,94.82,95.45,95.27
Annual,Frequency of internet access: once a week (including every day),Percentage of individuals,All individuals,France,78.02,80.0,80.99,81.84,82.82,85.3,86.52,:,89.33,89.87,92.17,92.6
Annual,Frequency of internet access: once a week (including every day),Percentage of individuals,All individuals,Croatia,63.38,65.33,65.75,70.72,64.66,72.69,77.12,77.55,80.32,80.65,82.46,82.56
Annual,Frequency of internet access: once a week (including every day),Percentage of individuals,All individuals,Hungary,70.71,74.07,71.59,78.07,75.63,74.99,79.91,83.89,87.43,88.13,90.63,93.02
Annual,Frequency of internet access: once a week (including every day),Percentage of individuals,All individuals,Ireland,74.85,76.31,77.58,79.24,78.83,79.87,88.27,89.31,97.97 b,91.63,93.17,98.57
Annual,Frequency of internet access: once a week (including every day),Percentage of individuals,All individuals,Iceland,95.22,96.82,:,:,97.73,98.59,98.4,98.83,98.83,:,:,:
Annual,Frequency of internet access: once a week (including every day),Percentage of individuals,All individuals,Italy,56.01,59.45,63.39,66.91,69.01,72.37,73.89,76.43,80.11,82.94,85.45,88.06
Annual,Frequency of internet access: once a week (including every day),Percentage of individuals,All individuals,Lithuania,65.28,68.89,69.01,71.83,75.17,78.1,80.69,82.05,85.58,86.8,87.59,88.7
Annual,Frequency of internet access: once a week (including every day),Percentage of individuals,All individuals,Luxembourg,92.84,93.29,96.75,96.58,96.4,92.40 b,92.59,96.37,97.31,95.23,96.87,96.18
Annual,Frequency of internet access: once a week (including every day),Percentage of individuals,All individuals,Latvia,71.24,71.75,74.92,77.01 b,78.47,81.17,83.72,86.88,89.79,90.26,91.5,92.32
Annual,Frequency of internet access: once a week (including every day),Percentage of individuals,All individuals,Montenegro,:,:,:,:,68.99,70.49,72.42,76.62,80.78,87.89,88.26,88.85
Annual,Frequency of internet access: once a week (including every day),Percentage of individuals,All individuals,North Macedonia,62.35,64.61,68.85,70.04,73.16,77.77,80.45,80.06,85.51,:,:,90.83
Annual,Frequency of internet access: once a week (including every day),Percentage of individuals,All individuals,Malta,66.51,70.66,75.02,76.71,79.84,80.46,85.1,86.43,86.81,91.03,91.51,92.75
Annual,Frequency of internet access: once a week (including every day),Percentage of individuals,All individuals,Netherlands,92.38,91.33,91.5,92.01,94.36,93.84,95.36,93.2,93.89,94.4,98.92,99.22
Annual,Frequency of internet access: once a week (including every day),Percentage of individuals,All individuals,Norway,92.96,94.71,95.53,96.06,96.45,96.5,97.73,96.26,98.17,98.28,98.79,98.73
Annual,Frequency of internet access: once a week (including every day),Percentage of individuals,All individuals,Poland,59.87,63.0,64.81,69.89,72.66,74.77,78.27,81.36,83.63,85.71,85.32,87.65
Annual,Frequency of internet access: once a week (including every day),Percentage of individuals,All individuals,Portugal,57.73,60.61,64.96,67.97,71.35,71.31,72.87,76.23,80.18,83.25,84.18,87.19
Annual,Frequency of internet access: once a week (including every day),Percentage of individuals,All individuals,Romania,45.38,47.70 b,51.79,56.33,60.78,68.3,71.56,76.19,81.82,84.05,88.05,90.44
Annual,Frequency of internet access: once a week (including every day),Percentage of individuals,All individuals,Serbia,:,:,62.05,:,68.09,72.3,75.88,77.99,80.15,83.33,85.15,87.31
