Time frequency,Unit of measure,Balance of payments item,Stock or flow,Geopolitical entity (partner),Geopolitical entity (reporting)\Time,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Percentage of world total,Goods,Credit,Rest of the world,Austria,1.0601,1.0325,1.0289,1.1245,1.1054,0.9825,1.0643,1.1167,1.143,1.1571,1.1055,1.0775,1.147,1.1001,1.0769,0.9742,0.9498,0.8834,0.8846,0.8986,0.8845,0.9237,0.9046,0.92,0.9197,0.9255,0.9087,0.8606,0.9236
Annual,Percentage of world total,Goods,Credit,Rest of the world,Belgium,:,:,:,:,:,2.3382,2.3825,2.2443,2.3166,2.2952,2.2051,2.0634,2.1122,2.0054,1.9736,1.8226,1.8065,1.6586,1.6854,1.667,1.5484,1.7091,1.7201,1.709,1.7253,1.7546,1.8327,1.754,1.686
Annual,Percentage of world total,Goods,Credit,Rest of the world,Bulgaria,:,:,:,0.0772,0.0704,0.0763,0.084,0.09,0.1015,0.1098,0.1137,0.1257,0.1231,0.1314,0.1217,0.1262,0.148,0.1394,0.1519,0.1499,0.1502,0.1624,0.1742,0.1712,0.1756,0.1812,0.1863,0.2044,0.2035
Annual,Percentage of world total,Goods,Credit,Rest of the world,Cyprus,:,:,:,:,:,:,:,:,:,0.0304,0.0307,0.0249,0.024,0.0215,0.0278,0.0239,0.0235,0.0215,0.0194,0.019,0.0197,0.0183,0.018,0.0228,0.0186,0.0197,0.0203,0.0218,0.0203
Annual,Percentage of world total,Goods,Credit,Rest of the world,Czechia,0.31,0.3092,0.2966,0.3459,0.319,0.3093,0.3737,0.4211,0.4725,0.6181,0.6914,0.7136,0.7813,0.8048,0.8248,0.7726,0.7696,0.7394,0.7385,0.7869,0.792,0.8317,0.8354,0.8418,0.8408,0.8388,0.7986,0.7614,0.8516
Annual,Percentage of world total,Goods,Credit,Rest of the world,Germany,9.0903,8.8376,8.5354,9.1869,8.7888,7.8971,8.4891,8.7157,9.0318,9.0258,8.4791,8.3791,8.8242,8.4188,8.2617,7.6417,7.4517,7.0457,7.0488,7.231,7.2661,7.4765,7.2671,7.1515,7.0792,7.0501,6.6347,6.0649,6.5591
Annual,Percentage of world total,Goods,Credit,Rest of the world,Denmark,:,:,:,:,:,:,:,:,:,:,0.7869,0.7537,0.743,0.7536,0.7744,0.6798,0.6634,0.6193,0.6334,0.6426,0.641,0.6604,0.6386,0.625,0.6464,0.6956,0.6458,0.6155,0.6941
Annual,Percentage of world total,Goods,Credit,Rest of the world,Estonia,0.0312,0.0321,0.0403,0.0478,0.0424,0.0299,0.0342,0.0377,0.0441,0.0483,0.0555,0.058,0.0686,0.0672,0.0604,0.0666,0.0806,0.0762,0.0785,0.0786,0.0733,0.079,0.0773,0.0777,0.0803,0.0882,0.0889,0.0891,0.0842
Annual,Percentage of world total,Goods,Credit,Rest of the world,Greece,:,:,:,:,:,:,:,0.1652,0.1776,0.1862,0.1818,0.1852,0.2069,0.2058,0.202,0.1799,0.1788,0.1873,0.1874,0.1864,0.17,0.173,0.1813,0.1998,0.1956,0.192,0.2129,0.2331,0.2339
