Time frequency,Unit of measure,National accounts indicator (ESA 2010),Geopolitical entity (reporting)\Time,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,"Percentage of EU27 (from 2020) total (based on million purchasing power standards), current prices",Nominal labour productivity per person,Austria,117.9,117.5,117.0,117.4,117.9,115.8,116.4,115.2,114.7,112.6,114.5,114.2 p
Annual,"Percentage of EU27 (from 2020) total (based on million purchasing power standards), current prices",Nominal labour productivity per person,Belgium,130.1,130.4,131.5,131.7,131.0,129.6,129.3,129.1,128.6,130.2,130.5 p,129.6 p
Annual,"Percentage of EU27 (from 2020) total (based on million purchasing power standards), current prices",Nominal labour productivity per person,Bulgaria,44.0,43.1,44.3,44.7,45.9,46.2,47.6,49.0,50.7,52.8,55.5,56.8 p
Annual,"Percentage of EU27 (from 2020) total (based on million purchasing power standards), current prices",Nominal labour productivity per person,Switzerland,129.8,129.6,130.0,130.3,127.6,124.9,125.1,123.1,125.6,:,:,:
Annual,"Percentage of EU27 (from 2020) total (based on million purchasing power standards), current prices",Nominal labour productivity per person,Cyprus,88.9,86.4,84.6,85.6,87.9,87.0,85.6,86.0,85.0,86.8,87.6 p,89.2 p
Annual,"Percentage of EU27 (from 2020) total (based on million purchasing power standards), current prices",Nominal labour productivity per person,Czechia,76.9,77.8,80.0,80.5,80.6,82.5,83.8,85.6,86.3,85.7,84.6,85.2 p
Annual,"Percentage of EU27 (from 2020) total (based on million purchasing power standards), current prices",Nominal labour productivity per person,Germany,105.1,104.5,106.5,105.3,106.1,106.3,105.8,103.9 p,105.0 p,103.4 p,102.0 p,101.6 p
Annual,"Percentage of EU27 (from 2020) total (based on million purchasing power standards), current prices",Nominal labour productivity per person,Denmark,114.7,115.7,115.8,115.0,115.1,117.2,116.6,114.2,119.8,121.1,121.1,113.3 p
Annual,"Percentage of EU27 (from 2020) total (based on million purchasing power standards), current prices",Nominal labour productivity per person,Euro area - 19 countries  (2015-2022),107.3,107.5,107.5,107.2,107.1,106.8,106.2,105.6,104.8,104.7,104.2,104.1 p
Annual,"Percentage of EU27 (from 2020) total (based on million purchasing power standards), current prices",Nominal labour productivity per person,Euro area – 20 countries (from 2023),107.0,107.2,107.1,106.8,106.8,106.5,105.9,105.2,104.5,104.4,103.9,103.8 p
Annual,"Percentage of EU27 (from 2020) total (based on million purchasing power standards), current prices",Nominal labour productivity per person,Estonia,73.4,73.5,75.1,71.9,73.3,74.5,77.2,78.3,81.8,84.0,80.7,77.5 p
Annual,"Percentage of EU27 (from 2020) total (based on million purchasing power standards), current prices",Nominal labour productivity per person,Greece,80.6,80.8,77.8,78.2,73.8,74.2,70.9,69.3,65.9,67.2 p,70.4 p,70.1 p
