Time frequency,Size classes in number of persons employed,Statistical classification of economic activities in the European Community (NACE Rev. 2),Information society indicator,Unit of measure,Geopolitical entity (reporting)\Time,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0
Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Austria,12.58,13.27,14.59,15.26,17.23,14.42,19.62,22.31,22.99,21.78,21.26,25.36
Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Bosnia and Herzegovina,:,:,:,:,:,21.54,20.74,19.15,20.1,23.51,22.94,23.92
Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Belgium,20.7,22.95,24.57,23.95,24.27,28.77,29.62,25.54,30.65,29.47,30.48,31.55
Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Bulgaria,4.76,5.58,5.84,5.39,7.26,5.7,7.41,8.31,10.48,11.46,13.31,12.92
Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Cyprus,7.29,10.46,10.6,12.67,11.71,12.15,12.66,14.77,17.08,20.12,20.93,21.43
Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Czechia,25.72,26.54,23.69,26.59,23.95,24.34,29.21,29.65,24.54,23.78,23.59,22.8
Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Germany,22.38,22.59,24.63,26.19,24.18,19.76,18.04,17.86,19.34,19.87,19.56,20.66
Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Denmark,27.14,26.37,26.04,27.72,28.53,31.51,33.51,38.4,38.33,35.58,36.46,38.58
Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Estonia,10.44,12.34,12.52,15.71,15.81,16.13,17.72,16.89,18.66,19.19,18.02,20.53
Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Greece,7.94,9.19,6.27,10.23,10.84,10.84,9.47,: u,19.26,17.0,18.37,22.07
Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Spain,12.51,16.65,16.53,19.12,20.03,18.71,19.09,24.73,25.82,29.5,30.17,29.14
Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,European Union - 27 countries (from 2020),13.79,14.52,16.2,17.59,17.46,16.76,17.19,18.1,18.93,19.75,19.71,20.75
Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Finland,15.82,15.19,15.6,18.23,20.58,20.62,23.2,19.12,23.54,27.71,24.51,29.26
Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,France,11.45,11.76,16.5,16.62,16.5,16.19,16.03,13.66,12.09,13.25 b,13.43,: u
Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Croatia,: u,: u,19.55,18.61,17.7,18.18,21.9,30.72,29.75,29.73,30.04,32.03
Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Hungary,9.98,10.27,10.55,12.18,12.96,12.58,13.03,13.96,18.58,20.94,22.43,21.86
Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Ireland,22.79,26.56,32.18,30.25,29.97,30.94,35.59,32.58,33.61,35.27,30.47,35.64
Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Iceland,24.14,22.96,:,:,:,:,:,15.33,:,:,:,:
Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Italy,4.95,5.34,6.74,7.63,8.21,10.01,9.98,11.58,13.13,13.4,13.48,15.13
Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Lithuania,19.71,18.19,17.76,18.61,22.05,21.52,24.22,27.83,31.95,31.97,31.1,35.19
Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Luxembourg,15.73,7.25 b,6.51,9.28,8.07,12.45,9.18,9.79,9.07,8.62,9.38,8.65
Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Latvia,7.49,7.1,8.59,8.35,10.8,10.67,11.29,11.8,14.61,15.87,17.43,16.95
Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Montenegro,:,:,:,:,14.0,9.6,12.14,: u,: u,: @C,: @C,: @C
Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,North Macedonia,4.07,5.18,1.89,2.96,:,:,:,3.65,5.62,2.96,:,:
Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Malta,10.74,16.06,16.08,18.41,15.51,20.96,23.35,24.45,26.68,29.98,31.75,32.03
