Time frequency,Unit of measure,Maritime entity (reporting)\Time,Janvier-Mars 2005,Avril-Juin 2005,Jullet-Septembre 2005,Octobre-Décembre 2005,Janvier-Mars 2006,Avril-Juin 2006,Jullet-Septembre 2006,Octobre-Décembre 2006,Janvier-Mars 2007,Avril-Juin 2007,Jullet-Septembre 2007,Octobre-Décembre 2007,Janvier-Mars 2008,Avril-Juin 2008,Jullet-Septembre 2008,Octobre-Décembre 2008,Janvier-Mars 2009,Avril-Juin 2009,Jullet-Septembre 2009,Octobre-Décembre 2009,Janvier-Mars 2010,Avril-Juin 2010,Jullet-Septembre 2010,Octobre-Décembre 2010,Janvier-Mars 2011,Avril-Juin 2011,Jullet-Septembre 2011,Octobre-Décembre 2011,Janvier-Mars 2012,Avril-Juin 2012,Jullet-Septembre 2012,Octobre-Décembre 2012,Janvier-Mars 2013,Avril-Juin 2013,Jullet-Septembre 2013,Octobre-Décembre 2013,Janvier-Mars 2014,Avril-Juin 2014,Jullet-Septembre 2014,Octobre-Décembre 2014,Janvier-Mars 2015,Avril-Juin 2015,Jullet-Septembre 2015,Octobre-Décembre 2015,Janvier-Mars 2016,Avril-Juin 2016,Jullet-Septembre 2016,Octobre-Décembre 2016,Janvier-Mars 2017,Avril-Juin 2017,Jullet-Septembre 2017,Octobre-Décembre 2017,Janvier-Mars 2018,Avril-Juin 2018,Jullet-Septembre 2018,Octobre-Décembre 2018,Janvier-Mars 2019,Avril-Juin 2019,Jullet-Septembre 2019,Octobre-Décembre 2019,Janvier-Mars 2020,Avril-Juin 2020,Jullet-Septembre 2020,Octobre-Décembre 2020,Janvier-Mars 2021,Avril-Juin 2021,Jullet-Septembre 2021,Octobre-Décembre 2021,Janvier-Mars 2022,Avril-Juin 2022,Jullet-Septembre 2022,Octobre-Décembre 2022,Janvier-Mars 2023,Avril-Juin 2023,Jullet-Septembre 2023,Octobre-Décembre 2023,Janvier-Mars 2024
Quarterly,Thousand tonnes,Marseille,22631.0,23470.0,23555.0,23651.0,24161.0,23219.0,23997.0,25135.0,20796.0,25338.0,23126.0,23301.0,23374.0,22526.0,24282.0,22341.0,20146.0,19533.0,19522.0,20645.0,20753.0,21927.0,20388.0,19359.0,21056.0,21763.0,20845.0,20796.0,20934.0,20071.0,20522.0,20319.0,19187.0,19532.0,19130.0,18399.0,17874.0,18369.0,19358.0,18826.0,19179.0,19158.0,19277.0,19866.0,19233.0,17763.0,20141.0,19289.0,18456.0,19016.0,18768.0,19377.0,19944.0,18327.0,18502.0,18900.0,19044.0,18168.0,19201.0,17638.0,17450.0,17278.0,18050.0,18812.0,17422.0,17982.0,17301.0,17384.0,18108.0,16081.0,17109.0,15692.0,14588.0,18005.0,17126.0,17542.0,15488.0
Quarterly,Thousand tonnes,Amsterdam,17143.0,17848.0,16943.0,17370.0,17791.0,22487.0,19408.0,18046.0,20413.0,22009.0,19876.0,21642.0,24449.0,26806.0,23629.0,22791.0,20493.0,22486.0,21121.0,21504.0,22246.0,21631.0,22024.0,23997.0,20211.0,23144.0,21783.0,23282.0,22263.0,23352.0,22972.0,23071.0,22684.0,24232.0,22562.0,22870.0,25070.0,25179.0,21913.0,24127.0,28030.0,25858.0,21915.0,22973.0,24282.0,23629.0,23037.0,25394.0,26403.0,24564.0,22947.0,24602.0,26136.0,23449.0,24176.0,25743.0,26380.0,27240.0,25525.0,24768.0,24270.0,23733.0,20167.0,22030.0,21526.0,23978.0,20755.0,21934.0,22528.0,26235.0,24181.0,22474.0,21522.0,21906.0,17892.0,19441.0,19298.0
Quarterly,Thousand tonnes,Rotterdam,84664.0,87907.0,86315.0,86934.0,84863.0,89578.0,88128.0,91007.0,87920.0,91577.0,97421.0,97234.0,97467.0,97862.0,98011.0,90870.0,85529.0,86139.0,87967.0,94236.0,99553.0,98164.0,99541.0,98498.0,99412.0,100432.0,105912.0,98691.0,103301.0,103718.0,101932.0,100834.0,101783.0,104303.0,104579.0,101190.0,103727.0,104993.0,104733.0,105159.0,108832.0,112281.0,107110.0,108719.0,108687.0,105101.0,108623.0,109534.0,111428.0,109525.0,106126.0,106214.0,111644.0,106654.0,110205.0,112970.0,115984.0,108939.0,107239.0,107469.0,104102.0,96891.0,94275.0,103267.0,106310.0,105348.0,108741.0,108538.0,103385.0,108968.0,108084.0,106809.0,102585.0,99345.0,99343.0,100323.0,99892.0
Quarterly,Thousand tonnes,Gdansk,5727.0,5375.0,6204.0,5172.0,5991.0,5756.0,5278.0,5009.0,5171.0,5595.0,4902.0,4276.0,3775.0,4697.0,4931.0,3670.0,3920.0,4674.0,5351.0,4813.0,5774.0,6927.0,6991.0,6728.0,7177.0,5996.0,4611.0,5728.0,4646.0,4707.0,7350.0,7676.0,6969.0,5741.0,7435.0,7190.0,7280.0,6473.0,6984.0,8034.0,7389.0,8065.0,8792.0,7439.0,7455.0,7853.0,8312.0,7946.0,7340.0,7920.0,7998.0,10683.0,11297.0,10825.0,9661.0,10655.0,10805.0,12985.0,10705.0,11027.0,9789.0,10118.0,10700.0,9968.0,11295.0,10154.0,10631.0,12940.0,13017.0,14260.0,16491.0,19385.0,20498.0,20277.0,19943.0,19063.0,17692.0
Quarterly,Sum of the last 4 quarters (in thousand tonnes),Antwerp-Bruges,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,254257.0,251635.0,247144.0,243557.0,242243.0,243598.0
Quarterly,Sum of the last 4 quarters (in thousand tonnes),Antwerpen,:,:,:,145817.0,146020.0,149074.0,149474.0,151705.0,156415.0,157145.0,161150.0,165512.0,166958.0,171833.0,173795.0,171237.0,162869.0,153545.0,146257.0,142116.0,146298.0,150605.0,155367.0,160016.0,165329.0,168828.0,169892.0,168547.0,167426.0,165076.0,163849.0,164547.0,164936.0,168037.0,169550.0,171984.0,173734.0,174632.0,177820.0,180401.0,182889.0,186144.0,187683.0,190107.0,192556.0,195447.0,198175.0,198691.0,199032.0,198959.0,199517.0,201202.0,204821.0,208052.0,210097.0,212010.0,210419.0,212602.0,213307.0,214030.0,215643.0,208218.0,206133.0,206319.0,206374.0,212224.0,214788.0,215852.0,:,:,:,:,:,:,:,:,:
Quarterly,Sum of the last 4 quarters (in thousand tonnes),Hamburg,:,:,:,108253.0,110729.0,113077.0,114803.0,115529.0,116425.0,117102.0,117673.0,118190.0,118427.0,119495.0,120461.0,118915.0,112533.0,105292.0,99288.0,94762.0,96326.0,98898.0,100485.0,104520.0,107014.0,109370.0,113062.0,114370.0,115556.0,116315.0,114242.0,113531.0,113898.0,115535.0,118346.0,120568.0,122723.0,124464.0,125805.0,126004.0,126196.0,124823.0,122003.0,120172.0,119400.0,119435.0,120526.0,120323.0,120876.0,120288.0,119477.0,118761.0,116116.0,115645.0,115464.0,117627.0,119422.0,119428.0,119776.0,117152.0,114851.0,110164.0,107823.0,109175.0,109183.0,110978.0,111749.0,111156.0,110363.0,109541.0,107521.0,103353.0,101183.0,101069.0,99393.0,99603.0,98778.0
Quarterly,Sum of the last 4 quarters (in thousand tonnes),Algeciras,:,:,:,55186.0,54912.0,56803.0,58014.0,60023.0,61084.0,61169.0,61286.0,62128.0,62964.0,63926.0,62840.0,61869.0,59304.0,55898.0,55995.0,55840.0,56899.0,57847.0,56828.0,58565.0,59779.0,61788.0,64814.0,68913.0,71575.0,73727.0,75845.0,72344.0,70579.0,71529.0,72093.0,67618.0,70269.0,71144.0,70122.0,75650.0,75637.0,75420.0,77524.0,79374.0,81064.0,82469.0,82778.0,83422.0,81951.0,81403.0,82435.0,83465.0,86263.0,88141.0,89294.0,88645.0,88766.0,89938.0,89427.0,89905.0,90206.0,88297.0,87683.0,88497.0,86126.0,85720.0,85049.0,83051.0,83341.0,82829.0,82104.0,81180.0,80406.0,79763.0,79031.0,79486.0,80853.0
Quarterly,Sum of the last 4 quarters (in thousand tonnes),HAROPA (Le Havre and Rouen),:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,39484.0,59988.0,79064.0,77330.0,75346.0,74839.0,75564.0,78085.0
Quarterly,Sum of the last 4 quarters (in thousand tonnes),Le Havre,:,:,:,70801.0,70264.0,70278.0,69076.0,69973.0,69848.0,71829.0,73363.0,73897.0,75328.0,74018.0,74709.0,75636.0,74830.0,75272.0,72215.0,69228.0,67821.0,67055.0,67967.0,65771.0,63574.0,62055.0,61252.0,63383.0,63063.0,62429.0,61528.0,59246.0,60405.0,62102.0,62851.0,64395.0,63552.0,61901.0,61687.0,61436.0,62158.0,63620.0,63851.0,62947.0,62396.0,60549.0,59803.0,60033.0,61741.0,63477.0,65042.0,66104.0,65200.0,64079.0,64640.0,64902.0,64905.0,65473.0,63492.0,60172.0,57040.0,51822.0,49292.0,49022.0,49730.0,53348.0,55010.0,57089.0,:,29778.0,15265.0,:,:,:,:,:,:
Quarterly,Sum of the last 4 quarters (in thousand tonnes),Marseille,:,:,:,93308.0,94838.0,94587.0,95028.0,96512.0,93147.0,95266.0,94395.0,92561.0,95138.0,92327.0,93483.0,92523.0,89295.0,86303.0,81542.0,79846.0,80453.0,82847.0,83713.0,82427.0,82730.0,82566.0,83023.0,84461.0,84339.0,82646.0,82323.0,81846.0,80098.0,79559.0,78168.0,76248.0,74934.0,73771.0,73999.0,74426.0,75731.0,76520.0,76440.0,77479.0,77534.0,76140.0,77004.0,76427.0,75650.0,76903.0,75529.0,75617.0,77105.0,76415.0,76150.0,75672.0,74772.0,74614.0,75312.0,74051.0,72457.0,71568.0,70417.0,71590.0,71562.0,72266.0,71517.0,70089.0,70776.0,68875.0,68683.0,66991.0,63471.0,65395.0,65411.0,67261.0,68161.0
Quarterly,Sum of the last 4 quarters (in thousand tonnes),Amsterdam,:,:,:,69304.0,69953.0,74591.0,77055.0,77731.0,80353.0,79875.0,80343.0,83939.0,87976.0,92773.0,96527.0,97675.0,93719.0,89399.0,86891.0,85604.0,87357.0,86502.0,87405.0,89898.0,87863.0,89376.0,89136.0,88421.0,90473.0,90682.0,91870.0,91659.0,92079.0,92959.0,92549.0,92348.0,94734.0,95681.0,95032.0,96289.0,99249.0,99928.0,99930.0,98776.0,95028.0,92800.0,93922.0,96343.0,98464.0,99399.0,99309.0,98517.0,98249.0,97134.0,98362.0,99503.0,99747.0,103538.0,104887.0,103913.0,101803.0,98296.0,92938.0,90200.0,87456.0,87701.0,88289.0,88193.0,89196.0,91453.0,94879.0,95419.0,94413.0,90083.0,83794.0,80760.0,78536.0
Quarterly,Sum of the last 4 quarters (in thousand tonnes),Rotterdam,:,:,:,345819.0,346019.0,347690.0,349503.0,353576.0,356633.0,358632.0,367925.0,374152.0,383698.0,389983.0,390574.0,384210.0,372272.0,360549.0,350505.0,353871.0,367895.0,379920.0,391494.0,395756.0,395614.0,397883.0,404254.0,404447.0,408337.0,411623.0,407643.0,409785.0,408267.0,408852.0,411499.0,411855.0,413799.0,414488.0,414642.0,418611.0,423717.0,431005.0,433382.0,436942.0,436797.0,429617.0,431130.0,431944.0,434685.0,439109.0,436612.0,433293.0,433509.0,430638.0,434716.0,441473.0,445813.0,448098.0,445132.0,439631.0,427749.0,415701.0,402737.0,398535.0,400742.0,409199.0,423666.0,428937.0,426012.0,429632.0,428975.0,427245.0,426445.0,416823.0,408082.0,401596.0,398903.0
Quarterly,Sum of the last 4 quarters (in thousand tonnes),Gdansk,:,:,:,22478.0,22742.0,23123.0,22196.0,22034.0,21213.0,21053.0,20677.0,19944.0,18548.0,17650.0,17678.0,17072.0,17218.0,17194.0,17615.0,18758.0,20612.0,22866.0,24506.0,26421.0,27824.0,26893.0,24513.0,23513.0,20981.0,19693.0,22432.0,24379.0,26703.0,27737.0,27822.0,27335.0,27646.0,28378.0,27927.0,28771.0,28880.0,30472.0,32280.0,31685.0,31752.0,31539.0,31060.0,31566.0,31451.0,31518.0,31203.0,33940.0,37898.0,40802.0,42465.0,42438.0,41946.0,44106.0,45150.0,45522.0,44506.0,41638.0,41633.0,40575.0,42081.0,42117.0,42048.0,45020.0,46742.0,50849.0,56708.0,63153.0,70634.0,76651.0,80104.0,79782.0,76975.0
