Time frequency,Activity and employment status,Age class,Unit of measure,Geopolitical entity (reporting)\Time,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Employed persons working part-time,From 20 to 64 years,Percentage of total employment,Austria,:,:,:,:,36.8,36.7,37.4,38.1,37.4,38.1,38.4,37.7,37.7,38.0,38.7,38.2,39.3,39.7,38.6
Annual,Employed persons working part-time,From 20 to 64 years,Percentage of total employment,Bosnia and Herzegovina,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.7,0.0,0.1
Annual,Employed persons working part-time,From 20 to 64 years,Percentage of total employment,Belgium,:,:,:,:,32.2,32.5,32.9,33.3,32.6,31.6,31.0,31.4,29.9 b,29.8,29.5,28.4,29.3,27.5,27.4
Annual,Employed persons working part-time,From 20 to 64 years,Percentage of total employment,Bulgaria,:,:,:,:,0.4,0.2 b,0.1 b,0.2,0.6,0.3,0.3,0.2,0.1,0.1,0.1 b,0.2,0.5,0.3,0.2
Annual,Employed persons working part-time,From 20 to 64 years,Percentage of total employment,Switzerland,:,:,:,:,:,49.9 b,48.5,49.3,48.8,47.8,47.0,46.7,46.0,46.0,46.2,45.3,45.0,43.4,42.6
Annual,Employed persons working part-time,From 20 to 64 years,Percentage of total employment,Cyprus,:,:,:,:,7.5,6.6,6.0,6.5,7.1,6.3,5.4,4.3,6.6,6.8,8.2,6.5,4.4,4.5,5.1
Annual,Employed persons working part-time,From 20 to 64 years,Percentage of total employment,Czechia,:,:,:,:,6.5,6.9,6.6 b,6.4,7.6,7.0,7.1,7.6,8.5,8.3,7.7,7.7,7.1,7.4,8.2
Annual,Employed persons working part-time,From 20 to 64 years,Percentage of total employment,Germany,:,:,:,:,42.9,43.4 b,43.0 b,42.7,44.0,43.5,43.7,43.5,43.0,42.9,42.9,38.2 b,37.2,36.6,36.9
Annual,Employed persons working part-time,From 20 to 64 years,Percentage of total employment,Denmark,:,:,:,:,23.0,24.3,23.0,21.1,20.7,19.5,18.8,20.7 b,19.5 b,19.5,18.3,18.0,18.2,18.5,19.0 b
Annual,Employed persons working part-time,From 20 to 64 years,Percentage of total employment,Euro area – 20 countries (from 2023),:,:,:,:,27.7,28.0,27.9,28.1,28.5,28.2,28.0,27.8,27.5,27.3,27.2,25.4,24.8,24.3,24.2
Annual,Employed persons working part-time,From 20 to 64 years,Percentage of total employment,Estonia,:,:,:,:,6.2,7.0,8.4,7.9,6.7,5.1,7.3,6.2,7.0,7.6,8.0,8.1,9.0,9.8,8.8
Annual,Employed persons working part-time,From 20 to 64 years,Percentage of total employment,Greece,:,:,:,:,7.8,7.3,6.4,7.7,7.8,7.2,7.0,7.4,8.2,7.8,8.3,8.0,7.4,7.3,7.8
Annual,Employed persons working part-time,From 20 to 64 years,Percentage of total employment,Spain,:,:,:,:,17.6,17.5,17.0,17.4,17.5,17.8,17.3,16.5,17.0,17.2,16.9,16.3,16.0 d,15.2 d,14.6 d
Annual,Employed persons working part-time,From 20 to 64 years,Percentage of total employment,European Union - 27 countries (from 2020),:,:,:,:,23.2,23.5,23.4,23.5,23.9,23.5,23.3,23.1,22.9,22.8,22.6,21.2,20.6,20.2,20.2
Annual,Employed persons working part-time,From 20 to 64 years,Percentage of total employment,Finland,:,:,:,:,10.2,10.3,10.0,10.5,10.7,10.2,9.2,10.4,10.8,10.9,11.3,9.7,11.3,10.8,10.2
Annual,Employed persons working part-time,From 20 to 64 years,Percentage of total employment,France,25.9,25.9,26.1,25.2,25.2,24.9,24.6,24.8,25.0,24.6,23.9,23.5,23.2,22.4,21.6,20.5,19.9 d,18.4 d,18.1 d
Annual,Employed persons working part-time,From 20 to 64 years,Percentage of total employment,Croatia,:,:,:,:,3.8,4.3,3.6,2.2 b,1.7,2.8,2.6,2.7,2.1,3.1,3.6,3.1,2.5,2.5,1.5
Annual,Employed persons working part-time,From 20 to 64 years,Percentage of total employment,Hungary,:,:,:,:,2.9,3.5,3.6,4.4,4.1,3.7,3.2,3.2,3.2,3.4 b,3.9,3.9,4.1,3.3,3.5
Annual,Employed persons working part-time,From 20 to 64 years,Percentage of total employment,Ireland,:,:,:,:,22.6,22.5,22.0,20.8,20.9,20.0,20.4,19.7,19.7,19.4,20.4,18.5,18.4 b,19.1,19.1
Annual,Employed persons working part-time,From 20 to 64 years,Percentage of total employment,Iceland,:,:,:,:,23.7,23.2,21.4,19.4,20.1,23.8,23.5,24.3,23.9,22.4,23.5,22.2 b,23.3,21.9,20.5
Annual,Employed persons working part-time,From 20 to 64 years,Percentage of total employment,Italy,:,:,:,:,22.7,23.3,23.2,23.6,23.7,23.7,23.7,23.9,23.6,23.8 b,24.1,23.3,23.1,24.0,24.0
Annual,Employed persons working part-time,From 20 to 64 years,Percentage of total employment,Lithuania,:,:,:,:,2.5,2.5,3.2,3.7,3.9,4.3,4.3,3.4,3.7,3.6,3.2,2.7,3.3,3.4,3.6
Annual,Employed persons working part-time,From 20 to 64 years,Percentage of total employment,Luxembourg,:,:,:,:,30.5,32.5,31.6,31.4,31.0,30.9,28.1 b,28.7,29.4,26.1,24.8,24.1,23.8,24.0,21.8
Annual,Employed persons working part-time,From 20 to 64 years,Percentage of total employment,Latvia,:,:,:,:,2.1,2.6,2.5,3.5,3.1,3.4,4.5,3.8,4.6,4.1,4.5,3.8,4.5,4.7,4.3
Annual,Employed persons working part-time,From 20 to 64 years,Percentage of total employment,Montenegro,:,:,:,:,:,:,0.3,0.6,-1.3,-0.7,0.9,-0.7,-0.2,-1.1,-0.2,-0.9,:,:,:
Annual,Employed persons working part-time,From 20 to 64 years,Percentage of total employment,North Macedonia,:,:,:,:,2.4,2.4,1.3,1.3,0.6,-1.3,0.2,0.9,0.5,0.1,0.3,0.9,:,:,:
Annual,Employed persons working part-time,From 20 to 64 years,Percentage of total employment,Malta,:,:,:,:,18.7,19.1,20.1,19.7,19.6,21.1,20.0,19.7,18.0,15.5,15.1,15.5,12.6,13.8,12.2
Annual,Employed persons working part-time,From 20 to 64 years,Percentage of total employment,Netherlands,:,:,:,:,48.7,49.3,49.7,49.7,48.4,47.8,47.8,47.7,46.6,46.1,45.6,45.0,44.1,42.3,41.8
Annual,Employed persons working part-time,From 20 to 64 years,Percentage of total employment,Norway,:,:,:,:,27.3,27.2,27.3,25.7,25.6,23.7,22.4,22.0,20.5,21.6,21.4,19.9,19.6,18.5,17.2
Annual,Employed persons working part-time,From 20 to 64 years,Percentage of total employment,Poland,:,:,:,:,6.0,6.0 b,5.9,6.2,6.0,6.1,5.9,6.0,6.3,5.9,5.7 b,5.6,4.4,4.5,5.1
Annual,Employed persons working part-time,From 20 to 64 years,Percentage of total employment,Portugal,:,:,:,:,6.3,6.2,6.4,5.9,5.9,5.5,5.8,5.7,5.8,5.0,5.7,5.3,4.5,4.5,5.4
Annual,Employed persons working part-time,From 20 to 64 years,Percentage of total employment,Romania,:,:,:,:,-0.5,-1.2,-0.5,-0.8,-0.8,-0.6,-1.0,-0.8,-1.0,-0.7,-0.8,-0.8,-1.1,-0.9,-0.7
Annual,Employed persons working part-time,From 20 to 64 years,Percentage of total employment,Serbia,:,:,:,:,:,:,1.1,1.0,1.2,1.1,1.0,1.5,1.6,1.3,1.3,1.7,1.5,1.6,1.3
Annual,Employed persons working part-time,From 20 to 64 years,Percentage of total employment,Sweden,:,:,:,28.7,27.6,27.4,26.9,25.7,24.7,24.2,22.9,22.3,21.0,20.0,18.6,17.5,17.2,15.9,15.0
Annual,Employed persons working part-time,From 20 to 64 years,Percentage of total employment,Slovenia,:,:,:,:,4.7,6.3,5.5,6.3,6.6,7.3,7.0,7.6,8.1,8.9,8.0,7.3,6.4,6.5,6.7
Annual,Employed persons working part-time,From 20 to 64 years,Percentage of total employment,Slovakia,:,:,:,:,1.5,2.0,2.2 b,2.0,2.1,2.2,3.0,2.9,3.0,2.8,2.6,2.9,2.8,2.3,3.2
Annual,Employed persons working part-time,From 20 to 64 years,Percentage of total employment,Türkiye,:,:,:,:,17.4,17.3,18.1,17.7,17.8,15.6 b,14.0,12.6,12.7,12.2,10.4,10.5,9.6 b,9.5,9.0
