Time frequency,Energy consumption,product,unit,geo\TIME_PERIOD,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Consumption from 2 000 MWh to 19 999 MWh - band ID,6000.0,PC,BA,14.2909,14.7092,17.8611,19.0456,18.327,17.8452,21.6657
Annual,Consumption from 2 000 MWh to 19 999 MWh - band ID,6000.0,PC,BE,17.0859,18.5904,20.5168,20.9179,23.2869,19.2709,18.1982
Annual,Consumption from 2 000 MWh to 19 999 MWh - band ID,6000.0,PC,BG,21.1,21.6241,22.7445,23.9047,24.1909,21.7339,22.4068
Annual,Consumption from 2 000 MWh to 19 999 MWh - band ID,6000.0,PC,CY,:,18.2339,20.2716,18.4592,19.6341,19.6222,16.4485
Annual,Consumption from 2 000 MWh to 19 999 MWh - band ID,6000.0,PC,CZ,: @C,: @C,: @C,: @C,: @C,: @C,: @C
Annual,Consumption from 2 000 MWh to 19 999 MWh - band ID,6000.0,PC,DE,:,: u,22.3,23.48,22.8,24.97,23.4
Annual,Consumption from 2 000 MWh to 19 999 MWh - band ID,6000.0,PC,DK,23.0,21.0,20.0,20.0,22.0,23.0,21.0
Annual,Consumption from 2 000 MWh to 19 999 MWh - band ID,6000.0,PC,EA,:,: u,:,:,:,:,:
Annual,Consumption from 2 000 MWh to 19 999 MWh - band ID,6000.0,PC,EE,32.7477,34.7503,34.4041,34.439,34.4444,37.1081,26.3355
Annual,Consumption from 2 000 MWh to 19 999 MWh - band ID,6000.0,PC,EL,37.89,17.25,20.6,20.9854,20.73,20.08,19.0818
Annual,Consumption from 2 000 MWh to 19 999 MWh - band ID,6000.0,PC,ES,:,:,27.1414,27.8895,24.0,25.2,25.2224
Annual,Consumption from 2 000 MWh to 19 999 MWh - band ID,6000.0,PC,EU27_2020,: @C,: @C,: @C,: @C,: @C,: @C,: @C
Annual,Consumption from 2 000 MWh to 19 999 MWh - band ID,6000.0,PC,FI,24.81,18.55,17.0,17.0,18.1568,18.88,19.0
Annual,Consumption from 2 000 MWh to 19 999 MWh - band ID,6000.0,PC,FR,21.1769,20.1019,19.4018,20.2713,19.704,19.5725,19.1053
Annual,Consumption from 2 000 MWh to 19 999 MWh - band ID,6000.0,PC,GE,:,22.7,25.5,29.5,27.6,23.4,20.2
Annual,Consumption from 2 000 MWh to 19 999 MWh - band ID,6000.0,PC,HR,28.81,27.3,27.57,26.6027,26.8482,28.2744,27.6312
Annual,Consumption from 2 000 MWh to 19 999 MWh - band ID,6000.0,PC,HU,26.7044,27.8656,25.3719,26.414,26.567,25.8553,26.4275
Annual,Consumption from 2 000 MWh to 19 999 MWh - band ID,6000.0,PC,IE,24.0648,24.8929,24.8977,24.3082,22.3759,21.3375,21.3233
Annual,Consumption from 2 000 MWh to 19 999 MWh - band ID,6000.0,PC,IS,:,0.0,45.1635 e,49.0000 e,44.0000 e,42.1900 e,43.7000 e
Annual,Consumption from 2 000 MWh to 19 999 MWh - band ID,6000.0,PC,IT,:,23.3133,24.7744,25.853,25.354,24.71,23.4571
Annual,Consumption from 2 000 MWh to 19 999 MWh - band ID,6000.0,PC,LT,42.9146,45.4238,39.4704,51.6929,54.5651,53.0869,53.5524
Annual,Consumption from 2 000 MWh to 19 999 MWh - band ID,6000.0,PC,LU,19.01,15.55,15.47,16.77,16.2,15.9,17.0
Annual,Consumption from 2 000 MWh to 19 999 MWh - band ID,6000.0,PC,LV,32.86,37.84,37.19,30.51,30.96,31.72,31.21
Annual,Consumption from 2 000 MWh to 19 999 MWh - band ID,6000.0,PC,MD,29.5165,28.8887,25.1771,32.5598,32.2352,31.2719,28.1551
Annual,Consumption from 2 000 MWh to 19 999 MWh - band ID,6000.0,PC,ME,:,:,:,:,: @C,19.3783,23.8288
Annual,Consumption from 2 000 MWh to 19 999 MWh - band ID,6000.0,PC,MK,:,19.7698,23.9403,21.889,26.3122,14.419,14.419
Annual,Consumption from 2 000 MWh to 19 999 MWh - band ID,6000.0,PC,MT,25.3712,24.5428,27.249,24.6585,24.6157,26.1079,27.1711
Annual,Consumption from 2 000 MWh to 19 999 MWh - band ID,6000.0,PC,NL,24.0,25.0,23.0,22.0,23.0,25.0,25.0
Annual,Consumption from 2 000 MWh to 19 999 MWh - band ID,6000.0,PC,NO,16.52,16.5182,12.528,14.0863,15.6178,14.2264,11.7893
Annual,Consumption from 2 000 MWh to 19 999 MWh - band ID,6000.0,PC,PL,28.579,30.1417,30.5554,32.5034,30.8545,30.7777,31.8971
Annual,Consumption from 2 000 MWh to 19 999 MWh - band ID,6000.0,PC,PT,20.3336,21.18,20.1,23.131,22.249,23.236,22.949
Annual,Consumption from 2 000 MWh to 19 999 MWh - band ID,6000.0,PC,RO,23.4741,22.266,22.2596,22.857,22.0847,21.5853,22.9867
Annual,Consumption from 2 000 MWh to 19 999 MWh - band ID,6000.0,PC,RS,27.3195,26.9883,28.6107,28.1527,23.7025,23.1419,23.3803
Annual,Consumption from 2 000 MWh to 19 999 MWh - band ID,6000.0,PC,SE,15.7,15.7,15.7,15.56,15.56,15.56,16.2772
Annual,Consumption from 2 000 MWh to 19 999 MWh - band ID,6000.0,PC,SI,23.2,22.8,23.6087,24.4,24.9971,25.641,26.4965
Annual,Consumption from 2 000 MWh to 19 999 MWh - band ID,6000.0,PC,SK,29.4,28.1,29.2,28.1,27.1,28.4,28.6
Annual,Consumption from 2 000 MWh to 19 999 MWh - band ID,6000.0,PC,TR,21.2174,27.351,25.647,23.5699,22.2133,23.9688,24.3665
Annual,Consumption from 2 000 MWh to 19 999 MWh - band ID,6000.0,PC,UA,25.0000 e,19.9941,20.8183,17.9324,:,:,:
Annual,Consumption from 2 000 MWh to 19 999 MWh - band ID,6000.0,PC,XK,25.5615,30.6894,19.7799,20.9081,22.5453,36.1876,32.473
Annual,Consumption from 20 000 MWh to 69 999 MWh - band IE,6000.0,PC,AL,:,:,:,1.2500 e,1.2500 e,0.0,1.2500 e
Annual,Consumption from 20 000 MWh to 69 999 MWh - band IE,6000.0,PC,AT,15.3,14.1,14.3,15.8,15.5,15.3,15.6
Annual,Consumption from 20 000 MWh to 69 999 MWh - band IE,6000.0,PC,BA,7.9726,8.3276,9.1552,11.5253,9.7973,10.9227,9.6255
Annual,Consumption from 20 000 MWh to 69 999 MWh - band IE,6000.0,PC,BE,: @C,: @C,: @C,: @C,: @C,11.8368,10.545
Annual,Consumption from 20 000 MWh to 69 999 MWh - band IE,6000.0,PC,BG,14.5,15.1819,13.5266,10.6742,13.2044,12.7225,14.0519
Annual,Consumption from 20 000 MWh to 69 999 MWh - band IE,6000.0,PC,CY,:,11.2972,9.086,6.2097,7.3859,8.3182,9.828
Annual,Consumption from 20 000 MWh to 69 999 MWh - band IE,6000.0,PC,CZ,: @C,: @C,: @C,: @C,: @C,: @C,: @C
Annual,Consumption from 20 000 MWh to 69 999 MWh - band IE,6000.0,PC,DE,:,: u,14.8,13.78,15.5,14.74,15.2
Annual,Consumption from 20 000 MWh to 69 999 MWh - band IE,6000.0,PC,DK,16.0,15.0,13.0,16.0,15.0,15.0,13.0
Annual,Consumption from 20 000 MWh to 69 999 MWh - band IE,6000.0,PC,EA,: @C,: @C,: @C,: @C,: @C,:,:
Annual,Consumption from 20 000 MWh to 69 999 MWh - band IE,6000.0,PC,EE,11.2974,17.8087,13.4018,14.9101,16.0425,16.9465,12.7719
Annual,Consumption from 20 000 MWh to 69 999 MWh - band IE,6000.0,PC,EL,8.16,9.68,8.6,8.4413,9.4,6.33,6.1224
Annual,Consumption from 20 000 MWh to 69 999 MWh - band IE,6000.0,PC,ES,:,:,10.3925,11.7583,11.1,11.8,12.8666
Annual,Consumption from 20 000 MWh to 69 999 MWh - band IE,6000.0,PC,EU27_2020,: @C,: @C,: @C,: @C,: @C,: @C,: @C
Annual,Consumption from 20 000 MWh to 69 999 MWh - band IE,6000.0,PC,FI,14.15,8.42,11.0,10.0,9.9979,10.01,10.599
Annual,Consumption from 20 000 MWh to 69 999 MWh - band IE,6000.0,PC,FR,10.1738,9.5219,9.0162,9.3366,9.0327,8.1637,8.7682
Annual,Consumption from 20 000 MWh to 69 999 MWh - band IE,6000.0,PC,GE,:,8.8,12.6,7.6,1.8,1.9,3.1
Annual,Consumption from 20 000 MWh to 69 999 MWh - band IE,6000.0,PC,HR,8.37,9.06,8.38,11.061,9.4017,8.707,8.3812
Annual,Consumption from 20 000 MWh to 69 999 MWh - band IE,6000.0,PC,HU,15.3253,15.522,18.0243,16.6819,18.5576,14.1413,14.4119
Annual,Consumption from 20 000 MWh to 69 999 MWh - band IE,6000.0,PC,IE,8.6046,8.239,8.3937,9.313,8.1162,8.6599,7.7847
Annual,Consumption from 20 000 MWh to 69 999 MWh - band IE,6000.0,PC,IS,:,0.0,: @C,:,17.2000 e,15.0400 e,8.7500 e
Annual,Consumption from 20 000 MWh to 69 999 MWh - band IE,6000.0,PC,IT,:,7.3176,7.6287,7.859,7.881,6.94,7.0992
Annual,Consumption from 20 000 MWh to 69 999 MWh - band IE,6000.0,PC,LT,15.9109,11.5285,11.8289,11.2907,9.7073,10.0859,11.7461
Annual,Consumption from 20 000 MWh to 69 999 MWh - band IE,6000.0,PC,LU,15.1,14.4,15.38,15.1,13.16,11.0,10.7
Annual,Consumption from 20 000 MWh to 69 999 MWh - band IE,6000.0,PC,LV,9.63,15.08,19.27,7.65,7.35,5.83,5.33
Annual,Consumption from 20 000 MWh to 69 999 MWh - band IE,6000.0,PC,MD,:,:,1.3959,4.0645,9.1468,9.4162,12.7576
Annual,Consumption from 20 000 MWh to 69 999 MWh - band IE,6000.0,PC,ME,:,:,:,:,:,6.3096,3.8961
Annual,Consumption from 20 000 MWh to 69 999 MWh - band IE,6000.0,PC,MK,:,7.8722,10.6656,8.4033,15.1849,10.9387,10.9387
Annual,Consumption from 20 000 MWh to 69 999 MWh - band IE,6000.0,PC,MT,9.6879,10.1987,13.2783,14.6189,15.8772,14.2902,13.0573
Annual,Consumption from 20 000 MWh to 69 999 MWh - band IE,6000.0,PC,NL,16.0,12.0,17.0,20.0,15.0,15.0,16.0
Annual,Consumption from 20 000 MWh to 69 999 MWh - band IE,6000.0,PC,NO,8.98,8.9763,5.9966,6.3955,7.2725,5.7778,5.5874
Annual,Consumption from 20 000 MWh to 69 999 MWh - band IE,6000.0,PC,PL,10.8458,11.8638,11.537,11.2249,11.9166,12.274,13.5523
Annual,Consumption from 20 000 MWh to 69 999 MWh - band IE,6000.0,PC,PT,7.4085,8.876,8.0,10.405,9.824,8.962,8.66
Annual,Consumption from 20 000 MWh to 69 999 MWh - band IE,6000.0,PC,RO,12.891,13.2501,13.1577,12.7759,12.1184,12.9999,13.403
Annual,Consumption from 20 000 MWh to 69 999 MWh - band IE,6000.0,PC,RS,13.339,12.1413,13.1795,13.555,11.1545,10.8192,10.9729
Annual,Consumption from 20 000 MWh to 69 999 MWh - band IE,6000.0,PC,SE,10.7,10.7,10.7,11.77,11.77,11.77,12.0863
Annual,Consumption from 20 000 MWh to 69 999 MWh - band IE,6000.0,PC,SI,12.1,12.2,12.3452,12.7,13.5466,13.2389,15.8945
Annual,Consumption from 20 000 MWh to 69 999 MWh - band IE,6000.0,PC,SK,13.4,14.5,13.7,13.3,13.5,11.6,13.4
Annual,Consumption from 20 000 MWh to 69 999 MWh - band IE,6000.0,PC,TR,18.1464,20.334,13.9825,16.8023,15.8053,15.2382,16.8366
Annual,Consumption from 20 000 MWh to 69 999 MWh - band IE,6000.0,PC,UA,10.0000 e,9.8192,9.0196,7.3927,:,:,:
Annual,Consumption from 20 000 MWh to 69 999 MWh - band IE,6000.0,PC,XK,: @C,: @C,: @C,: @C,: @C,: @C,: @C
Annual,Consumption from 500 MWh to 1 999 MWh - band IC,6000.0,PC,AL,:,:,:,0.0000 e,0.0000 e,1.5000 e,0.0000 e
Annual,Consumption from 500 MWh to 1 999 MWh - band IC,6000.0,PC,AT,8.7,11.1,9.1,9.5,8.9,8.6,8.9
Annual,Consumption from 500 MWh to 1 999 MWh - band IC,6000.0,PC,BA,14.057,14.1954,15.6344,18.3876,17.3575,18.0774,20.9058
Annual,Consumption from 500 MWh to 1 999 MWh - band IC,6000.0,PC,BE,9.0277,9.6971,11.6648,11.2431,11.9368,10.4419,10.4849
Annual,Consumption from 500 MWh to 1 999 MWh - band IC,6000.0,PC,BG,12.0,12.7446,14.2212,11.6471,13.3504,13.2485,12.9109
Annual,Consumption from 500 MWh to 1 999 MWh - band IC,6000.0,PC,CY,:,17.6857,17.948,17.9239,17.8717,17.6781,17.1081
Annual,Consumption from 500 MWh to 1 999 MWh - band IC,6000.0,PC,CZ,: @C,: @C,: @C,: @C,: @C,: @C,: @C
Annual,Consumption from 500 MWh to 1 999 MWh - band IC,6000.0,PC,DE,:,: u,11.0,11.73,10.7,11.25,10.9
Annual,Consumption from 500 MWh to 1 999 MWh - band IC,6000.0,PC,DK,11.0,11.0,12.0,12.0,13.0,14.0,11.0
Annual,Consumption from 500 MWh to 1 999 MWh - band IC,6000.0,PC,EA,:,: u,:,:,:,:,:
Annual,Consumption from 500 MWh to 1 999 MWh - band IC,6000.0,PC,EE,16.05,16.8426,12.7887,13.336,13.056,13.5801,20.363
Annual,Consumption from 500 MWh to 1 999 MWh - band IC,6000.0,PC,EL,13.83,7.09,8.5,8.5816,8.84,10.88,10.4218
Annual,Consumption from 500 MWh to 1 999 MWh - band IC,6000.0,PC,ES,:,:,15.463,14.6874,12.5,13.2,13.732
Annual,Consumption from 500 MWh to 1 999 MWh - band IC,6000.0,PC,EU27_2020,: @C,: @C,: @C,: @C,: @C,: @C,: @C
Annual,Consumption from 500 MWh to 1 999 MWh - band IC,6000.0,PC,FI,19.43,11.8,10.0,11.0,10.1732,11.57,11.729
Annual,Consumption from 500 MWh to 1 999 MWh - band IC,6000.0,PC,FR,11.8377,11.5163,11.4977,11.227,11.4586,11.4764,11.7842
Annual,Consumption from 500 MWh to 1 999 MWh - band IC,6000.0,PC,GE,:,24.4,18.6,20.6,22.0,21.7,23.7
Annual,Consumption from 500 MWh to 1 999 MWh - band IC,6000.0,PC,HR,17.1,17.61,17.44,17.2447,16.9954,17.733,18.1725
Annual,Consumption from 500 MWh to 1 999 MWh - band IC,6000.0,PC,HU,12.963,12.0903,11.8904,11.9182,12.3468,12.0661,12.2361
Annual,Consumption from 500 MWh to 1 999 MWh - band IC,6000.0,PC,IE,13.7681,13.7077,13.4174,12.5772,11.3873,10.2427,10.1917
Annual,Consumption from 500 MWh to 1 999 MWh - band IC,6000.0,PC,IS,:,53.9800 e,20.8122 e,24.0000 e,22.9000 e,22.4800 e,25.9500 e
Annual,Consumption from 500 MWh to 1 999 MWh - band IC,6000.0,PC,IT,:,14.6921,14.7178,14.548,14.291,14.45,14.5351
Annual,Consumption from 500 MWh to 1 999 MWh - band IC,6000.0,PC,LT,14.7435,15.5068,24.1682,14.223,12.727,10.4276,12.0478
Annual,Consumption from 500 MWh to 1 999 MWh - band IC,6000.0,PC,LU,12.07,10.71,10.89,10.83,10.73,12.3,11.8
Annual,Consumption from 500 MWh to 1 999 MWh - band IC,6000.0,PC,LV,20.06,19.29,18.0,21.47,21.79,22.22,22.09
Annual,Consumption from 500 MWh to 1 999 MWh - band IC,6000.0,PC,MD,28.5267,31.4042,31.0284,23.8331,20.5007,25.0356,25.101
Annual,Consumption from 500 MWh to 1 999 MWh - band IC,6000.0,PC,ME,:,:,:,:,5.1037,17.44,18.8691
Annual,Consumption from 500 MWh to 1 999 MWh - band IC,6000.0,PC,MK,:,11.0326,12.5722,13.1407,13.9999,16.9047,16.9047
Annual,Consumption from 500 MWh to 1 999 MWh - band IC,6000.0,PC,MT,16.1703,16.6609,15.8184,17.0622,16.8614,16.6291,16.8763
Annual,Consumption from 500 MWh to 1 999 MWh - band IC,6000.0,PC,NL,14.0,13.0,9.0,10.0,11.0,14.0,13.0
Annual,Consumption from 500 MWh to 1 999 MWh - band IC,6000.0,PC,NO,17.18,17.1761,11.0986,7.5832,8.3364,9.3307,9.4475
Annual,Consumption from 500 MWh to 1 999 MWh - band IC,6000.0,PC,PL,12.7985,13.158,13.3665,12.9357,13.1917,13.1154,13.9225
Annual,Consumption from 500 MWh to 1 999 MWh - band IC,6000.0,PC,PT,15.1808,12.793,13.2,14.129,12.922,14.887,14.954
Annual,Consumption from 500 MWh to 1 999 MWh - band IC,6000.0,PC,RO,9.6794,9.7808,10.4354,9.5819,9.7017,9.4138,10.3862
Annual,Consumption from 500 MWh to 1 999 MWh - band IC,6000.0,PC,RS,11.4502,14.2948,13.4162,14.7541,13.5004,12.2214,12.0193
Annual,Consumption from 500 MWh to 1 999 MWh - band IC,6000.0,PC,SE,11.6,11.6,11.6,10.93,10.93,10.93,11.455
Annual,Consumption from 500 MWh to 1 999 MWh - band IC,6000.0,PC,SI,11.4,11.8,11.8987,12.2,12.6143,13.0618,13.7455
Annual,Consumption from 500 MWh to 1 999 MWh - band IC,6000.0,PC,SK,12.5,12.9,13.5,14.1,13.2,13.8,12.8
Annual,Consumption from 500 MWh to 1 999 MWh - band IC,6000.0,PC,TR,8.5704,10.3031,11.3889,10.2198,8.9862,9.733,9.2526
Annual,Consumption from 500 MWh to 1 999 MWh - band IC,6000.0,PC,UA,:,11.4832,13.1318,13.5247,:,:,:
Annual,Consumption from 500 MWh to 1 999 MWh - band IC,6000.0,PC,XK,11.7847,14.3803,16.467,17.3897,18.7717,32.9876,26.201
Annual,Consumption from 70 000 MWh to 149 999 MWh - band IF,6000.0,PC,AL,:,:,:,0.0000 e,0.0000 e,0.0,0.0000 e
Annual,Consumption from 70 000 MWh to 149 999 MWh - band IF,6000.0,PC,AT,11.1,8.9,11.6,11.0,11.1,10.3,8.8
Annual,Consumption from 70 000 MWh to 149 999 MWh - band IF,6000.0,PC,BA,1.7042,1.8121,2.0026,3.4342,3.2228,2.3294,2.8458
Annual,Consumption from 70 000 MWh to 149 999 MWh - band IF,6000.0,PC,BE,: @C,: @C,: @C,: @C,: @C,7.4121,7.2556
Annual,Consumption from 70 000 MWh to 149 999 MWh - band IF,6000.0,PC,BG,7.4,11.6253,7.4859,11.8862,6.4354,6.8863,6.0053
Annual,Consumption from 70 000 MWh to 149 999 MWh - band IF,6000.0,PC,CY,:,4.9221,4.8913,0.0,5.7131,0.0,0.0
Annual,Consumption from 70 000 MWh to 149 999 MWh - band IF,6000.0,PC,CZ,: @C,: @C,: @C,: @C,: @C,: @C,: @C
Annual,Consumption from 70 000 MWh to 149 999 MWh - band IF,6000.0,PC,DE,:,: u,5.9,5.24,7.6,6.92,7.5
Annual,Consumption from 70 000 MWh to 149 999 MWh - band IF,6000.0,PC,DK,8.0,7.0,9.0,8.0,8.0,6.0,7.0
Annual,Consumption from 70 000 MWh to 149 999 MWh - band IF,6000.0,PC,EA,: @C,: @C,: @C,: @C,: @C,: @C,: @C
Annual,Consumption from 70 000 MWh to 149 999 MWh - band IF,6000.0,PC,EE,18.5577,10.316,9.7829,: @C,: @C,9.2307,9.3883
Annual,Consumption from 70 000 MWh to 149 999 MWh - band IF,6000.0,PC,EL,: @C,: @C,: @C,: @C,: @C,: @C,2.7126
Annual,Consumption from 70 000 MWh to 149 999 MWh - band IF,6000.0,PC,ES,:,:,6.4575,5.8349,6.9,8.1,7.1084
Annual,Consumption from 70 000 MWh to 149 999 MWh - band IF,6000.0,PC,EU27_2020,: @C,: @C,: @C,: @C,: @C,: @C,: @C
Annual,Consumption from 70 000 MWh to 149 999 MWh - band IF,6000.0,PC,FI,:,: @C,: @C,: @C,10.679,9.03,: @C
Annual,Consumption from 70 000 MWh to 149 999 MWh - band IF,6000.0,PC,FR,5.1379,5.5947,4.8277,4.8651,4.6684,4.742,5.0454
Annual,Consumption from 70 000 MWh to 149 999 MWh - band IF,6000.0,PC,GE,:,17.1,2.1,:,:,:,:
Annual,Consumption from 70 000 MWh to 149 999 MWh - band IF,6000.0,PC,HR,7.76,8.08,: @C,: @C,: @C,: @C,: @C
Annual,Consumption from 70 000 MWh to 149 999 MWh - band IF,6000.0,PC,HU,6.6123,5.9299,7.298,11.1277,9.3996,10.4057,11.9536
Annual,Consumption from 70 000 MWh to 149 999 MWh - band IF,6000.0,PC,IE,17.6493,4.7376,5.1691,5.0583,5.4247,4.5681,4.2611
Annual,Consumption from 70 000 MWh to 149 999 MWh - band IF,6000.0,PC,IS,:,0.0,: @C,:,0.0,:,:
Annual,Consumption from 70 000 MWh to 149 999 MWh - band IF,6000.0,PC,IT,:,4.2257,3.4405,3.273,3.164,3.21,2.9901
Annual,Consumption from 70 000 MWh to 149 999 MWh - band IF,6000.0,PC,LT,3.9995,2.3116,1.1061,2.317,3.5756,4.1142,4.0433
Annual,Consumption from 70 000 MWh to 149 999 MWh - band IF,6000.0,PC,LU,: @C,: @C,: @C,: @C,: @C,: @C,: @C
Annual,Consumption from 70 000 MWh to 149 999 MWh - band IF,6000.0,PC,LV,9.99,7.82,5.99,1.78,1.72,1.87,2.06
Annual,Consumption from 70 000 MWh to 149 999 MWh - band IF,6000.0,PC,MD,:,:,:,:,8.2095,:,:
Annual,Consumption from 70 000 MWh to 149 999 MWh - band IF,6000.0,PC,ME,:,:,:,:,:,6.6103,:
Annual,Consumption from 70 000 MWh to 149 999 MWh - band IF,6000.0,PC,MK,:,21.2329,4.618,9.2514,5.066,10.7396,10.7396
Annual,Consumption from 70 000 MWh to 149 999 MWh - band IF,6000.0,PC,MT,7.2741,7.0891,6.9982,6.1265,5.1101,4.9439,4.944
Annual,Consumption from 70 000 MWh to 149 999 MWh - band IF,6000.0,PC,NL,8.0,7.0,10.0,9.0,7.0,7.0,8.0
Annual,Consumption from 70 000 MWh to 149 999 MWh - band IF,6000.0,PC,NO,: @C,: @C,1.0646,0.8271,1.74,2.7203,1.8041
