Time frequency,Air pollutants and greenhouse gases,Statistical classification of economic activities in the European Community (NACE Rev. 2),Unit of measure,Geopolitical entity (reporting)\Time,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Total - all NACE activities,Kilograms per capita,Austria,:,:,:,:,:,:,:,:,8104.74549,7318.14404,7711.00548,7491.8656,7107.81024,6895.53692,6565.68887,6615.96742,6459.72098,6760.69715,6418.27357,6770.31189,6027.87044,6242.84703,6290.14802,6097.94572 i
Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Total - all NACE activities,Kilograms per capita,Belgium,:,:,:,:,:,:,:,:,9873.857,8761.72211,9253.57577,8520.2103,8141.25167,7898.86552,7687.20757,7875.67521,7804.64226,7785.27407,7897.42144,7861.9478,7215.50687,7196.28338,6840.66343,6392.17088 i
Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Total - all NACE activities,Kilograms per capita,Bulgaria,:,:,:,:,:,:,:,:,8373.85841,7283.77182,7679.77058,8434.14976,7811.90863,7243.70463,7807.16467,8344.74717,8137.83355,8492.90166,7944.98123,7863.52492,6967.88423,7961.12117,8762.71524,6634.92437 i
Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Total - all NACE activities,Kilograms per capita,Switzerland,5213.35171,5303.67291,5080.97057,5045.75295,5082.33879,5111.62992,5147.07739,5021.91574,5076.39302,4847.52809,4912.04789,4735.69956,4753.7529,4732.30122,4479.93546,4390.79976,4347.13667,4254.13874,4166.96777,4134.10355,3475.36575,3570.21288,3564.53283,:
Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Total - all NACE activities,Kilograms per capita,Cyprus,:,:,:,:,:,:,:,:,11180.38624,10530.41014,9809.83984,8896.46841,8046.96846,7326.9229,7812.52925,7647.45814,8058.0088,8295.8435,8283.56659,7971.41145,7773.42607,7678.92786,7689.09859,7714.93157 i
Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Total - all NACE activities,Kilograms per capita,Czechia,:,:,:,:,:,:,:,:,12141.3319,11080.23595,11264.65022,11052.09794,10601.97474,10130.84952,10059.41301,10009.27002,10178.43918,9968.33645,10018.36383,9457.32314,8455.77208,9118.7594,9010.74188,8013.36513 i
Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Total - all NACE activities,Kilograms per capita,Germany,:,:,:,:,:,:,:,:,10236.0934 i,10100.14873 bi,9630.78906,9652.76336,9782.7178,9873.48517,9321.46954,9288.05462,9087.31555,8939.57823,8613.63438,7787.97244,6885.72688,7389.89,7366.90434,6571.09045 i
Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Total - all NACE activities,Kilograms per capita,Denmark,15576.14062,15617.63938,15780.9025,17373.02149,16489.00415,17123.88774,20317.99408,19638.71915,18434.66179,17205.39733,16883.01731,16721.74571,15406.03797,15012.8055,14013.51417,14513.15274,15344.65044,15101.90034,15143.96464,14518.35322,12752.81721,14096.25576,12912.99554,12481.46461 i
Annual,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Total - all NACE activities,Kilograms per capita,Estonia,:,:,:,:,:,:,:,:,14967.71081,12551.94589,16047.57668,15806.95058,14918.12031,16336.70837,15694.66848,13195.2408,14436.19888,15279.90568,14529.22945,10611.66788,7940.99232,8832.85079,9802.40848,7669.5077 i
