Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0
Annual,Number,Austria,191.0,267.0,309.0,357.0,416.0,379.0,407.0,408.0,447.0,472.0,484.0,501.0,427.0,389 p
Annual,Number,Australia,84.0,105.0,144.0,105.0,112.0,153.0,139.0,140.0,165.0,179.0,167.0,173.0,155.0,87 p
Annual,Number,Belgium,159.0,247.0,294.0,284.0,326.0,302.0,330.0,360.0,361.0,341.0,376.0,386.0,377.0,301 p
Annual,Number,Bulgaria,:,3.0,1.0,5.0,44.0,37.0,52.0,56.0,62.0,105.0,112.0,108.0,124.0,114 p
Annual,Number,Brazil,18.0,22.0,13.0,13.0,18.0,36.0,47.0,35.0,50.0,28.0,26.0,30.0,28.0,10 p
Annual,Number,Canada,41.0,72.0,80.0,88.0,96.0,87.0,172.0,187.0,199.0,307.0,277.0,153.0,126.0,123 p
Annual,Number,Switzerland,192.0,276.0,407.0,427.0,573.0,392.0,292.0,284.0,335.0,268.0,328.0,305.0,329.0,259 p
Annual,Number,China except Hong Kong,36.0,77.0,108.0,168.0,277.0,340.0,331.0,391.0,491.0,619.0,744.0,804.0,1188.0,1265 p
Annual,Number,Cyprus,4.0,2.0,7.0,9.0,8.0,2.0,7.0,12.0,16.0,14.0,29.0,24.0,14.0,17 p
Annual,Number,Czechia,10.0,36.0,83.0,148.0,146.0,140.0,159.0,196.0,259.0,281.0,237.0,257.0,216.0,183 p
Annual,Number,Germany,1914.0,2565.0,2922.0,3095.0,3451.0,3340.0,3300.0,3364.0,3462.0,3508.0,3513.0,3491.0,3242.0,2734 p
Annual,Number,Denmark,288.0,293.0,316.0,370.0,402.0,402.0,398.0,364.0,394.0,420.0,384.0,439.0,454.0,376 p
Annual,Number,Estonia,:,5.0,3.0,12.0,10.0,15.0,23.0,31.0,40.0,36.0,46.0,33.0,38.0,56 p
Annual,Number,Greece,5.0,4.0,11.0,7.0,30.0,25.0,32.0,42.0,44.0,38.0,66.0,46.0,65.0,51 p
Annual,Number,Spain,662.0,833.0,994.0,972.0,1053.0,978.0,922.0,1076.0,968.0,886.0,939.0,919.0,933.0,830 p
Annual,Number,European Union - 28 countries (2013-2020),7534.0,9812.0,11609.0,12136.0,13375.0,13225.0,13547.0,14056.0,14490.0,14911.0,15453.0,15692.0,14982.0,13294 p
Annual,Number,Finland,111.0,157.0,193.0,184.0,188.0,201.0,226.0,242.0,234.0,280.0,315.0,314.0,294.0,232 p
Annual,Number,France,897.0,1307.0,1484.0,1635.0,1617.0,1744.0,1710.0,1759.0,1741.0,1820.0,1912.0,1786.0,1663.0,1336 p
Annual,Number,Hong Kong,216.0,291.0,337.0,276.0,260.0,229.0,247.0,244.0,234.0,240.0,254.0,254.0,245.0,223 p
Annual,Number,Croatia,3.0,6.0,3.0,5.0,3.0,10.0,8.0,4.0,2.0,4.0,16.0,18.0,27.0,20 p
