Annual,Euro per inhabitant,Greece,:,35.6,38.5,39.3,42.9,44.3,47.0,52.0,69.1,76.3,60.7,59.1,52.8,57.1,67.5,50.9,54.1,55.4,62.5,62.4,63.0,60.9,60.9 p
Annual,Euro per inhabitant,Spain,43.7,48.9,54.3,61.8,61.5,65.4,67.7,75.6,83.2,89.0,90.0,87.5,82.6,80.7,79.7,83.6,83.5,85.1,88.0,90.3,92.2,98.0,103.4 p
Annual,Euro per inhabitant,European Union - 27 countries (from 2020),:,61.2,65.4,68.4,67.8,71.8,73.9,77.3,81.4,83.0,83.9,86.2,84.6,86.6,87.6,89.0,90.1,93.4,97.1,100.6,100.7 b,105.8,113.8
Annual,Euro per inhabitant,Finland,:,67.1,70.4,73.5,72.5,74.3,74.6,77.7,82.8,89.5,90.8,84.4,86.4,88.4,89.5,89.0,91.7,98.8,100.3,111.7,102.3,103.4,103.5
Annual,Euro per inhabitant,France,50.4,53.6,58.1,59.7,62.1,61.2,61.8,63.1,67.4,71.1,73.5,72.2,73.5,73.7,75.4,75.5,77.7,78.7,82.5,84.4,84.5,92.3 p,98.7 p
Annual,Euro per inhabitant,Croatia,32.3,36.4 b,38.9,41.3,44.3,43.9,45.2,54.3,56.7,59.2,53.3,51.6,51.9,52.7,54.2,51.9,53.9,64.8,68.3,74.6 b,71.9,68.3,71.7
Annual,Euro per inhabitant,Hungary,16.9,19.5,24.8,27.3,38.2,41.5,40.4,41.0,45.5,39.7,38.2,40.0,41.3 b,44.0,41.6,43.8,48.7,52.9,57.7,62.4,59.3,61.3,61.4
Annual,Euro per inhabitant,Ireland,52.8,65.9,73.6,82.6,86.7,88.0,94.0,106.7,113.6,98.3,97.6,132.5,121.9,121.6,118.3,121.1,124.9,131.1,138.4,120.7,122.5,139.1,155.3
Annual,Euro per inhabitant,Iceland,67.9,62.1,65.0,75.0,78.4,92.7,92.8,101.7,64.0,57.1,61.6,60.8,69.3,74.9,84.6,105.7,123.9,150.3,158.5,152.1,132.5,141.0,165.1
Annual,Euro per inhabitant,Italy,:,80.3,86.3,91.0,78.2,89.4,85.4,86.6,84.7,90.1,86.1,97.9,85.1,90.9,88.7,92.3,90.7,93.9,97.2,99.6,97.8,101.2,111.9
Annual,Euro per inhabitant,Lithuania,13.9,16.0,18.2,20.3,22.8,25.5,29.3,34.3,38.8,27.0,27.0,27.8,29.7,29.2,32.7,35.8,36.8,38.8,41.4,44.9,47.1,46.6,48.5
Annual,Euro per inhabitant,Luxembourg,97.5,119.3,123.8,129.6,129.8,140.4,147.4,150.2,159.0,170.2,182.4,179.0,180.1,182.1,182.3,190.4,202.9,205.7,213.4,229.3,240.0,253.0,281.3
Annual,Euro per inhabitant,Latvia,:,16.8,17.4,19.7,21.5,24.8,30.3,41.9,45.8,36.0,33.8,42.7,44.0,45.7,47.1,51.4,52.3,57.0,62.7,67.5,73.8,82.0,83.4
Annual,Euro per inhabitant,Malta,:,39.4,47.0,52.4,47.3,50.3,43.7,48.4,50.1,50.2,50.4,55.2,55.7,65.8,67.1,49.7,63.1,62.5,65.2,79.1,88.7,112.7,135.9
Annual,Euro per inhabitant,Netherlands,60.2,70.8,79.5,90.5,93.2,95.9,98.3,106.5,108.6,116.1,118.0,121.2,117.3,116.5,114.0,112.8,114.7,118.2,124.9,127.7,133.2,132.2,140.4 p
Annual,Euro per inhabitant,Norway,62.2,65.5,82.9,81.8,79.4,89.6,87.9,92.9,94.6,93.1,102.2,109.3,123.8,120.2,123.4,103.6,105.2,104.5,102.8,104.4,98.3,107.1,113.3
Annual,Euro per inhabitant,Poland,:,26.8,25.6,27.8,26.7,35.1,42.2,49.0,59.6,47.3 b,54.7 b,50.5,54.8,53.9,56.1,58.6,57.5,61.8,66.7,72.3,78.6 b,81.8,86.3 b
Annual,Euro per inhabitant,Portugal,34.8,35.5,50.9,60.5,52.0,57.7,61.3,57.7,61.1,62.1,68.8,69.1,54.6,61.0,57.4,60.7,62.6,62.4,66.6,66.9,70.0,71.2,70.8 p
Annual,Euro per inhabitant,Romania,:,4.8,5.9,6.5,7.5 b,11.4,16.5,23.2,23.9,19.1,21.0,22.3,22.9,29.8,29.2,28.9,33.3,46.3,42.7,47.7,48.2,56.3,59.7
Annual,Euro per inhabitant,Sweden,:,79.2,84.0,86.0,86.5,85.2,95.8,103.8,100.0,92.0,107.7,117.7,123.8,131.0,125.6,122.9,126.9,128.0,122.3,121.1,121.7,131.2,128.3
Annual,Euro per inhabitant,Slovenia,63.5,68.0,70.7,74.0,78.1,82.6,80.1,86.5,97.8 b,99.5,102.2,99.7,96.9,96.3,94.2,92.6,96.3,95.9,100.0,105.5,107.7,112.6,115.6
Annual,Euro per inhabitant,Slovakia,:,21.1 be,21.4 e,17.5,18.9 p,20.0,26.9,28.7,33.9,41.1,38.5,40.7 b,41.6,44.5,44.3,48.8,39.6,41.6,46.1,56.5,54.0,53.5 b,59.7
Annual,Million euro,Austria,606.0,646.0,658.0,693.0,712.0,695.0,709.0,723.0,775.0,826.0,823.0,843.0,879.0,894.0,961.0,1009.0,1019.0,1047.0,1065.0,1076.0,1081.0,1120.0,1147.0
Annual,Million euro,Belgium,:,707.0,797.0,836.0,837.0,865.0,952.0,917.0,1012.0,990.0,1037.0,1056.0,1172.0,1119.0,1085.0,1028.0,1134.0,1141.0,1163.0,1173.0,1201.0,1275.0,1442 p
Annual,Million euro,Bulgaria,56.0,56.0,67.0,88.0,116.0,138.0,172.0,240.0,265.0,257.0,210.0,254.0,248.0,266.0,284.0,304.0,300.0,332.0,341.0,416.0,441.0,508.0,560.0
Annual,Million euro,Switzerland,743.0,782.0,840.0,850.0,886.0,926.0,932.0,932.0,934.0,1017.0,1149.0,1478.0,1508.0,1499.0,1550.0,1798.0,1744.0,1739.0,1712.0,1839.0,1957.0,1967.0,2339.0
Annual,Million euro,Cyprus,14.0,15.0,17.0,20.0,20.0,22.0,23.0,25.0,25.0,26.0,26.0,26.0,26.0,26.0,22.0,22.0,23.0,26.0,35.0,30.0,34.0,33.0,39.0
Annual,Million euro,Czechia,201.0,226.0,279.0,285.0,288.0,351.0,369.0,404.0,482.0,478.0,470.0,488.0,462.0,476.0,464.0,547.0,549.0,579.0,634.0,697.0,704.0,727.0,820.0
Annual,Million euro,Germany,8942.0,9293.0,9595.0,9564.0,9644.0,9948.0,10089.0,10087.0,10258.0,10525.0,10647.0,10805.0,11006.0,11310.0,11789.0,11987.0,12102.0,12513.0,12997.0,13484.0,13114 p,13638 p,15128 p
Annual,Million euro,Denmark,315.0,320.0,328.0,349.0,368.0,369.0,404.0,425.0,449.0,518.0,473.0,552.0,502.0,446.0,450.0,452.0,461.0,444.0,461.0,497.0,516.0,544.0,566.0
Annual,Million euro,Euro area - 19 countries  (2015-2022),:,23428.0,25158.0,26345.0,26008.0,27381.0,27836.0,28754.0,30137.0,31522.0,31658.0,32624.0,31794.0,32493.0,32997.0,33498.0,33894.0,34890.0,36402.0,37493.0,37305.0,39065.0,42485.0
Annual,Million euro,Euro area – 20 countries (from 2023),:,23584.0,25326.0,26523.0,26199.0,27570.0,28031.0,28988.0,30381.0,31777.0,31887.0,32845.0,32016.0,32717.0,33227.0,33716.0,34119.0,35158.0,36682.0,37790.0,37589.0,39333.0,42766.0
Annual,Million euro,Estonia,16.0,16.0,17.0,20.0,26.0,28.0,31.0,41.0,56.0,42.0,41.0,44.0,48.0,53.0,62.0,63.0,67.0,73.0,77.0,86.0,86.0,86.0,94.0
Annual,Million euro,Greece,:,387.0,420.0,430.0,470.0,487.0,518.0,575.0,765.0,848.0,675.0,656.0,583.0,626.0,735.0,551.0,583.0,596.0,671.0,669.0,674.0,648.0,644.0
Annual,Million euro,Spain,1774.0,1993.0,2248.0,2608.0,2635.0,2855.0,3005.0,3420.0,3824.0,4127.0,4192.0,4088.0,3860.0,3759.0,3699.0,3877.0,3875.0,3956.0,4112.0,4251.0,4363.0,4641.0,4939 p
Annual,Million euro,European Union - 27 countries (from 2020),:,26223.0,28107.0,29492.0,29313.0,31199.0,32212.0,33770.0,35717.0,36492.0,36936.0,38021.0,37358.0,38241.0,38766.0,39449.0,40000.0,41567.0,43286.0,44920.0,44935.0,47167.0,51052.0
Annual,Million euro,Finland,:,348.0,366.0,383.0,379.0,390.0,393.0,411.0,440.0,478.0,487.0,455.0,468.0,481.0,489.0,488.0,504.0,544.0,553.0,617.0,566.0,573.0,575.0
Annual,Million euro,France,3062.0,3278.0,3578.0,3703.0,3884.0,3854.0,3917.0,4022.0,4324.0,4581.0,4757.0,4698.0,4806.0,4839.0,4977.0,5009.0,5173.0,5262.0,5536.0,5685.0,5714.0,6265 p,6721 p
Annual,Million euro,Croatia,144.0,156.0,167.0,178.0,191.0,189.0,195.0,234.0,244.0,255.0,229.0,221.0,222.0,224.0,230.0,218.0,225.0,268.0,279.0,297.0,284.0,268.0,281.0
Annual,Million euro,Hungary,172.0,199.0,252.0,276.0,386.0,419.0,407.0,412.0,457.0,397.0,382.0,399.0,410.0,434.0,410.0,429.0,475.0,515.0,560.0,605.0,574.0,590.0,590.0
Annual,Million euro,Ireland,201.0,255.0,290.0,330.0,353.0,366.0,401.0,470.0,511.0,446.0,445.0,607.0,561.0,562.0,550.0,569.0,594.0,632.0,677.0,599.0,617.0,708.0,807.0
Annual,Million euro,Iceland,19.0,18.0,19.0,22.0,23.0,28.0,28.0,32.0,20.0,18.0,19.0,19.0,22.0,24.0,27.0,34.0,41.0,51.0,55.0,54.0,47.0,51.0,61.0
Annual,Million euro,Italy,:,4574.0,4925.0,5222.0,4523.0,5201.0,4988.0,5086.0,5013.0,5364.0,5153.0,5878.0,5124.0,5484.0,5351.0,5562.0,5450.0,5632.0,5818.0,5948.0,5814.0,5984.0,6602.0
Annual,Million euro,Lithuania,49.0,56.0,63.0,69.0,77.0,85.0,96.0,111.0,124.0,86.0,84.0,84.0,89.0,86.0,96.0,104.0,106.0,110.0,117.0,126.0,133.0,131.0,137.0
Annual,Million euro,Luxembourg,43.0,53.0,55.0,59.0,60.0,65.0,70.0,72.0,78.0,85.0,93.0,93.0,96.0,99.0,102.0,108.0,119.0,123.0,130.0,143.0,152.0,162.0,184.0
Annual,Million euro,Latvia,:,39.0,40.0,45.0,49.0,56.0,67.0,92.0,100.0,77.0,71.0,88.0,90.0,92.0,94.0,102.0,102.0,111.0,121.0,129.0,140.0,155.0,157.0
Annual,Million euro,Malta,:,16.0,19.0,21.0,19.0,20.0,18.0,20.0,21.0,21.0,21.0,23.0,23.0,28.0,29.0,22.0,29.0,29.0,32.0,40.0,46.0,58.0,72.0
Annual,Million euro,Netherlands,959.0,1136.0,1284.0,1468.0,1518.0,1565.0,1607.0,1744.0,1786.0,1919.0,1961.0,2024.0,1965.0,1957.0,1923.0,1911.0,1953.0,2025.0,2153.0,2215.0,2323.0,2318.0,2485.0
Annual,Million euro,Norway,279.0,296.0,376.0,373.0,365.0,414.0,410.0,438.0,451.0,450.0,500.0,542.0,621.0,611.0,634.0,538.0,551.0,552.0,546.0,559.0,529.0,579.0,618.0
Annual,Million euro,Poland,:,1026.0,979.0,1061.0,1018.0,1341.0,1610.0,1868.0,2270.0,1821.0,2080.0,1922.0,2084.0,2049.0,2133.0,2224.0,2181.0,2345.0,2533.0,2743.0,2921.0,3023.0,3262.0
Annual,Million euro,Portugal,358.0,368.0,530.0,632.0,545.0,606.0,646.0,608.0,645.0,656.0,728.0,731.0,575.0,639.0,598.0,630.0,648.0,646.0,689.0,693.0,727.0,741.0,741 p
Annual,Million euro,Romania,:,107.0,127.0,139.0,160.0,243.0,350.0,484.0,490.0,389.0,426.0,449.0,459.0,595.0,582.0,573.0,657.0,907.0,831.0,925.0,930.0,1077.0,1138.0
Annual,Million euro,Sweden,:,705.0,750.0,771.0,778.0,769.0,870.0,949.0,921.0,856.0,1010.0,1112.0,1178.0,1258.0,1218.0,1204.0,1258.0,1288.0,1245.0,1246.0,1260.0,1367.0,1351.0
Annual,Million euro,Slovenia,126.0,136.0,141.0,148.0,156.0,165.0,161.0,175.0,198.0,203.0,209.0,205.0,199.0,198.0,194.0,191.0,199.0,198.0,207.0,220.0,227.0,237.0,244.0
Annual,Million euro,Slovakia,:,113 e,115 e,94.0,102 p,108.0,145.0,155.0,183.0,223.0,209.0,220.0,225.0,241.0,240.0,265.0,215.0,226.0,251.0,308.0,295.0,291.0,326.0
