Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Euro per inhabitant,Austria,75.6,80.3,81.4,85.4,87.2,84.5,85.7,87.2,93.2,99.0,98.4,100.4,104.3,105.4,112.5,117.0,116.6,119.1,120.5,121.2,121.3,125.2,126.7
Annual,Euro per inhabitant,Belgium,:,68.7,77.2,80.5,80.3,82.5,90.3,86.3,94.5,91.7 b,95.2,95.7,105.5,100.2,96.8,91.1,100.1,100.3,101.8,102.1,104.1,110.0,123.4 p
Annual,Euro per inhabitant,Bulgaria,6.8,7.0,8.5,11.2,14.9,17.9,22.4,31.3,34.8,33.9,27.8,34.6,34.1,37.2,40.2,43.5,43.6,48.7,50.8,62.9,67.4,78.0,86.6
Annual,Euro per inhabitant,Switzerland,102.5,107.3,114.5,115.0,119.0,123.7,123.7,122.6,121.5,130.7,146.6,186.8,188.6,185.3,189.3,216.9,208.1,205.6,201.0,214.4,226.4,225.9,266.4
Annual,Euro per inhabitant,Cyprus,20.6,22.0,24.0,27.8,27.9,29.2,31.2,32.3,31.7,31.9,30.7,30.9,30.1,29.7,25.6,25.5,27.0,30.5,40.0,34.5,37.6,36.8,43.1
Annual,Euro per inhabitant,Czechia,19.5,22.1,27.4,27.9,28.3,34.3,35.9,39.1,46.2,45.5,44.6,46.5,44.0,45.3,44.1,52.0,52.2,55.1,60.2,66.1,67.1,69.2,76.2
Annual,Euro per inhabitant,Germany,109.8,114.0,117.6,117.3,118.4,122.3,124.3,124.5,127.0,130.8,132.6,134.6,136.8,140.2,145.6,146.7,147.0,151.4,156.8,162.3,157.7 p,163.9 p,180.5 p
Annual,Euro per inhabitant,Denmark,59.1,59.8,60.9,64.7,68.0,68.0,74.3,77.9,81.8,93.8,85.3,99.1,89.8,79.4,79.8,79.6,80.5,77.0,79.5,85.5,88.5,92.9,95.7
Annual,Euro per inhabitant,Euro area - 19 countries  (2015-2022),:,72.9,77.9,81.2,79.7,83.5,84.5,86.8,90.5,94.4,94.6,97.2,94.6,96.5,97.8,99.0,99.8,102.5,106.7,109.6,108.8,113.9,123.3
Annual,Euro per inhabitant,Euro area – 20 countries (from 2023),:,72.5,77.4,80.7,79.3,83.0,84.0,86.4,90.1,94.0,94.1,96.7,94.0,95.9,97.3,98.4,99.3,102.1,106.2,109.2,108.4,113.4,122.7
Annual,Euro per inhabitant,Estonia,11.3,11.3,12.5,14.8,19.0,20.8,23.1,30.8,41.7,31.6,30.7,33.3,36.4,40.1,47.1,48.0,50.7,55.3,58.2,65.0,65.0,64.9,70.4
