Time frequency,Currency,prod_ani,geo\TIME_PERIOD,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Euro,11410000.0,AT,63.53,63.52,62.3,63.2,64.03,63.8,61.3,60.36,59.09,65.0,68.51,70.0
Annual,Euro,11410000.0,BE,:,:,: m,: m,:,:,:,:,:,:,:,:
Annual,Euro,11410000.0,BG,140.24,148.78,113.41,147.13,105.03,108.77,115.12,116.24,125.16,109.75,126.83,131.33
Annual,Euro,11410000.0,CY,248.4,245.3,240.4,264.4,260.17,236.56,227.57,239.91,260.22,258.19,249.0,338.66
Annual,Euro,11410000.0,CZ,107.52,285.22,72.63,73.32,73.98,75.97,:,:,:,:,:,:
Annual,Euro,11410000.0,DE,50.5,50.0,69.12,64.8,82.08,87.36,83.52,98.88,119.52,139.68,144.84,169.6
Annual,Euro,11410000.0,DK,16.79,16.76,55.23,68.64,79.84,91.53,87.15,82.84,87.02,89.36,108.65,95.35
Annual,Euro,11410000.0,EL,137.81,137.8,138.9,230.94,233.26,226.6,221.29,218.0,230.48,244.03,286.88,326.21
Annual,Euro,11410000.0,ES,45.74,49.3,52.2,58.63,52.8,55.91,57.33,59.32,57.36,57.86,70.1,66.21
Annual,Euro,11410000.0,FR,631.07,675.14,693.9,688.4,672.3,:,:,:,:,:,:,:
Annual,Euro,11410000.0,HR,90.01,88.27,96.63,85.68,90.52,87.87,107.69,129.84,123.01,102.69,112.22,136.88
Annual,Euro,11410000.0,HU,152.75,145.06,114.33,106.48,125.79,114.75,126.62,137.63,153.08,184.77,111.12,124.92
Annual,Euro,11410000.0,LT,166.05,162.2,157.92,140.96,143.91,132.2,141.65,152.2,171.55,189.91,222.87,231.65
Annual,Euro,11410000.0,LU,:,:,: m,: m,:,:,:,:,:,:,:,:
Annual,Euro,11410000.0,LV,140.28,155.14,167.81,165.96,167.91,170.01,172.1,164.94,171.37,199.04,238.62,232.21
Annual,Euro,11410000.0,NL,172.5,155.0,152.5,170.0,167.5,162.5,167.5,152.5,157.5,205.0,232.5,232.5
Annual,Euro,11410000.0,PL,179.4,167.3,167.0,178.3,168.02,157.58,154.15,152.25 p,160.45 p,194.97 p,219.46,218.76
Annual,Euro,11410000.0,PT,25.13,25.13,25.13,25.13,25.13,25.13,25.13,25.13,47.31,60.14,79.72,67.13
Annual,Euro,11410000.0,RO,119.3,98.66,97.89,88.41,87.74,96.96,83.8,85.77,111.82,125.98,161.42,199.53
Annual,Euro,11410000.0,SI,:,72.05,82.21,113.91,105.51,110.99,111.7,100.52,108.13,112.45,111.65,123.94
Annual,Euro,11410000.0,SK,76.0,82.0,88.0,79.0,79.0,75.04,67.16,70.89,80.72,102.23,133.05,117.41
Annual,Euro,11410000.0,UK,197.31,171.95,208.79,223.81,194.84,198.92,214.66,201.8,:,:,:,:
