Time frequency,Unit of measure,Accident,Geopolitical entity (reporting)\Time,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0
Annual,Number,"Collisions of trains, including collisions with obstacles within the clearance gauge",Austria,5.0,10.0,4.0,4.0,2.0,3.0,3.0,2.0,1.0,4.0,2.0,8.0,:
Annual,Number,"Collisions of trains, including collisions with obstacles within the clearance gauge",Belgium,3.0,4.0,0.0,7.0,43.0,0.0,5.0,0.0,3.0,1.0,2.0,0.0,:
Annual,Number,"Collisions of trains, including collisions with obstacles within the clearance gauge",Bulgaria,:,:,0.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,4.0,3.0,3.0
Annual,Number,"Collisions of trains, including collisions with obstacles within the clearance gauge",Switzerland,:,:,:,:,3.0,7.0,7.0,10.0,6.0,7.0,2.0,4.0,:
Annual,Number,"Collisions of trains, including collisions with obstacles within the clearance gauge",Cyprus,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m
Annual,Number,"Collisions of trains, including collisions with obstacles within the clearance gauge",Czechia,5.0,2.0,13.0,3.0,5.0,5.0,3.0,6.0,6.0,5.0,13.0,14.0,:
Annual,Number,"Collisions of trains, including collisions with obstacles within the clearance gauge",Germany,400.0,360.0,347.0,20.0,15.0,17.0,16.0,22.0,25.0,50.0,36.0,44.0,:
Annual,Number,"Collisions of trains, including collisions with obstacles within the clearance gauge",Denmark,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,:
Annual,Number,"Collisions of trains, including collisions with obstacles within the clearance gauge",Estonia,5.0,5.0,5.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,:
Annual,Number,"Collisions of trains, including collisions with obstacles within the clearance gauge",Greece,1.0,5.0,4.0,3.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,:
Annual,Number,"Collisions of trains, including collisions with obstacles within the clearance gauge",Spain,5.0,6.0,7.0,4.0,5.0,5.0,4.0,11.0,7.0,9.0,9.0,5.0,:
Annual,Number,"Collisions of trains, including collisions with obstacles within the clearance gauge",European Union - 27 countries (2007-2013),:,:,444.0,192.0,128.0,105.0,135.0,137.0,103.0,128.0,132.0,175.0,:
