Time frequency,Unit of measure,Income and living conditions indicator,Geopolitical entity (reporting)\Time,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Percentage,Less than 3 years - no formal childcare,Albania,:,:,:,:,:,92.0,80.5,72.5,78.4,85.1,:,:
Annual,Percentage,Less than 3 years - no formal childcare,Austria,86.6,83.3,84.0,77.8,79.5,81.8,80.0,77.3,78.9,71.4,77.0,75.9
Annual,Percentage,Less than 3 years - no formal childcare,Belgium,52.8,54.3,51.2,49.9,56.1,46.8,45.6,44.5 b,45.4,48.3,47.3,43.7
Annual,Percentage,Less than 3 years - no formal childcare,Bulgaria,92.1,89.2,88.8,91.0,87.5,90.6,83.8,80.4,85.0,81.3,82.6,82.6
Annual,Percentage,Less than 3 years - no formal childcare,Switzerland,71.2,68.4,70.2,:,:,74.4,65.8,66.1,68.6,69.6,68.3,62.9
Annual,Percentage,Less than 3 years - no formal childcare,Cyprus,78.9,79.4,76.7,80.9,77.6,74.3,70.0,70.7,81.5,72.6,75.6,63.0
Annual,Percentage,Less than 3 years - no formal childcare,Czechia,97.1,97.6,95.6,97.1,95.3,93.5,90.9,93.7,95.2,95.1,93.2,95.6
Annual,Percentage,Less than 3 years - no formal childcare,Germany,76.1,72.5,72.5,74.1,68.3,69.7,70.2,68.6,83.6 b,68.6,75.5,76.7
Annual,Percentage,Less than 3 years - no formal childcare,Denmark,31.4,35.1,30.4,22.7,30.0,28.3,36.8,33.9,32.3,30.9,25.3,30.2 b
Annual,Percentage,Less than 3 years - no formal childcare,Euro area – 20 countries (from 2023),69.3,69.2,68.1,66.6,62.6,61.4,60.9,59.8,66.0 e,56.7,59.9,57.7
Annual,Percentage,Less than 3 years - no formal childcare,Estonia,81.7,79.7,80.5,78.5,69.8,73.0,71.7,68.2,73.3,74.3,66.3,62.1
Annual,Percentage,Less than 3 years - no formal childcare,Greece,80.3,85.5,87.2,88.6,91.1,79.5,59.1,67.6,78.5,67.7,70.9,70.5
