Time frequency,Unit of measure,Rail network segment (2005),Train category\Time,2005.0
Annual,Number,Wien Westbf - Wien Hutteldorf,Goods trains,125.0
Annual,Number,Wien Westbf - Wien Hutteldorf,Passenger trains,37048.0
Annual,Number,Wien Hutteldorf - Tullnerbach -Pr.,Goods trains,16375.0
Annual,Number,Wien Hutteldorf - Tullnerbach -Pr.,Passenger trains,32303.0
Annual,Number,Tullnerbach-Pr. - St. Polten Hbf,Goods trains,16000.0
Annual,Number,Tullnerbach-Pr. - St. Polten Hbf,Passenger trains,27010.0
Annual,Number,St. Polten Hbf - Pochlarn,Goods trains,18250.0
Annual,Number,St. Polten Hbf - Pochlarn,Passenger trains,25915.0
Annual,Number,Pochlarn - Amstetten,Goods trains,18625.0
Annual,Number,Pochlarn - Amstetten,Passenger trains,24638.0
Annual,Number,Amstetten - St. Valentin,Goods trains,19000.0
Annual,Number,Amstetten - St. Valentin,Passenger trains,20258.0
Annual,Number,St. Valentin - Linz Hbf,Goods trains,22000.0
Annual,Number,St. Valentin - Linz Hbf,Passenger trains,22630.0
Annual,Number,Linz Hbf - Wels,Goods trains,24250.0
Annual,Number,Linz Hbf - Wels,Passenger trains,26463.0
Annual,Number,Wels Hbf - Attnang Puchheim,Goods trains,14125.0
Annual,Number,Wels Hbf - Attnang Puchheim,Passenger trains,19710.0
Annual,Number,Attnang Puchheim - Steindorf B.Straßwalchen,Goods trains,14375.0
Annual,Number,Attnang Puchheim - Steindorf B.Straßwalchen,Passenger trains,18980.0
Annual,Number,Steindorf B.Straßwalchen - Salzburg Hbf,Goods trains,12500.0
Annual,Number,Steindorf B.Straßwalchen - Salzburg Hbf,Passenger trains,24455.0
Annual,Number,Salzburg Hbf - Freilassing,Goods trains,10375.0
Annual,Number,Salzburg Hbf - Freilassing,Passenger trains,25550.0
Annual,Number,Salzburg Hbf - Golling-Abtenau,Goods trains,16250.0
Annual,Number,Salzburg Hbf - Golling-Abtenau,Passenger trains,20075.0
Annual,Number,Golling-Abtenau - Bischofshofen,Goods trains,12375.0
Annual,Number,Golling-Abtenau - Bischofshofen,Passenger trains,16060.0
Annual,Number,Bischofshofen - Schwarzach-St.Veit,Goods trains,11875.0
Annual,Number,Bischofshofen - Schwarzach-St.Veit,Passenger trains,16425.0
Annual,Number,Schwarzach-St.Veit - Bockstein,Goods trains,8625.0
Annual,Number,Schwarzach-St.Veit - Bockstein,Passenger trains,5110.0
Annual,Number,Bockstein - Mallnitz-Obervellach,Goods trains,8375.0
Annual,Number,Bockstein - Mallnitz-Obervellach,Passenger trains,10403.0
Annual,Number,Mallnitz-Obervellach - Villach Hbf,Goods trains,8375.0
Annual,Number,Mallnitz-Obervellach - Villach Hbf,Passenger trains,5293.0
Annual,Number,Villach Hbf - Villach Westbf,Goods trains,9625.0
Annual,Number,Villach Hbf - Villach Westbf,Passenger trains,10585.0
Annual,Number,Villach Westbf - Villach Sud Gvbf Auen,Goods trains,20125.0
Annual,Number,Villach Westbf - Villach Sud Gvbf Auen,Passenger trains,10768.0
Annual,Number,Villach Sud Gvbf Auen - Rosenbach,Goods trains,4125.0
Annual,Number,Villach Sud Gvbf Auen - Rosenbach,Passenger trains,4928.0
Annual,Number,Wels Hbf - Passau Hbf,Goods trains,14250.0
Annual,Number,Wels Hbf - Passau Hbf,Passenger trains,9125.0
