Time frequency,Sex,Unit of measure,Geopolitical entity (reporting)\Time,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0
Annual,Females,Number,Austria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,29 n,28 n,66.0,:,60.0,64.0,72.0,83.0
Annual,Females,Number,Bulgaria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: @C,: @C,: @C,: @C,: @C
Annual,Females,Number,Czechia,:,:,:,:,:,:,:,42.0,38.0,39.0,32.0,34.0,34.0,29.0,30.0,26.0,31.0,34.0,29.0,29.0,:,:,:
Annual,Females,Number,Greece,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3.0,3.0,3.0,3.0,3.0,:,:,:,:
Annual,Females,Number,Spain,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,243.0,:
Annual,Females,Number,Croatia,:,:,:,:,:,:,:,:,:,56.0,57.0,64.0,71.0,73.0,74.0,72.0,75.0,82.0,89.0,93.0,93.0,91.0,87.0
Annual,Females,Number,Italy,:,:,:,:,:,:,:,:,32.0,40.0,40.0,35.0,35 p,:,:,:,:,:,:,:,:,:,:
Annual,Females,Number,Lithuania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
Annual,Females,Number,Latvia,:,:,:,:,:,:,:,109.0,114.0,104.0,98.0,96.0,96.0,87.0,90.0,91.0,84.0,88.0,76.0,61.0,43.0,31.0,21.0
Annual,Females,Number,Norway,:,:,:,:,:,:,:,:,:,:,:,0.0,0.0,:,:,0.0,0.0,0.0,0.0,46.0,47.0,48.0,54.0
Annual,Females,Number,Poland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,: m,:,:,:,:,:,:,:
Annual,Females,Number,Slovakia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,82.0,: @C,: @C,: @C
Annual,Males,Number,Austria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,80 n,80 n,284.0,:,332.0,340.0,355.0,377.0
Annual,Males,Number,Bulgaria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: @C,: @C,: @C,: @C,: @C
Annual,Males,Number,Czechia,:,:,:,:,:,:,:,96.0,92.0,95.0,91.0,97.0,97.0,:,90.0,90.0,88.0,85.0,84.0,83.0,:,:,:
Annual,Males,Number,Greece,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4.0,4.0,5.0,5.0,4.0,:,:,:,:
Annual,Males,Number,Spain,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,807.0,:
Annual,Males,Number,Croatia,:,:,:,:,:,: m,:,:,:,240.0,234.0,234.0,259.0,271.0,269.0,268.0,281.0,290.0,292.0,294.0,301.0,289.0,292.0
Annual,Males,Number,Italy,:,:,:,:,:,:,:,:,663.0,559.0,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Males,Number,Lithuania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
