Time frequency,Currency,prod_ani,geo\TIME_PERIOD,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Euro,12112000.0,AT,33.89,37.55,39.46,33.73,31.33,37.28,40.4,37.0,37.74,39.67,50.1,51.66
Annual,Euro,12112000.0,BE,30.11,37.11,36.12,27.93,26.61,35.0,32.13 p,33.03,31.32,31.32,31.32,42.73
Annual,Euro,12112000.0,CZ,: m,: m,: m,: m,:,:,:,:,:,:,:,:
Annual,Euro,12112000.0,DE,32.39,38.05,37.85,29.59,27.2,35.1,34.72,33.7,33.56,36.4,53.64,46.09
Annual,Euro,12112000.0,DK,35.87,39.56,40.08,32.31,31.6,39.6,38.33,37.27,38.05,41.12,56.43,48.16
Annual,Euro,12112000.0,EE,30.07,34.84,29.97,21.36,21.57,31.65,30.7,31.01,29.33,31.64,46.4,43.69
Annual,Euro,12112000.0,EL,45.08,44.42,43.16,41.84,38.65,38.75,39.62,38.36,38.65,39.44,52.52,52.51
Annual,Euro,12112000.0,ES,30.4,33.83,35.38,31.37,29.12,30.95,31.23,31.85,32.27,33.26,45.27,53.05
Annual,Euro,12112000.0,FI,44.91,45.9,44.27,37.58,37.2,37.74,37.87,38.04,: @C,40.37,49.93,53.16
Annual,Euro,12112000.0,FR,32.85,35.4,38.8,33.3,31.1,:,:,:,:,:,:,:
Annual,Euro,12112000.0,HR,32.01,34.2,35.6,32.59,29.77,31.61,35.02,35.56,35.69,35.92,44.66,52.92
Annual,Euro,12112000.0,HU,30.43,33.43,34.18,26.5,24.26,31.2,30.41,31.48,30.34,31.91,44.19,46.04
Annual,Euro,12112000.0,IE,30.83,37.76,36.42,28.64,27.25,36.31,33.87,32.53,33.03,38.31,57.24,41.29
Annual,Euro,12112000.0,IT,42.26,43.19,43.22,38.23,37.04,40.03,39.75,42.62,39.08,40.89,55.09,55.02
Annual,Euro,12112000.0,LT,25.99,31.64,28.03,21.48,21.27,29.79,28.18,28.65,28.05,33.48,50.86,37.74
Annual,Euro,12112000.0,LU,31.12,36.9,37.5,29.66,27.88,35.36,33.56,33.83,34.65,36.96,51.6,46.2
Annual,Euro,12112000.0,LV,27.32,30.74,29.06,21.61,21.45,30.59,28.34,29.35,28.09,31.8,47.12,35.68
Annual,Euro,12112000.0,MT,49.0,52.19,46.84,46.66,: @C,: @C,: @C,: @C,: @C,: @C,62.34,59.79
Annual,Euro,12112000.0,NL,35.65,41.15,40.75,34.63,30.59,38.28,36.22,35.87,34.62,37.74,55.53,45.63
Annual,Euro,12112000.0,PL,28.62,32.31,32.77,27.1,25.39,32.66,31.59,31.48 p,31.11 p,34.38 p,49.34,45.74
Annual,Euro,12112000.0,PT,29.85,32.81,34.44,29.22,27.21,29.03,30.13,30.08,29.74,29.94,41.43,48.51
Annual,Euro,12112000.0,RO,24.89,27.16,28.13,26.09,25.61,27.58,27.29,28.45,29.14,29.87,38.93,45.08
Annual,Euro,12112000.0,SE,38.95,42.42,41.33,33.5,32.56,40.02,36.54,37.36,38.87,42.13,53.58,45.73
Annual,Euro,12112000.0,SI,30.03,32.15,35.49,28.25,25.0,30.95,29.13,32.12,30.87,32.06,45.67,45.97
Annual,Euro,12112000.0,SK,30.91,32.46,34.54,30.42,28.46,31.03,33.14,33.46,33.5,33.47,42.6,46.82
Annual,Euro,12112000.0,UK,33.63,36.17,37.95,32.76,26.81,31.86,32.19,31.96,:,:,:,:
