Time frequency,Demographic indicator,Geopolitical entity (reporting)\Time,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Crude marriage rate,Andorra,:,3.7,:,:,:,:,:,3.9,:,:,:,:
Annual,Crude marriage rate,Albania,:,:,8.2,8.2,8.7,7.8,7.9,8.1,7.9,6.2,7.0,6.8
Annual,Crude marriage rate,Armenia,6.0,:,:,:,5.9,5.4,5.1,5.0,5.3,:,:,:
Annual,Crude marriage rate,Austria,4.3,4.6,4.3,4.4,5.1,5.1,5.1,5.3,5.2,4.4,:,:
Annual,Crude marriage rate,Azerbaijan,9.6,8.5,9.2,8.9,7.1,6.8,6.4,6.3,6.4,:,:,:
Annual,Crude marriage rate,Bosnia and Herzegovina,:,4.8,:,:,:,:,:,:,:,:,:,:
Annual,Crude marriage rate,Belgium,3.7 b,3.8,3.4,3.6,4.0,3.9,3.9,3.9,3.9,2.8,3.5,4.2
Annual,Crude marriage rate,Bulgaria,2.9,2.9,3.0,3.4,3.9,3.8,4.0,4.1,4.2,3.2,3.9,3.9
Annual,Crude marriage rate,Belarus,9.2,8.1,9.2,8.9,8.6,6.8,7.0,6.4,:,:,:,:
Annual,Crude marriage rate,Switzerland,5.3 b,5.3,4.9,5.1,5.0,5.0,4.8,4.8,4.5,4.1,4.2,4.7
Annual,Crude marriage rate,Cyprus,7.3,6.7,6.4,6.3,7.2,7.5,6.8,7.8,8.9,:,:,:
Annual,Crude marriage rate,Czechia,4.3,4.3,4.1,4.3,4.6,4.8,5.0,5.1,5.1,4.2,4.5 b,5.1
Annual,Crude marriage rate,Germany,4.6,4.8,4.6,4.8,4.9,5.0,4.9,5.4,5.0,4.5,4.3,4.7
Annual,Crude marriage rate,Denmark,4.9,5.1,4.9,5.0,5.1,5.4,5.5,5.6,5.3,4.9,4.7,:
Annual,Crude marriage rate,Euro area - 19 countries  (2015-2022),4.0,4.1,3.9,3.9,4.0,4.1,4.0,4.1,:,:,3.6 e,4.0 e
Annual,Crude marriage rate,Euro area – 20 countries (from 2023),:,:,:,:,:,:,:,:,:,:,3.6 e,4.0 e
Annual,Crude marriage rate,Estonia,4.1,4.5,4.3,4.7,5.2,4.8,4.9,5.0,5.1,4.6,4.8,5.3
Annual,Crude marriage rate,Greece,5.0,4.5,4.7,4.9,5.0,4.6,4.7,4.4,4.4,2.9,3.9,4.2
Annual,Crude marriage rate,Spain,3.4,3.5,3.3,3.4,3.6,3.7,3.7,3.5,3.5,1.9,3.1,3.7
Annual,Crude marriage rate,European Union - 27 countries (from 2020),4.2,4.3,4.1,4.2,4.3,4.4,4.4,4.5,4.3,3.2 e,3.9 e,4.2 e
Annual,Crude marriage rate,Finland,5.3,5.3,4.6,4.5,4.5,4.5,4.8,4.3,4.0,4.0,3.5,3.9
Annual,Crude marriage rate,France,3.6,3.7,3.6,3.6,3.6,3.5,3.5,3.5,3.3,2.3,3.2 p,3.6 p
Annual,Crude marriage rate,Metropolitan France,3.7,3.7,:,:,:,:,:,:,:,:,:,:
Annual,Crude marriage rate,Georgia,6.9,:,:,7.7,7.8,6.7,6.4,6.2,6.3,:,:,7.0
Annual,Crude marriage rate,Croatia,4.7,4.8,4.5,4.6,4.7,4.9,4.9,4.9,4.9,3.8,4.6,4.7
Annual,Crude marriage rate,Hungary,3.6,3.6 b,3.7,3.9,4.7,5.3,5.2,5.2,6.7,6.9,7.4,6.6
Annual,Crude marriage rate,Ireland,4.3,4.5,4.5,4.7,4.7,4.8,4.6,4.3,4.1,1.9,3.3,:
Annual,Crude marriage rate,Iceland,4.6,4.6,4.4,4.1,4.6,4.9,5.8,6.0,5.8,5.0,:,:
Annual,Crude marriage rate,Italy,3.4,3.5,3.2,3.1,3.2,3.4,3.2,3.2,3.1,1.6,3.1,3.2
Annual,Crude marriage rate,Liechtenstein,4.5,5.0,:,:,:,:,:,:,:,:,:,:
Annual,Crude marriage rate,Lithuania,6.3,6.9,6.9,7.6,7.6,7.4,7.5,7.0,7.0,5.5,6.0,5.7
Annual,Crude marriage rate,Luxembourg,3.3,3.4 b,3.2,3.0,3.6,3.2,3.2,3.1,3.5,2.9,3.0,3.8
Annual,Crude marriage rate,Latvia,5.2,5.5,5.7,6.3,6.9,6.6,6.8,6.8,6.7,5.6,6.0,6.3
Annual,Crude marriage rate,Moldova,7.3,6.8,6.9,7.2,:,:,:,:,:,:,:,:
Annual,Crude marriage rate,Montenegro,:,5.3,6.2,5.7,6.2,5.1,5.3,5.3,5.7,3.3,5.2,:
Annual,Crude marriage rate,North Macedonia,7.2,6.8,6.8,6.7,6.8,6.4,6.6,6.5,6.7,5.0,6.8,:
Annual,Crude marriage rate,Malta,6.2,6.7,6.1,6.6,6.7,6.7,6.3,5.8,5.3,2.2,4.4 p,4.8
Annual,Crude marriage rate,Netherlands,4.3,4.2,3.8,3.9,3.8,3.8,3.8,3.7,3.7,2.9,3.2,4.0
Annual,Crude marriage rate,Norway,4.6,4.8,4.7,4.6,4.5,4.5,4.4,4.3,4.0,3.3,:,:
Annual,Crude marriage rate,Poland,5.4,5.4,4.7,5.0,5.0,5.1,5.1,5.1,4.8,3.8 ep,4.5 ep,4.2
Annual,Crude marriage rate,Portugal,3.4,3.3,3.1,3.0,3.1,3.1,3.3,3.4,3.2,1.8,2.8 bp,3.5 bp
Annual,Crude marriage rate,Romania,5.2,5.4,5.4,5.9,6.3,6.8,7.3,7.4,6.6,4.2 e,6.0 e,6.2 e
Annual,Crude marriage rate,Serbia,4.9,4.8,5.1,5.1,5.2,5.1,5.1,5.2,5.1,3.4,4.8,4.9
Annual,Crude marriage rate,Russia,9.2,:,:,:,:,:,:,:,:,:,:,:
Annual,Crude marriage rate,Sweden,5.0,5.3,5.4,5.5,5.3,5.4,5.2,5.0,4.7,3.6,3.7,4.6
Annual,Crude marriage rate,Slovenia,3.2,3.4,3.0,3.2,3.1,3.2,3.1,3.5,3.2,2.5,2.8,3.2
Annual,Crude marriage rate,Slovakia,4.7,4.8,4.7,4.9,5.3,5.5,5.8,5.7,5.4,4.4,4.8,5.4
Annual,Crude marriage rate,San Marino,6.3,6.1,:,:,:,:,:,:,:,:,:,:
Annual,Crude marriage rate,Türkiye,8.0,8.0,7.9,7.8,7.7,7.5,7.1,6.8,6.6,5.8,:,6.8
Annual,Crude marriage rate,Ukraine,7.8,6.1,6.7,:,7.0,5.4,5.9,5.4,5.7,4.0,5.2,:
Annual,Crude marriage rate,United Kingdom,4.5,:,4.3,4.5,4.4,4.4,:,:,:,:,:,:
Annual,Crude marriage rate,Kosovo*,9.3,9.5,:,:,9.1,9.0,9.6,9.4,9.8,:,:,:
