Time frequency,Unit of measure,Assets (ESA 2010),Geopolitical entity (reporting)\Time,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0
Annual,Percentage of gross domestic product (GDP),Dwellings (gross),Austria,5.7,5.7,5.6,5.7,5.6,5.4,5.0,4.5,4.3,4.3,4.2,4.3,4.6,5.2,5.5,5.0,4.6,4.8,5.0,5.0,5.2,5.3,5.5,5.7,5.8,6.0,6.3,6.4,5.8,:
Annual,Percentage of gross domestic product (GDP),Dwellings (gross),Belgium,5.9,5.4,5.6,5.2,5.3,5.1,5.0,4.7,4.8,5.2,5.7,6.2,6.3,6.5,5.9 b,5.9,5.8,5.9,5.7,5.9,5.7,5.8,5.8,5.8,5.9,6.0,6.1,5.7,5.4 p,:
Annual,Percentage of gross domestic product (GDP),Dwellings (gross),Bulgaria,1.4,0.4,0.8,1.2,1.5,1.5,1.7,2.0,2.0,2.0,3.0,5.5,5.0,5.8,4.7,2.7,2.2,1.7,1.7,1.6,1.4,2.7,2.8,2.7,2.8,2.9,2.7,2.8,2.8,:
Annual,Percentage of gross domestic product (GDP),Dwellings (gross),Cyprus,8.0,8.6,7.9,7.1,6.9,6.7,6.4,6.8,8.0,8.9,10.3,11.9,12.3,12.1,9.8,8.0,6.2,4.9,4.1,3.9,3.6,4.4,5.0,6.4,7.5,7.9,8.0,8.5,8.6 p,:
Annual,Percentage of gross domestic product (GDP),Dwellings (gross),Czechia,3.6,4.1,4.3,4.7,4.8,4.8,4.6,4.5,4.8,4.9,4.9,4.9,5.5,5.1,5.3,5.1,4.8,4.6,4.2,4.2,4.3,4.4,4.9,5.2,5.2,5.6,6.0,6.3,6.2,:
Annual,Percentage of gross domestic product (GDP),Dwellings (gross),Germany,7.6,7.4,7.3,7.1,7.0,6.6,6.0,5.6,5.4,5.2,5.0,5.1,5.1,5.0,5.1,5.1,5.5,5.8,5.7,5.8,5.7,5.9,5.9,6.1,6.3,6.9,6.8 p,7.0 p,6.9 p,6.5 p
Annual,Percentage of gross domestic product (GDP),Dwellings (gross),Denmark,3.8,3.9,4.2,4.2,4.3,4.7,4.2,4.3,4.9,5.3,6.0,6.7,6.5,5.4,4.2,3.7,4.3,4.1,3.7,3.8,4.0,4.2,4.7,4.8,5.1,5.8,6.2,5.8,5.6,:
Annual,Percentage of gross domestic product (GDP),Dwellings (gross),Euro area – 20 countries (from 2023),6.2,6.1,6.0,6.0,6.1,6.1,5.9,5.8,6.0,6.1,6.3,6.7,6.7,6.4,5.8,5.5,5.4,5.2,5.0,5.0,4.8,5.0,5.2,5.4,5.5,5.7,6.1,6.3,6.1,:
Annual,Percentage of gross domestic product (GDP),Dwellings (gross),Estonia,2.6,2.9,3.1,2.6,2.5,2.0,2.1,2.5,3.2,3.8,4.8,6.7,6.0,4.3,3.1,2.7,2.7,2.9,3.3,3.8,3.9,4.3,4.5,4.4,4.8,5.3,4.8,5.0,5.7,:
