Time frequency,Medical speciality,Unit of measure,Geopolitical entity (reporting)\Time,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Dentists,Per hundred thousand inhabitants,Austria,1.27,1.24,1.63,2.23,2.09,2.36,2.74,2.58,2.76,2.98
Annual,Dentists,Per hundred thousand inhabitants,Belgium,1.62,1.95,2.05,2.08,2.24,2.55,2.44,2.34,2.41,1.99
Annual,Dentists,Per hundred thousand inhabitants,Bulgaria,3.87,3.74,4.12,3.47,4.92,4.8,5.46,7.15,7.21,7.8
Annual,Dentists,Per hundred thousand inhabitants,Switzerland,1.26,1.17,1.56,1.39,1.36,1.43,1.55,1.42,1.55,1.23
Annual,Dentists,Per hundred thousand inhabitants,Cyprus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.62
Annual,Dentists,Per hundred thousand inhabitants,Czechia,3.15,3.26,3.75,3.44,3.32,2.95,2.75,2.67,2.81,2.77
Annual,Dentists,Per hundred thousand inhabitants,Germany,2.78,2.86,2.81,2.93,2.65,2.67,2.96,2.78,3.07,2.99
Annual,Dentists,Per hundred thousand inhabitants,Denmark,2.14,2.09,2.62,2.08,1.93,2.19,2.25,2.23,2.2,:
Annual,Dentists,Per hundred thousand inhabitants,Estonia,2.12,1.9,2.13,1.9,1.9,1.74,2.19,2.48,1.88,1.85
Annual,Dentists,Per hundred thousand inhabitants,Greece,1.84,1.52,2.1,2.0,1.61,2.76,1.9,2.25,2.35,:
Annual,Dentists,Per hundred thousand inhabitants,Spain,3.45,3.84,3.75,3.72,3.56,3.28,3.32,3.76,3.74,3.88
Annual,Dentists,Per hundred thousand inhabitants,European Union - 27 countries (from 2020),:,:,:,:,:,:,:,:,3.11,3.20 e
Annual,Dentists,Per hundred thousand inhabitants,Finland,2.54,2.11,2.66,2.02,2.89,3.28,3.4,3.4,2.98,3.26
Annual,Dentists,Per hundred thousand inhabitants,France,1.65,1.48,1.88,1.63,1.92,1.74,2.12,2.18,2.18,:
Annual,Dentists,Per hundred thousand inhabitants,Croatia,3.31,2.09,2.5,2.24,2.5,4.01,2.3,2.56,3.28,5.08
Annual,Dentists,Per hundred thousand inhabitants,Hungary,3.05,3.35,3.13,3.56,3.15,3.99,3.27,3.39,3.34,3.9
Annual,Dentists,Per hundred thousand inhabitants,Ireland,1.92,1.74,1.91,1.68,1.77,1.6,1.93,1.79,1.89 b,1.74
Annual,Dentists,Per hundred thousand inhabitants,Iceland,1.85,2.44,2.12,2.09,2.04,1.98,1.94,1.64,2.15,2.09
Annual,Dentists,Per hundred thousand inhabitants,Italy,1.4,0.57 b,1.03,1.14,1.25,1.4,1.54,1.89,1.32,1.43 p
Annual,Dentists,Per hundred thousand inhabitants,Liechtenstein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Dentists,Per hundred thousand inhabitants,Lithuania,5.51,5.8,6.37,6.0,6.22,6.43,5.08,5.8,4.96,5.72
Annual,Dentists,Per hundred thousand inhabitants,Luxembourg,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m
Annual,Dentists,Per hundred thousand inhabitants,Latvia,2.53,2.01,2.48,2.3,3.24,2.8,3.45,3.16,3.24,5.27
Annual,Dentists,Per hundred thousand inhabitants,Montenegro,:,:,:,:,:,2.25,3.05,2.58,3.07,3.56
Annual,Dentists,Per hundred thousand inhabitants,North Macedonia,:,:,:,:,:,8.53,7.61,6.08,6.4,:
Annual,Dentists,Per hundred thousand inhabitants,Malta,1.88,0.92,1.35,2.42,2.35,1.44,2.18,1.94,1.35,0.0
Annual,Dentists,Per hundred thousand inhabitants,Netherlands,1.07,1.01,1.42,1.35,1.34,1.28,1.33,1.43,1.37,1.47
Annual,Dentists,Per hundred thousand inhabitants,Norway,2.54,2.3,2.12,2.85,2.35,2.26,2.34,2.12,2.31,1.89
Annual,Dentists,Per hundred thousand inhabitants,Poland,2.57,2.41,2.46,2.44,2.57,2.79,2.66,2.86,3.2,3.27
Annual,Dentists,Per hundred thousand inhabitants,Portugal,5.9,6.17,6.66,6.48,6.22,6.18,7.48,8.77,8.41,9.05
Annual,Dentists,Per hundred thousand inhabitants,Romania,7.48,7.71,9.11,10.36,10.62,10.67,9.98,10.48,10.1,9.86
Annual,Dentists,Per hundred thousand inhabitants,Serbia,5.39,5.67,7.5,5.98,6.15,6.34,6.28,6.84,6.91,5.92
Annual,Dentists,Per hundred thousand inhabitants,Sweden,2.25,2.51,2.79,2.39,2.91,2.43,2.59,2.7,2.56,2.72
Annual,Dentists,Per hundred thousand inhabitants,Slovenia,:,:,:,:,:,:,:,:,1.99,2.98
Annual,Dentists,Per hundred thousand inhabitants,Slovakia,2.36,2.51,2.14,2.41,2.54,2.26,2.93,2.4,2.83,2.61
Annual,Dentists,Per hundred thousand inhabitants,Türkiye,1.72,2.03,2.19,2.68,3.22,3.66,3.78,4.63,4.96,5.42
Annual,Midwives (EU recognised qualification),Per hundred thousand inhabitants,Austria,1.62,0.7,0.9,1.26,0.95,0.9,1.59,0.83,1.53,1.17
Annual,Midwives (EU recognised qualification),Per hundred thousand inhabitants,Belgium,4.67,4.18,5.0,5.11,5.42,6.92,4.92,5.62,5.21,5.5
Annual,Midwives (EU recognised qualification),Per hundred thousand inhabitants,Bulgaria,1.68,1.9,2.44,2.4,2.78,2.62,3.31,2.87,2.91,3.13
