Annual,Euro per billion GDP,Spain,0.82 p,0.97 p,1.07 p,0.96,0.97,0.88,0.85,1.0,0.9,0.85,0.92,0.89,0.87
Annual,Euro per billion GDP,European Union - 28 countries (2013-2020),0.71,0.88,1.0,0.99,1.03,1.01,1.1,1.1,1.1,1.11,1.14,1.12,1.02
Annual,Euro per billion GDP,Finland,0.73,0.99,1.17,1.07,1.01,1.04,1.25,1.29,1.19,1.4,1.55,1.53,1.41
Annual,Euro per billion GDP,France,0.55,0.76,0.84,0.88,0.83,0.87,0.88,0.88,0.85,0.87,0.9,0.83,0.76
Annual,Euro per billion GDP,Hong Kong,1.51,2.14,2.31,1.79,1.68,1.54,1.61,1.41,1.31,1.17,1.22,1.16,0.88
Annual,Euro per billion GDP,Croatia,0.1,0.18,0.08,0.12,0.07,0.21,0.18,0.09,0.04,0.09,0.37,0.42,0.62
Annual,Euro per billion GDP,Hungary,0.08,0.35,0.42,0.33,0.6,0.49,0.62,0.7,0.47,0.57,0.57,0.67,0.64
Annual,Euro per billion GDP,Ireland,0.3,0.27,0.36,0.31,0.28,0.33,0.37,0.47,0.4,0.4,0.48,0.53,0.3
Annual,Euro per billion GDP,Israel,0.47,0.48,0.41,0.37,0.57,0.45,0.44,0.47,0.6,0.67,0.54,0.61,0.53 e
Annual,Euro per billion GDP,India,0.01,0.01,0.02,0.02,0.02,0.02,0.01,0.02,0.03,0.01,0.02,0.02,0.02
Annual,Euro per billion GDP,Iceland,0.1,0.18,0.3,0.15,0.19,0.37,0.22,0.7,0.28,0.36,0.52,0.54,0.07
Annual,Euro per billion GDP,Italy,0.77,0.96,1.15,1.06,1.04,1.06,1.11,1.14,1.15,1.11,1.18,1.27,1.11
Annual,Euro per billion GDP,Japan,0.16,0.24,0.26,0.25,0.29,0.32,0.25,0.25,0.28,0.26,0.31,0.34,0.26
Annual,Euro per billion GDP,South Korea,0.06,0.17,0.59,0.68,0.51,0.62,0.64,0.57,0.6,0.69,0.79,0.61,0.35
Annual,Euro per billion GDP,Liechtenstein,5.51,8.27,11.22,7.21,10.11,9.51,7.71,6.78,5.57,4.71,5.57,4.31,:
Annual,Euro per billion GDP,Lithuania,:,0.27,0.33,0.21,0.14,0.28,0.33,0.54,0.48,0.96,0.57,1.01,0.78
Annual,Euro per billion GDP,Luxembourg,0.77,0.72,0.81,1.41,1.39,1.33,1.6,1.42,1.47,1.72,2.23,2.13,2.09
Annual,Euro per billion GDP,Latvia,:,0.6,0.8,1.33,0.84,0.45,1.55,2.14,1.59,0.91,0.96,1.27,2.01
Annual,Euro per billion GDP,Malta,0.63,:,0.19,0.56,0.52,0.33,0.65,0.3,0.87,1.11,3.39,2.97,4.32
Annual,Euro per billion GDP,Mexico,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.02,0.01,0.02,0.01,0.01,0.02
Annual,Euro per billion GDP,Netherlands,0.96,1.36,1.4,1.28,1.2,1.33,1.44,1.25,1.27,1.41,1.24,1.26,1.12 p
Annual,Euro per billion GDP,Norway,0.23,0.34,0.28,0.28,0.29,0.21,0.28,0.2,0.12,0.13,0.09,0.13,0.08
Annual,Euro per billion GDP,New Zealand,0.27,0.32,0.34,0.34,0.42,0.48,0.36,0.38,0.26,0.23,0.28,0.32,0.27 e
Annual,Euro per billion GDP,Poland,0.08,0.43,1.09,1.46,1.66,1.75,2.78,2.24,2.49,2.7,2.89,3.2,3.44
Annual,Euro per billion GDP,Portugal,0.44,0.7,0.86,0.88,0.99,0.85,1.13,0.94,1.1,1.08,1.14,1.17,0.97 e
Annual,Euro per billion GDP,Romania,:,0.02,0.07,0.06,0.18,0.13,0.22,0.28,0.38,0.4,0.38,0.41 p,0.34 p
Annual,Euro per billion GDP,Russia,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.03,0.03
Annual,Euro per billion GDP,Sweden,1.3,1.15,1.49,1.39,1.56,1.63,1.85,1.46,1.42,1.41,1.57,1.33,1.27
Annual,Euro per billion GDP,Singapore,0.16,0.2,0.15,0.22,0.27,0.2,0.18,0.21,0.19,0.12,0.18,0.1,0.11
Annual,Euro per billion GDP,Slovenia,0.23,0.97,0.62,1.2,1.14,1.24,1.55,1.68,1.79,2.08,2.45,2.79,2.18
Annual,Euro per billion GDP,Slovakia,0.07,0.2,0.43,0.77,0.55,0.42,0.69,0.49,0.79,0.62,0.86,0.78,0.62
Annual,Euro per billion GDP,Türkiye,0.12,0.15,0.14,0.11,0.18,0.19,0.12,0.09,0.14,0.11,0.11,0.12,0.11
Annual,Euro per billion GDP,Taiwan,0.65,1.1,1.12,1.17,1.28,1.48,1.46,1.33,1.38,1.08,0.96,0.94,0.78
Annual,Euro per billion GDP,United Kingdom,0.66,0.68,0.72,0.66,0.77,0.73,0.79,0.88,0.88,0.84,0.87,0.79,0.68
Annual,Euro per billion GDP,United States,0.1,0.14,0.16,0.17,0.17,0.18,0.15,0.17,0.17,0.17,0.17,0.19,0.15
Annual,Euro per billion GDP,South Africa,0.07,0.12,0.14,0.11,0.15,0.12,0.08,0.07,0.08,0.12,0.15,0.12,0.1
Annual,Purchasing power standard (PPS) per billion GDP,Austria,0.87,1.15,1.29 b,1.41,1.58,1.42,1.6,1.53,1.6,1.61,1.63,1.65,1.35
Annual,Purchasing power standard (PPS) per billion GDP,Australia,0.16,0.18,0.24,0.17,0.17,0.23,0.21,0.2,0.22,0.24,0.21,0.21,0.18
Annual,Purchasing power standard (PPS) per billion GDP,Belgium,0.59,0.88,1.01 b,0.94,1.03,0.95,1.08,1.09,1.06,0.97,1.06,1.06,1.0
Annual,Purchasing power standard (PPS) per billion GDP,Bulgaria,:,0.05,0.02 b,0.07,0.54,0.42,0.62,0.66,0.72,1.18,1.26,1.17,1.29
Annual,Purchasing power standard (PPS) per billion GDP,Brazil,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01
Annual,Purchasing power standard (PPS) per billion GDP,Canada,0.05,0.08,0.08,0.09,0.09,0.08,0.18,0.18,0.18,0.28,0.24,0.13,0.1
Annual,Purchasing power standard (PPS) per billion GDP,Switzerland,0.85,1.18,1.67 b,1.62,1.97,1.3,1.0,0.93,1.03,0.77,0.93,0.84 p,0.85 p
Annual,Purchasing power standard (PPS) per billion GDP,China except Hong Kong,0.01,0.02,0.02,0.03,0.04,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.08
Annual,Purchasing power standard (PPS) per billion GDP,Cyprus,0.28,0.13,0.41 b,0.49,0.4,0.09,0.33,0.55,0.75,0.67,1.49,1.24,0.7 p
Annual,Purchasing power standard (PPS) per billion GDP,Czechia,0.06,0.2,0.44 b,0.73,0.65,0.64,0.75,0.91,1.14,1.22,1.01,1.04,0.82
Annual,Purchasing power standard (PPS) per billion GDP,Germany,0.94,1.2,1.32,1.33,1.41,1.35,1.44,1.36,1.33,1.32,1.31,1.25,1.1
Annual,Purchasing power standard (PPS) per billion GDP,Denmark,2.03,1.94,2.04 b,2.25,2.35,2.29,2.42,2.06,2.16,2.24,2.03,2.27,2.25
Annual,Purchasing power standard (PPS) per billion GDP,Estonia,:,0.3,0.16 b,0.57,0.42,0.64,1.13,1.45,1.67,1.39,1.75,1.21,1.37
Annual,Purchasing power standard (PPS) per billion GDP,Greece,0.02,0.02,0.05 b,0.03,0.11,0.09,0.12,0.17,0.2 p,0.18 p,0.3 p,0.21 p,0.3 p
Annual,Purchasing power standard (PPS) per billion GDP,Spain,0.73 p,0.87 p,0.98,0.87,0.87,0.81,0.81,0.94,0.84,0.78,0.84,0.79,0.77
Annual,Purchasing power standard (PPS) per billion GDP,European Union - 28 countries (2013-2020),0.71,0.88,1.0,0.99,1.03,1.01,1.1,1.1,1.1,1.11,1.14,1.12,1.02
Annual,Purchasing power standard (PPS) per billion GDP,Finland,0.88,1.15,1.37 b,1.24,1.17,1.22,1.5,1.54,1.43,1.69,1.92,1.9,1.72
Annual,Purchasing power standard (PPS) per billion GDP,France,0.61,0.85,0.92,0.98,0.91,0.99,1.01,0.99,0.95,0.98,1.0,0.92,0.82
Annual,Purchasing power standard (PPS) per billion GDP,Croatia,0.06,0.11,0.05 b,0.08,0.04,0.14,0.12,0.06,0.03,0.06,0.24,0.26,0.38
Annual,Purchasing power standard (PPS) per billion GDP,Hungary,0.04,0.21,0.26 b,0.2,0.39,0.32,0.37,0.42,0.28,0.33,0.33,0.38,0.36
Annual,Purchasing power standard (PPS) per billion GDP,Ireland,0.35,0.32,0.43 b,0.38,0.33,0.4,0.44,0.52,0.45,0.44,0.54,0.59,0.33
Annual,Purchasing power standard (PPS) per billion GDP,Israel,0.39,0.36,0.33,0.3,0.47,0.43,0.43,0.5,0.63,0.71,0.6,0.68,0.62 e
Annual,Purchasing power standard (PPS) per billion GDP,India,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.01
Annual,Purchasing power standard (PPS) per billion GDP,Iceland,0.13,0.23,0.45 b,0.22,0.31,0.39,0.21,0.75,0.31,0.41,0.58,0.65,0.08
Annual,Purchasing power standard (PPS) per billion GDP,Italy,0.78,0.99,1.19,1.08,1.05,1.07,1.15,1.16,1.17,1.11,1.19,1.28,1.09
Annual,Purchasing power standard (PPS) per billion GDP,Japan,0.2,0.29,0.3,0.26,0.26,0.32,0.29,0.32,0.35,0.35,0.33,0.34,0.27
Annual,Purchasing power standard (PPS) per billion GDP,South Korea,0.04,0.11,0.44,0.54,0.38,0.39,0.4,0.41,0.44,0.54,0.64,0.52,0.33
Annual,Purchasing power standard (PPS) per billion GDP,Lithuania,:,0.13,0.17 b,0.11,0.08,0.17,0.21,0.32,0.29,0.58,0.35,0.61,0.47
Annual,Purchasing power standard (PPS) per billion GDP,Luxembourg,0.86,0.79,0.92 b,1.58,1.58,1.54,1.93,1.71,1.74,2.06,2.7,2.55,2.46
Annual,Purchasing power standard (PPS) per billion GDP,Latvia,:,0.29,0.42 b,0.77,0.56,0.32,1.06,1.36,1.06,0.61,0.66,0.86,1.34
Annual,Purchasing power standard (PPS) per billion GDP,Malta,0.43,:,0.13 b,0.38,0.36,0.23,0.47,0.22,0.66,0.85,2.67,2.38,3.47
Annual,Purchasing power standard (PPS) per billion GDP,Mexico,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.01
Annual,Purchasing power standard (PPS) per billion GDP,Netherlands,1.06,1.47,1.5 b,1.36,1.27,1.44,1.61,1.39,1.4,1.54,1.36,1.38,1.21 p
Annual,Purchasing power standard (PPS) per billion GDP,Norway,0.31,0.43,0.37 b,0.37,0.39,0.28,0.38,0.3,0.18,0.21,0.15,0.2,0.11
Annual,Purchasing power standard (PPS) per billion GDP,New Zealand,0.25,0.3,0.35,0.32,0.42,0.44,0.32,0.4,0.3,0.29,0.33,0.39,0.33 e
Annual,Purchasing power standard (PPS) per billion GDP,Poland,0.04,0.21,0.6 b,0.85,1.0,1.18,1.6,1.34,1.46,1.55,1.66,1.84,1.95
Annual,Purchasing power standard (PPS) per billion GDP,Portugal,0.37,0.59,0.7 b,0.71,0.8,0.71,0.95,0.78,0.9,0.84,0.9,0.91,0.76 e
Annual,Purchasing power standard (PPS) per billion GDP,Romania,:,0.01,0.04 b,0.03,0.1,0.07,0.11,0.14,0.19,0.19,0.19,0.2 p,0.17 p
Annual,Purchasing power standard (PPS) per billion GDP,Russia,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.02,0.02,0.01
Annual,Purchasing power standard (PPS) per billion GDP,Sweden,1.57,1.36,1.8 b,1.68,1.85,1.9,2.07,1.81,1.84,1.87,2.14,1.75,1.63
Annual,Purchasing power standard (PPS) per billion GDP,Slovenia,0.17,0.71,0.45 b,0.9,0.88,1.01,1.33,1.41,1.49,1.69,1.99,2.23,1.71
Annual,Purchasing power standard (PPS) per billion GDP,Slovakia,0.03,0.1,0.23 b,0.42,0.33,0.28,0.47,0.33,0.54,0.42,0.58,0.51,0.41
Annual,Purchasing power standard (PPS) per billion GDP,Türkiye,0.07,0.08,0.08,0.06,0.11,0.12,0.07,0.06,0.08,0.07,0.06,0.07,0.06
Annual,Purchasing power standard (PPS) per billion GDP,United Kingdom,0.73,0.75,0.8,0.75,0.9,0.76,0.77,0.93,0.94,0.95,0.96,0.93,0.86
Annual,Purchasing power standard (PPS) per billion GDP,United States,0.11,0.14,0.15,0.16,0.16,0.16,0.15,0.17,0.16,0.18,0.17,0.19,0.18
Annual,Purchasing power standard (PPS) per billion GDP,South Africa,0.03,0.06,0.07,0.06,0.07,0.05,0.04,0.04,0.05,0.07,0.08,0.06,0.05
