Time frequency,Income and living conditions indicator,Sex,Geopolitical entity (reporting)\Time,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Persons aged 65 years and over compared to persons aged less than 65 years,Females,Albania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.02,0.96,1.0,0.98,0.96,:,:
Annual,Persons aged 65 years and over compared to persons aged less than 65 years,Females,Austria,0.831,0.82,0.799,0.831,0.815,0.817,0.805,0.91 b,0.91,0.92,0.9,0.91,0.84 b,0.84,0.86,0.88,0.91,0.92,0.92,0.94,0.93,0.93,0.92,0.95,0.93,0.92,0.92,0.85
Annual,Persons aged 65 years and over compared to persons aged less than 65 years,Females,Belgium,0.743,0.757,0.766,0.766,0.756,0.77,0.758,0.74 b,0.76,0.73,0.71,0.73,0.74,0.74,0.74,0.73,0.73,0.75,0.75,0.78,0.76,0.77,0.76,0.76 b,0.74,0.76,0.71,0.74
Annual,Persons aged 65 years and over compared to persons aged less than 65 years,Females,Bulgaria,:,:,:,:,:,:,:,:,:,:,0.76,0.74,0.64,0.61,0.7,0.69,0.7,0.72,0.77,0.65,0.73 b,0.64,0.7,0.63,0.61,0.63,0.61,0.7
Annual,Persons aged 65 years and over compared to persons aged less than 65 years,Females,Switzerland,:,:,:,:,:,:,:,:,:,:,:,0.83,0.77,0.72,0.77,0.73,0.73,0.74,0.78 b,0.8,0.78,0.8,0.81,0.75,0.76,0.75,0.75,0.75
Annual,Persons aged 65 years and over compared to persons aged less than 65 years,Females,Cyprus,:,:,:,:,:,:,:,:,:,0.55,0.56,0.56,0.57 b,0.59,0.64,0.65,0.68,0.75,0.71,0.76,0.77,0.77,0.77,0.74,0.76,0.76,0.76,0.75
Annual,Persons aged 65 years and over compared to persons aged less than 65 years,Females,Czechia,:,:,:,:,:,:,:,:,:,0.81,0.8,0.8,0.78,0.78,0.8,0.8,0.82,0.83,0.82,0.8,0.78,0.76,0.73,0.72,0.72,0.77,0.71,0.74
Annual,Persons aged 65 years and over compared to persons aged less than 65 years,Females,Germany,0.906,0.902,0.924,0.953,0.964,0.902,0.911,:,:,0.91 b,0.92,0.85,0.87,0.86,0.88,0.89,0.87,0.88,0.87,0.85,0.84,0.84,0.83,0.83,0.81 b,0.83,0.83,0.83
Annual,Persons aged 65 years and over compared to persons aged less than 65 years,Females,Denmark,:,:,:,:,:,:,:,0.69,0.71,0.7,0.71,0.7,0.7,0.7,0.71,0.73 b,0.74,0.74,0.76,0.77,0.75,0.76,0.77,0.76,0.77 b,0.76,0.75,0.77
Annual,Persons aged 65 years and over compared to persons aged less than 65 years,Females,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",0.876 e,0.884 e,0.881 e,0.897 e,0.893 e,0.877 e,0.866 e,:,:,:,:,:,0.85,0.86,0.88,0.89,0.91,0.93,0.93 e,0.92 e,0.92 e,0.92 e,0.91 e,0.91,0.90 b,0.91,:,:
Annual,Persons aged 65 years and over compared to persons aged less than 65 years,Females,Euro area - 18 countries (2014),:,:,:,:,:,:,:,:,0.83,0.85,0.84,0.83,0.85,0.86,0.87,0.89,0.91,0.93,0.93,0.93,0.92,0.92,0.91,0.91,0.91 b,:,:,:
Annual,Persons aged 65 years and over compared to persons aged less than 65 years,Females,Euro area - 19 countries  (2015-2022),:,:,:,:,:,:,:,:,:,0.84,0.84,0.83,0.84,0.86,0.87,0.89,0.9,0.93,0.93,0.92,0.92,0.92,0.91,0.91,0.90 b,0.91,:,:
Annual,Persons aged 65 years and over compared to persons aged less than 65 years,Females,Euro area – 20 countries (from 2023),:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.93,0.92,0.92,0.91,0.91,0.9,0.9,0.91,0.89,0.89
Annual,Persons aged 65 years and over compared to persons aged less than 65 years,Females,Estonia,:,:,:,:,:,:,:,:,0.7,0.7,0.68,0.63,0.59,0.61,0.69,0.7,0.68,0.64,0.58 b,0.57,0.56,0.56,0.54,0.55,0.57,0.57,0.51,0.53
Annual,Persons aged 65 years and over compared to persons aged less than 65 years,Females,Greece,0.721,0.798,0.738,0.711,0.742,0.767,0.723,0.78 b,0.77,0.78,0.8,0.83,0.84,0.85,0.83,0.8,0.99,1.05,0.98,1.01,1.03,1.01,0.98,0.96,0.97,0.96,0.93,0.91
Annual,Persons aged 65 years and over compared to persons aged less than 65 years,Females,Spain,0.952,0.964,0.95,0.918,0.885,0.846,0.856,:,0.77 b,0.76,0.73,0.78,0.81 b,0.86,0.86,0.89,0.93,0.96,1.0,0.97,0.98,0.95,0.93,0.95,0.99,1.0,0.98,0.99
Annual,Persons aged 65 years and over compared to persons aged less than 65 years,Females,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",:,:,:,:,:,:,:,:,:,:,:,:,0.83,0.84,0.86,0.87,0.89,0.91,0.91 e,0.91 e,0.90 e,0.89 e,0.89 e,0.88 e,:,:,:,:
Annual,Persons aged 65 years and over compared to persons aged less than 65 years,Females,European Union - 27 countries (2007-2013),:,:,:,:,:,:,:,:,:,0.84 i,0.83 i,0.82,0.83,0.84,0.86,0.88,0.89,0.91,0.91,0.91,0.9,0.89,0.89,0.88 e,:,:,:,:
Annual,Persons aged 65 years and over compared to persons aged less than 65 years,Females,European Union - 27 countries (from 2020),:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.87,0.88,0.89,0.92,0.92 e,0.91 e,0.91 e,0.90 e,0.89 e,0.88 e,0.87 b,0.89,0.88,0.87
Annual,Persons aged 65 years and over compared to persons aged less than 65 years,Females,European Union - 28 countries (2013-2020),:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.86,0.87,0.89,0.91,0.91,0.91,0.9,0.89,0.89,0.88 e,:,:,:,:
