Time frequency,International Standard Classification of Education (ISCED 2011),Unit of measure,Geopolitical entity (reporting)\Time,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,"Less than primary, primary and lower secondary education (levels 0-2)",Percentage,Albania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,29.4,27.4,23.5,21.0,22.9,:,:
Annual,"Less than primary, primary and lower secondary education (levels 0-2)",Percentage,Austria,11.3,10.6,11.8,13.2,9.5,16.2 b,13.4,13.3,12.7,10.8,13.8,15.8,13.3,16.2,14.6,13.7,14.3,17.0,16.3,15.9,19.8
Annual,"Less than primary, primary and lower secondary education (levels 0-2)",Percentage,Belgium,9.3,6.7,7.2,7.4,7.3,8.4,8.0,8.5,8.6,10.1,10.1,9.6,9.2,10.0,12.2,14.2,12.0 b,12.4,12.1,10.3,14.8
Annual,"Less than primary, primary and lower secondary education (levels 0-2)",Percentage,Bulgaria,:,:,:,14.9,20.6,21.3,22.7,26.4,30.6,26.9,30.2,35.5,31.2,38.3 b,39.5,34.1,34.0,36.6,31.3,35.6,37.2
Annual,"Less than primary, primary and lower secondary education (levels 0-2)",Percentage,Switzerland,:,:,:,:,12.2,18.0,16.7,15.0,17.3,20.7,16.3,14.0 b,15.7,17.6,17.7,15.2,22.8,22.4,20.4,25.4,23.7
Annual,"Less than primary, primary and lower secondary education (levels 0-2)",Percentage,Cyprus,:,:,10.3,12.1,10.2,11.1 b,11.3,12.1,13.7,14.5,15.3,15.8,17.5,16.2,19.2,16.7,15.5,18.7,19.5,18.2,19.4
Annual,"Less than primary, primary and lower secondary education (levels 0-2)",Percentage,Czechia,:,:,10.6,9.2,9.2,10.2,9.5,9.5,8.5,9.5,9.3,6.7,11.3,16.2,11.4,14.5,12.3,15.4,8.5,9.4,7.5
Annual,"Less than primary, primary and lower secondary education (levels 0-2)",Percentage,Germany,:,:,9.0,9.9,14.5,15.2,13.5,14.5,15.0,15.2,16.1,21.4,21.7,21.9,21.7,19.7,18.3,16.9 b,18.7,16.2,15.1
Annual,"Less than primary, primary and lower secondary education (levels 0-2)",Percentage,Denmark,5.3,6.9,7.9,6.6,5.2,6.3,6.6,8.1,9.5 b,8.9,6.8,5.1,8.9,7.6,11.6,9.2,12.3,10.1,12.0,8.5,7.8
Annual,"Less than primary, primary and lower secondary education (levels 0-2)",Percentage,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",:,:,:,:,:,14.5 e,14.9 e,14.3 e,15.5 e,15.6 e,16.1 e,18.0 e,18.6 e,19.0 e,18.9 e,18.0 e,17.6,16.8 b,18.3,:,:
Annual,"Less than primary, primary and lower secondary education (levels 0-2)",Percentage,Euro area - 18 countries (2014),:,:,12.9,13.0,13.4,14.5,14.9,14.3,15.5,15.6,16.1,18.0,18.5,19.0,18.9,17.9,17.6,16.8 b,:,:,:
Annual,"Less than primary, primary and lower secondary education (levels 0-2)",Percentage,Euro area - 19 countries  (2015-2022),:,:,12.9,13.0,13.4,14.5,14.9,14.3,15.5,15.6,16.1,18.1,18.6,19.0,18.9,18.0,17.6,16.8 b,18.3,:,:
Annual,"Less than primary, primary and lower secondary education (levels 0-2)",Percentage,Euro area – 20 countries (from 2023),:,:,:,:,:,:,:,:,:,:,:,18.0,18.6,19.0,18.9,17.9,17.6,16.8,18.3,17.2,17.0
Annual,"Less than primary, primary and lower secondary education (levels 0-2)",Percentage,Estonia,:,13.7,10.9,10.2,10.8,10.7,15.1,8.3,13.9,13.0,11.1,20.0 b,16.2,14.3,15.4,15.6,19.7,15.5,13.6,22.6,18.3
Annual,"Less than primary, primary and lower secondary education (levels 0-2)",Percentage,Greece,24.4,23.1,22.9,24.2,25.7,26.7,26.9,26.4,24.8,29.5,27.8,28.1,28.4,27.1,25.5,23.5,22.1,23.4,26.0,23.4,23.0
Annual,"Less than primary, primary and lower secondary education (levels 0-2)",Percentage,Spain,:,15.9,16.0,15.7,13.9,16.6 b,17.8,16.6,16.5,16.3,16.3,19.5,21.7,21.2,21.4,21.7,20.4,18.8,21.5,19.4,19.6
Annual,"Less than primary, primary and lower secondary education (levels 0-2)",Percentage,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",:,:,:,:,:,16.5 e,16.3 e,15.9 e,17.3 e,17.3 e,17.8 e,18.6 e,18.9 e,19.3 e,20.2 e,19.3 e,18.9 e,:,:,:,:
Annual,"Less than primary, primary and lower secondary education (levels 0-2)",Percentage,European Union - 27 countries (2007-2013),:,:,15.1 e,15.0 e,15.1,16.5,16.3,15.9,17.3,17.3,17.8,18.6,18.9,19.4,20.2,19.3,19.0 e,:,:,:,:
Annual,"Less than primary, primary and lower secondary education (levels 0-2)",Percentage,European Union - 27 countries (from 2020),:,:,:,:,:,:,:,16.3 e,17.6 e,17.4 e,18.3 e,20.1 e,20.4 e,20.8 e,20.4 e,19.6 e,19.2 e,18.8 b,19.8,18.4,18.4
Annual,"Less than primary, primary and lower secondary education (levels 0-2)",Percentage,European Union - 28 countries (2013-2020),:,:,:,:,:,:,:,15.9,17.3,17.3,17.8,18.6,18.9,19.3,20.2,19.3,18.9 e,:,:,:,:
Annual,"Less than primary, primary and lower secondary education (levels 0-2)",Percentage,Finland,:,6.3,5.4,7.9,7.3,7.8,5.5,6.4,8.0,6.8,6.0,5.1,5.5,5.0,4.6,5.1,6.3,8.1,4.8,4.4,4.8
Annual,"Less than primary, primary and lower secondary education (levels 0-2)",Percentage,France,:,8.7,10.0,9.9,10.7,11.6 b,12.9,10.9,14.4 b,14.4,16.3,17.8,14.0,16.0,14.9,13.4,14.9,15.0 b,14.1,15.3 b,16.6
Annual,"Less than primary, primary and lower secondary education (levels 0-2)",Percentage,Croatia,:,:,:,:,:,:,:,19.5,16.9,19.9,19.1,13.9,19.0,16.7,17.2,14.6,16.8,13.3,15.9,16.9,17.7 b
Annual,"Less than primary, primary and lower secondary education (levels 0-2)",Percentage,Hungary,:,:,17.5,15.2,14.2,13.7,16.5,13.8,19.0,19.0,24.3,21.0,27.8,25.2,17.4,24.1,17.2,21.2,27.3,19.3,24.1
Annual,"Less than primary, primary and lower secondary education (levels 0-2)",Percentage,Ireland,14.6,12.5,10.2,9.7,9.9,12.8,10.0,9.6,8.8,9.7,10.1,10.6,11.4,10.7,9.4,11.9,11.7 b,8.3 b,9.5,12.3,9.7
Annual,"Less than primary, primary and lower secondary education (levels 0-2)",Percentage,Iceland,:,9.7,9.6,8.7,7.6,7.0,9.4,7.6,6.4,6.1,7.0,5.0,6.7,6.8,7.2,7.0,8.1,:,:,:,:
Annual,"Less than primary, primary and lower secondary education (levels 0-2)",Percentage,Italy,:,14.0,13.8,14.4,14.9,14.5,15.8,15.5,17.7,18.0,18.0,18.0,19.4,20.2,20.9,19.6,19.4,17.5,19.0,18.7,17.7
Annual,"Less than primary, primary and lower secondary education (levels 0-2)",Percentage,Lithuania,:,:,22.2,25.2,15.9,19.7,20.4,23.9,16.6,18.0,27.8,20.0,33.4,28.5,24.7,23.5,16.5,19.4,13.2,16.6,16.0
Annual,"Less than primary, primary and lower secondary education (levels 0-2)",Percentage,Luxembourg,12.3,16.7,20.1,20.3,18.8,19.8,19.7,20.0,17.8,18.5,22.6,21.0,20.9,19.5 b,21.3,18.3,24.3,24.6 b,27.4 b,19.7 b,33.2
Annual,"Less than primary, primary and lower secondary education (levels 0-2)",Percentage,Latvia,:,:,17.6,23.1,16.6,17.8,22.5,18.9,20.0,20.8,18.1,17.5,20.4,21.9,16.8,19.3,18.5,16.0,20.7,21.1,16.2
Annual,"Less than primary, primary and lower secondary education (levels 0-2)",Percentage,Montenegro,:,:,:,:,:,:,:,:,:,:,25.2,32.8,33.7,31.5,32.8,33.9,32.0,39.8,21.0,16.6,:
Annual,"Less than primary, primary and lower secondary education (levels 0-2)",Percentage,North Macedonia,:,:,:,:,:,:,:,:,:,25.9,25.2,25.1,19.4,25.5,28.6,25.0,24.5,21.7,:,:,:
Annual,"Less than primary, primary and lower secondary education (levels 0-2)",Percentage,Malta,:,:,5.9,5.7,6.5,7.6,8.5,8.4,9.5,8.9,10.2,9.7,10.6,10.7,10.6,10.9,10.9,13.3,12.8,12.9,14.7
Annual,"Less than primary, primary and lower secondary education (levels 0-2)",Percentage,Netherlands,:,:,7.4,5.8,5.9,6.2,7.1,6.5,8.7,6.8,7.1,8.2,8.6,8.3 b,8.4,8.1,7.2,9.0,9.7,7.4,11.0
