Time frequency,Sex,Age class,Unit of measure,Geopolitical entity (reporting)\Time,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Total,From 15 to 29 years,Percentage of total population,Austria,:,:,:,:,:,:,10.0,9.5,8.9,8.6,9.0,9.7,9.0,9.3,8.8,8.8,8.6,9.9,9.4,9.1,9.4
Annual,Total,From 15 to 29 years,Percentage of total population,Belgium,:,:,:,:,:,:,12.2,12.3,13.1,13.6,14.1,13.3,13.6,12.2,11.8 b,11.4,11.2,11.3,10.1 b,9.2,9.6
Annual,Total,From 15 to 29 years,Percentage of total population,Bulgaria,:,:,:,:,:,:,20.8,23.4 b,24.7 b,24.7,25.7,23.9,22.2,22.4,18.9,18.1,16.6 b,18.0,17.4,14.8,13.8
Annual,Total,From 15 to 29 years,Percentage of total population,Cyprus,:,:,:,:,:,:,11.5,12.9,14.8,17.3,20.4,19.5,18.5,18.0,17.6,14.9,14.7,15.2,15.0,14.4,13.9
Annual,Total,From 15 to 29 years,Percentage of total population,Czechia,:,:,:,:,:,:,12.7,12.9,12.1 b,12.9,12.8,12.1,11.8,11.1,10.0,9.5,9.8,11.0,10.9,11.4,10.1
Annual,Total,From 15 to 29 years,Percentage of total population,Germany,:,:,:,:,:,:,12.9,12.2 b,11.0 b,10.6,9.9,9.8,9.6,10.0,9.6,9.0,8.6,9.6 b,9.5,8.8,8.8
Annual,Total,From 15 to 29 years,Percentage of total population,Denmark,:,:,:,:,:,:,7.4,8.2,8.4,9.0,8.2,8.0,8.5,8.4 b,9.8 b,9.6,9.6,10.2,8.4,7.9,8.6 b
Annual,Total,From 15 to 29 years,Percentage of total population,Euro area – 20 countries (from 2023),:,:,:,:,:,:,14.8,15.2,15.1,15.7,16.2,15.8,15.3,14.7,14.0,13.4,12.8,14.0,13.0,11.7,11.3
Annual,Total,From 15 to 29 years,Percentage of total population,Estonia,:,:,:,:,:,:,17.7,17.1,14.1,14.1,13.5,13.2,12.4,13.3,10.5,11.5,9.7,11.1,11.2,10.6,9.6
Annual,Total,From 15 to 29 years,Percentage of total population,Greece,:,:,:,:,:,:,15.5,18.2,22.7,26.4,28.1,26.3,23.8,21.9,21.0,19.2,17.5,18.5,17.2,15.3,15.9
Annual,Total,From 15 to 29 years,Percentage of total population,Spain,:,:,:,:,:,:,19.9,20.0,20.6,22.2,22.5,20.7,19.4,18.1,16.4,15.3,14.9,17.3,14.2 d,12.7 d,12.3 d
