Time frequency,Stock or flow,"Standard International Trade Classification (SITC Rev. 4, 2006)",Geopolitical entity (partner),Unit of measure,Geopolitical entity (reporting)\Time,Décembre 2023,Janvier 2024,Février 2024,Mars 2024,Avril 2024,Mai 2024,Juin 2024,Juillet 2024,Août 2024,Septembre 2024,Octobre 2024,Novembre 2024
Monthly,Imports,Other manufactured goods,Rest of the world,Percentage change m/m-12 (NSA),Euro area – 20 countries (from 2023),-15.6,-12.2,-5.5,-10.2,4.7,-6.6,-11.3,5.5,1.9,8.0,8.9,1.8
Monthly,Imports,Other manufactured goods,Rest of the world,Percentage change m/m-12 (NSA),European Union - 27 countries (from 2020),-17.4,-15.3,-4.9,-9.2,5.4,-7.3,-11.2,6.7,5.9,10.7,11.8,7.0
Monthly,Imports,Other manufactured goods,Rest of the world,Percentage change m/m-1 (SA),Euro area – 20 countries (from 2023),1.6,-4.7,6.0,2.1,1.4,-0.8,-2.2,2.8,0.8,0.3,-0.2,-1.1
Monthly,Imports,Other manufactured goods,Rest of the world,Percentage change m/m-1 (SA),European Union - 27 countries (from 2020),2.6,-8.3,11.7,1.4,1.0,-0.7,-1.8,2.5,2.8,-0.9,0.4,0.9
Monthly,Imports,Other manufactured goods,Rest of the world,Trade value in million euro (SA),Euro area – 20 countries (from 2023),51619.6,49183.7,52152.2,53270.0,54010.3,53589.3,52434.5,53907.1,54341.7,54479.1,54361.9,53755.9
Monthly,Imports,Other manufactured goods,Rest of the world,Trade value in million euro (SA),European Union - 27 countries (from 2020),45224.9,41481.5,46340.4,46997.5,47481.3,47141.4,46285.5,47454.9,48763.5,48334.9,48546.9,48995.4
