Time frequency,Classification of individual consumption by purpose (COICOP),Unit of measure,Geopolitical entity (reporting)\Time,Janvier 2024,Février 2024,Mars 2024,Avril 2024,Mai 2024,Juin 2024,Juillet 2024,Août 2024,Septembre 2024,Octobre 2024,Novembre 2024,Décembre 2024
Monthly,Education,"Index, 2015=100",Albania,109.39 d,109.25 d,109.25 d,109.26 d,109.40 d,109.26 d,109.55 d,110.28 d,110.58 d,110.65 d,111.12 d,111.25 d
Monthly,Education,"Index, 2015=100",Austria,126.51,128.02,128.02,128.04,127.97,128.36,128.85,129.02,130.13,131.38,132.16,132.13
Monthly,Education,"Index, 2015=100",Belgium,139.31,139.31,139.31,139.31,139.31,139.31,139.31,139.31,139.31,141.53,141.53,141.53
Monthly,Education,"Index, 2015=100",Bulgaria,151.09,151.69,151.74,151.77,152.01,152.01,152.05,152.05,156.83,159.75,160.15,160.15
Monthly,Education,"Index, 2015=100",Switzerland,107.52,107.52,107.52,107.52,107.52,107.52,107.52,108.29,108.29,108.29,108.29,108.29
Monthly,Education,"Index, 2015=100",Cyprus,110.54,110.54,110.54,110.54,110.54,110.54,110.54,110.58,113.45,114.68,114.68,114.68
Monthly,Education,"Index, 2015=100",Czechia,132.7,132.8,132.8,132.9,132.9,133.0,133.0,133.0,146.9,147.0,147.1,147.1
Monthly,Education,"Index, 2015=100",Germany,112.0,112.1,112.7,112.9,113.0,113.0,113.0,112.8,115.1,115.6,115.6,115.6
Monthly,Education,"Index, 2015=100",Denmark,130.4,130.4,130.4,130.4,130.4,130.4,130.4,132.9,132.9,134.6,134.6,134.6
Monthly,Education,"Index, 2015=100","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",107.74,107.86,108.02,108.09,108.16,108.2,108.22,108.27,110.46,111.55,111.59,111.6
Monthly,Education,"Index, 2015=100",Euro area - 19 countries  (2015-2022),107.73,107.85,108.02,108.09,108.15,108.18,108.21,108.26,110.44,111.53,111.56,111.57
Monthly,Education,"Index, 2015=100",Euro area – 20 countries (from 2023),107.77,107.89,108.05,108.12,108.19,108.22,108.25,108.3,110.48,111.58,111.61,111.62
Monthly,Education,"Index, 2015=100",Estonia,125.01,125.27,125.59,125.67,125.67,126.24,126.41,126.15,133.62,133.65,133.03,133.03
Monthly,Education,"Index, 2015=100",Greece,105.34,105.34,105.34,105.34,105.34,105.34,105.34,105.34,108.05,108.09,108.09,108.09
Monthly,Education,"Index, 2015=100",Spain,109.6,109.64,109.72,109.73,109.73,109.73,109.73,109.75,111.02,112.15,112.3,112.32
Monthly,Education,"Index, 2015=100","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",118.65,118.84,119.09,119.21,119.3,119.35,119.44,119.56,122.02,123.86,123.95,123.98
Monthly,Education,"Index, 2015=100",European Union - 27 countries (from 2020),114.43,114.61,114.86,114.97,115.06,115.1,115.19,115.31,117.68,119.46,119.54,119.57
Monthly,Education,"Index, 2015=100",Finland,121.3,121.3,121.3,121.3,121.3,121.3,121.3,121.3,124.08,124.08,124.08,124.08
Monthly,Education,"Index, 2015=100",France,125.1,125.22,125.33,125.34,125.32,125.47,125.5,126.19,128.54,129.37,129.01,129.04
Monthly,Education,"Index, 2015=100",Croatia,110.28,110.28,110.28,110.31,110.3,111.51,111.76,111.76,114.08,116.18,116.17,116.21
Monthly,Education,"Index, 2015=100",Hungary,139.81,140.61,141.16,141.8,142.29,142.51,145.2,145.68,147.17,147.71,147.39,147.87
Monthly,Education,"Index, 2015=100",Ireland,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,109.7,109.3,109.3
Monthly,Education,"Index, 2015=100",Iceland,131.28,131.33,131.38,131.44,131.44,131.44,131.44,121.69,121.82,121.88,121.88,121.85
Monthly,Education,"Index, 2015=100",Italy,83.6,83.6,83.6,83.7,83.7,83.7,83.7,83.7,84.3,86.0,86.0,86.0
Monthly,Education,"Index, 2015=100",Lithuania,155.59,155.66,155.66,155.7,156.35,156.35,156.35,156.37,163.04,163.36,163.73,163.73
Monthly,Education,"Index, 2015=100",Luxembourg,123.26,123.26,123.26,123.26,123.26,123.26,123.26,123.26,123.97,123.97,123.97,123.97
Monthly,Education,"Index, 2015=100",Latvia,127.44,123.44,124.72,126.41,126.39,126.43,126.43,126.39,133.45,133.52,133.62,134.57
Monthly,Education,"Index, 2015=100",Montenegro,108.96 d,108.96 d,108.96 d,108.96 d,108.96 d,108.96 d,108.96 d,108.96 d,109.78 d,109.78 d,109.78 d,109.78 d
Monthly,Education,"Index, 2015=100",North Macedonia,100.82 d,100.82 d,100.83 d,100.83 d,100.83 d,100.83 d,100.83 d,100.85 d,101.09 d,101.09 d,101.09 d,101.09 d
Monthly,Education,"Index, 2015=100",Malta,125.36,125.36,127.1,127.15,127.15,129.96,129.96,129.96,129.96,131.35,131.35,131.35
Monthly,Education,"Index, 2015=100",Netherlands,111.62,111.62,111.62,111.62,112.54,112.2,112.2,112.2,125.21,125.21,125.24,125.24
Monthly,Education,"Index, 2015=100",Norway,137.5,137.5,137.5,137.5,137.5,137.5,137.5,137.5,144.4,144.4,144.4,144.4
Monthly,Education,"Index, 2015=100",Poland,146.1,146.4,146.7,146.9,146.9,147.0,147.1,147.2,150.2,155.9,156.1,156.1
Monthly,Education,"Index, 2015=100",Portugal,110.18,110.16,110.16,110.15,110.22,110.22,110.23,110.23,110.41,113.7,113.78,113.84
Monthly,Education,"Index, 2015=100",Romania,139.97,140.41,141.54,141.96,142.12,142.22,142.39,142.79,145.27,152.36,152.99,153.3
Monthly,Education,"Index, 2015=100",Serbia,112.8 d,112.9 d,112.9 d,113.2 d,113.2 d,113.3 d,113.4 d,113.4 d,113.5 d,117.3 d,117.3 d,117.3 d
Monthly,Education,"Index, 2015=100",Sweden,114.24,117.92,118.63,118.69,118.69,118.87,118.87,118.87,118.95,118.95,117.98,113.78
Monthly,Education,"Index, 2015=100",Slovenia,122.22,122.22,122.69,122.72,122.72,123.29,123.48,123.48,124.06,125.45,125.45,125.51
Monthly,Education,"Index, 2015=100",Slovakia,145.17,147.07,147.01,147.64,147.68,148.65,148.65,148.65,154.47,156.54,156.67,156.68
Monthly,Education,"Index, 2015=100",Türkiye,509.04 d,574.01 d,649.09 d,668.40 d,706.02 d,730.54 d,740.63 d,824.62 d,941.83 d,944.90 d,944.99 d,945.60 d
