Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0
Annual,Percentage of households,Burgenland,79.29,81.76,:,82.54,85.86,89.85,87.71,87.19,92.86,90.47,93.66,93.19
Annual,Percentage of households,Niederösterreich,75.64,77.77,:,82.53,88.86,85.99,91.69,91.65,94.74,91.25,95.91,93.95
Annual,Percentage of households,Wien,83.49,84.47,:,88.45,89.36,90.95,91.83,92.95,96.15,96.31,96.18,95.44
Annual,Percentage of households,Kärnten,76.5,74.9,:,83.75,85.5,85.21,87.3,87.37,92.24,91.25,93.05,95.0
Annual,Percentage of households,Steiermark,81.56,80.14,:,82.45,90.33,87.99,85.55,85.97,94.12,92.64,92.67,94.0
Annual,Percentage of households,Oberösterreich,82.81,80.42,:,85.81,88.89,89.64,88.68,90.44,95.98,92.25,94.49,96.04
Annual,Percentage of households,Salzburg,78.85,85.14,:,85.69,88.07,89.98,89.76,88.08,96.0,92.52,95.86,95.5
Annual,Percentage of households,Tirol,83.94,81.7,:,84.17,89.32,88.69,92.95,91.54,93.11,94.7,95.6,95.28
Annual,Percentage of households,Vorarlberg,83.81,81.5,:,88.05,87.1,90.77,90.42,93.4,96.89,91.71,94.97,95.42
Annual,Percentage of households,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,78.03,80.08,80.34,88.02,85.27,87.78,88.97,89.52,93.0,95.76,95.01,95.18
Annual,Percentage of households,Prov. Antwerpen,85.77,85.95,83.6,86.4,88.61,89.42,92.85,90.75,92.72,96.79,96.06,94.12
Annual,Percentage of households,Prov. Limburg (BE),83.23,88.95,85.06,88.02,89.86,89.46,92.94,91.83,92.93,96.34,94.24,92.63
Annual,Percentage of households,Prov. Oost-Vlaanderen,82.61,86.05,83.1,87.16,86.02,88.24,89.2,93.22,92.54,94.27,93.92,92.86
Annual,Percentage of households,Prov. Vlaams-Brabant,82.59,87.24,87.58,87.32,88.51,89.99,93.53,94.21,96.11,94.48,98.68,90.54
Annual,Percentage of households,Prov. West-Vlaanderen,78.28,83.18,81.67,83.47,87.8,88.0,90.49,90.63,92.84,94.54,92.86,87.6
Annual,Percentage of households,Prov. Brabant wallon,83.83,86.98,84.7,88.1,88.68,88.92,90.96,95.91,95.81,97.68,94.05,92.45
Annual,Percentage of households,Prov. Hainaut,72.14,74.46,77.01,75.42,78.94,82.15,83.46,87.1,88.17,91.74,93.73,87.99
Annual,Percentage of households,Prov. Liège,76.93,77.39,77.91,83.6,84.57,85.59,88.66,92.01,91.2,92.91,94.2,90.36
Annual,Percentage of households,Prov. Luxembourg (BE),76.42,81.24,81.61,88.39,84.54,86.15,89.98,86.66,86.7,90.48,91.43,86.99
Annual,Percentage of households,Prov. Namur,78.82,81.59,78.19,79.18,82.72,80.94,85.27,85.61,85.18,90.58,90.29,90.09
Annual,Percentage of households,Severozapaden,42.81,44.88,44.86,58.56,57.77,65.22,70.8,66.15,73.5,83.07,82.57,89.17
Annual,Percentage of households,Severen tsentralen,49.57,58.45,58.21,61.53,67.77,68.53,73.17,74.76,82.67,85.63,85.36,92.85
Annual,Percentage of households,Severoiztochen,51.54,56.16,56.48,67.34,68.69,73.89,74.02,77.7,85.23,85.39,86.52,89.88
Annual,Percentage of households,Yugoiztochen,46.54,52.3,58.64,60.85,62.12,69.97,74.73,77.24,81.73,84.92,87.49,88.62
Annual,Percentage of households,Yugozapaden,64.28,63.68,67.75,64.89,70.51,75.27,77.8,85.86,86.23,90.48,92.82,95.53
Annual,Percentage of households,Yuzhen tsentralen,52.68,54.83,56.59,64.94,70.42,73.7,75.27,79.19,85.53,88.61,87.82,91.67
Annual,Percentage of households,Région lémanique,:,90.76,:,:,90.99 b,:,96.48,:,99.07,:,99.84,:
Annual,Percentage of households,Espace Mittelland,:,85.22,:,:,93.89 b,:,92.81,:,97.52,:,99.82,:
Annual,Percentage of households,Nordwestschweiz,:,91.68,:,:,94.62 b,:,96.76,:,97.92,:,99.85,:
Annual,Percentage of households,Zürich,:,95.23,:,:,94.08 b,:,95.75,:,99.63,:,100.0,:
Annual,Percentage of households,Ostschweiz,:,92.41,:,:,93.74 b,:,97.26,:,99.24,:,99.03,:
Annual,Percentage of households,Zentralschweiz,:,93.35,:,:,93.50 b,:,96.41,:,99.02,:,99.14,:
Annual,Percentage of households,Ticino,:,85.03,:,:,85.70 b,:,92.47,:,98.66,:,99.24,:
Annual,Percentage of households,Kýpros,64.71,68.64,71.21,74.35,79.41,86.17,89.61,92.78,93.41,94.0,92.3,94.92
Annual,Percentage of households,Praha,80.3,87.99,88.47,90.68,89.31,93.17,93.23,94.74,94.16,96.3,95.95,96.77
Annual,Percentage of households,Střední Čechy,78.91,81.16,82.61,85.21,86.68,86.66,87.86,87.79,89.31,92.38,91.93,94.77
Annual,Percentage of households,Jihozápad,71.05,76.84,80.92,81.97,82.5,86.17,86.42,87.68,92.22,92.32,93.46,95.61
Annual,Percentage of households,Severozápad,66.71,69.33,71.18,75.5,78.4,81.66,79.3,82.28,86.03,87.57,92.11,95.82
