Time frequency,Motor energy,Unit of measure,Geopolitical entity (reporting)\Time,1970.0,1975.0,1979.0,1980.0,1981.0,1982.0,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0
Annual,Alternative energy,Number,Austria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,:
Annual,Alternative energy,Number,Belgium,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4323.0,4297.0,4255.0,3962.0,3943.0,3928.0,3906.0,3882.0,3865.0,3853.0,3843.0,3829.0,3814.0,3801.0,:,:
Annual,Alternative energy,Number,Switzerland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,20.0,13.0,8.0,7.0,1.0,1.0,1.0,10.0,0 e,0 e,0 e,0 e,0 e,0 e,0 e,:
Annual,Alternative energy,Number,Cyprus,:,:,:,:,:,:,:,:,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,:,:,:,:,:,:,:,:,:,: m,0.0,: m,: m,: m,0.0,0.0,0.0,0.0,0.0
Annual,Alternative energy,Number,Czechia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,67.0,75.0,70.0,70.0,64.0,61.0,58.0,55.0,46.0,34.0,33.0,32.0,31.0,:
Annual,Alternative energy,Number,Germany,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,31.0,22.0,:,:,:,:,:,:,:,:,:,:,:,714.0
Annual,Alternative energy,Number,Denmark,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,8.0,4.0,5.0,1.0,1.0,2.0,3.0,:,:,:,:,:,:,:,:,:,:,:
Annual,Alternative energy,Number,Estonia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,1.0
Annual,Alternative energy,Number,Spain,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,24.0,24.0,23.0,23.0,20.0,19.0,30.0,:
Annual,Alternative energy,Number,Finland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Alternative energy,Number,France,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,53.0,41.0,33.0,30.0,32.0,29.0,26.0,74.0,83.0,67.0,64.0,:,:,129.0,:
Annual,Alternative energy,Number,Croatia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,:,:,:,:,0.0,0.0,0.0,0.0,: m,1.0,2.0,5.0,41.0,5.0,45.0
Annual,Alternative energy,Number,Hungary,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,18.0,11.0,11.0,8.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,52.0,71.0,115.0,157.0,:
Annual,Alternative energy,Number,Ireland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.0,0.0,:
Annual,Alternative energy,Number,Iceland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0 e,0 e,:,:,:,:,:,:,:,:
Annual,Alternative energy,Number,Italy,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,116.0,111.0,85.0,80.0,:,:,:,:,209.0,199.0,190.0,184.0,171.0,159.0,:
Annual,Alternative energy,Number,Liechtenstein,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.0,:,:,0.0,0.0,:,0.0,0.0,0.0,0.0,0.0,:,:,0.0
Annual,Alternative energy,Number,Luxembourg,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,:,:,:,:
Annual,Alternative energy,Number,Latvia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,8.0,7.0,6.0,11.0,9.0,7.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,14.0
Annual,Alternative energy,Number,North Macedonia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,16.0,20.0,28.0,55.0,73.0,82.0,:,:,97.0,126.0,143.0,158.0,166.0,174.0,160.0,143.0,:
Annual,Alternative energy,Number,Malta,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.0,0.0,0.0,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,:
Annual,Alternative energy,Number,Netherlands,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,6.0,9.0,15.0,13.0,14.0,15.0,23.0,20.0,20.0,18.0,12.0,14.0,20.0,22.0,32.0,53.0,:,:
Annual,Alternative energy,Number,Norway,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,:
Annual,Alternative energy,Number,Poland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,7447.0,: m,8582.0,7502.0,6610.0,6310.0,5486.0,5172.0,4453.0,5338.0,5691.0
Annual,Alternative energy,Number,Portugal,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,24.0,24.0,29.0,:
Annual,Alternative energy,Number,Sweden,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,5.0,:,9.0,:,:
Annual,Alternative energy,Number,Slovenia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,23.0,:,:,:,:,29.0,30.0,48.0,46.0,53.0,68.0,:,:,64.0,59.0,47.0,40.0,8.0,1.0,4.0,4.0,6.0
Annual,Alternative energy,Number,Slovakia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,85.0,85.0,:,:,:,:,:,:,:,:,:,:,:,:
