Time frequency,Degree of urbanisation,Unit of measure,Geopolitical entity (reporting)\Time,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Cities,Percentage,Albania,:,:,:,15.8,11.9,9.6,9.4,10.4,:,:
Annual,Cities,Percentage,Austria,:,11.4,12.5,12.7,11.6,12.8,10.8,12.5,9.6,10.9
Annual,Cities,Percentage,Belgium,:,21.9,22.6,22.0,20.0,20.1,17.7,19.1,18.0,16.8
Annual,Cities,Percentage,Bulgaria,:,5.5,6.3,4.8,4.3,5.3,3.9,4.8,5.1,4.2
Annual,Cities,Percentage,Switzerland,5.9,6.7,7.5,8.1,9.1,7.7,6.9,7.9,6.3,6.1
Annual,Cities,Percentage,Cyprus,:,9.3,9.5,8.7,7.8,6.4,5.9,5.5,4.8,4.8
Annual,Cities,Percentage,Czechia,:,7.4,7.0,6.8,4.8,5.2,5.1,7.0,5.6,5.9
Annual,Cities,Percentage,Germany,:,13.9,13.4,12.0,11.0,10.1,11.9,13.6,13.3,13.1
Annual,Cities,Percentage,Denmark,:,16.7,13.8,13.2,12.8,12.0,12.2,11.8,11.6,11.7
Annual,Cities,Percentage,Euro area - 19 countries  (2015-2022),:,12.7,12.3,11.4,10.5,10.3,11.3,12.0,:,:
Annual,Cities,Percentage,Euro area – 20 countries (from 2023),13.2,12.7,12.3,11.4,10.5,10.2,11.2,12.0,10.6,10.3
Annual,Cities,Percentage,Estonia,:,4.8,4.1,4.3,4.6,4.5,4.5,5.0,5.1,5.0
Annual,Cities,Percentage,Greece,:,16.7,16.6,15.0,14.7,13.0,11.9,11.7,10.1,9.2
Annual,Cities,Percentage,Spain,:,14.4,14.0,12.2,10.3,10.2,9.0,11.5,8.2,8.6
Annual,Cities,Percentage,European Union - 27 countries (from 2020),:,11.6,11.2,10.3,9.4,9.2,10.0,10.7,9.5,9.2
Annual,Cities,Percentage,Finland,:,12.8,14.2,13.5,12.5,11.2,10.3,10.3,11.9 b,10.5
Annual,Cities,Percentage,France,:,10.0,8.6,9.2,8.8,9.3,12.4,12.4,11.5 b,10.4
Annual,Cities,Percentage,Croatia,11.0,8.5,9.6,9.3,8.1,7.2,7.5,5.9,4.5,3.8
Annual,Cities,Percentage,Hungary,:,7.3,5.3,4.8,5.0,4.9,4.6,4.5,4.2,3.8
Annual,Cities,Percentage,Ireland,:,18.2,14.4,14.4,10.7,11.9 b,10.9,11.2,7.5,9.5
Annual,Cities,Percentage,Iceland,:,5.3,4.1,3.7,4.7,3.9,:,:,:,:
Annual,Cities,Percentage,Italy,:,11.6,13.6,12.4,12.2,10.6,13.8,13.6,11.1,10.2
Annual,Cities,Percentage,Lithuania,:,6.0,5.0,4.9,4.9,3.9,4.0,4.2,4.9,4.4
Annual,Cities,Percentage,Luxembourg,:,7.0,4.8,6.4,8.3,6.4,7.4,6.1,3.7,3.6
Annual,Cities,Percentage,Latvia,:,6.4,5.5,5.5,5.9,6.1,6.5,5.7,6.0,5.2
Annual,Cities,Percentage,North Macedonia,:,:,22.2,17.7,15.9,13.0,12.4,:,:,:
Annual,Cities,Percentage,Malta,:,9.7,7.1,6.8,5.5,5.0,5.8,6.5,5.1,3.0
Annual,Cities,Percentage,Netherlands,:,13.9,12.1,11.4,10.7,11.2,11.6,10.3,10.3,9.8
