Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Number,Austria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,414000.0,413000.0,415000.0,424000.0,424000.0,422000.0,418000.0,416649.0,415930.0,418932.0,424831.0,428656.0,431495.0,434698.0,427157.0,427874.0,436588.0,446934.0
Annual,Number,Bosnia and Herzegovina,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,171194.0,170157.0,130905.0,145612.0,156015.0,158673.0
Annual,Number,Bulgaria,:,:,:,:,:,:,689800.0,639900.0,845900.0,916700.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Number,Switzerland,:,:,:,:,415000.0,421000.0,421000.0,426000.0,:,:,:,:,:,:,45000.0,496000.0,625000 e,608000.0,620000 e,669000 e,674000 e,878000 e,690000 e,682773.0,686231.0,693383.0,691546.0,693501.0,703496.0,712306.0,682138.0,707804.0,723287.0,760630.0
Annual,Number,Cyprus,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,94000.0,95000.0,100000.0,93000.0,84000.0,95000.0,99000.0,103000.0,103075.0,80658.0,83452.0,86154.0,90767.0,93797.0,95713.0,76911.0,82081.0,87658.0,93768.0
Annual,Number,Czechia,:,:,:,741482.0,761535.0,786000.0,810160.0,815489.0,763305.0,704000.0,653000.0,631500.0,630500.0,599789.0,576000.0,584000.0,597000.0,603000.0,614000.0,603000.0,594000.0,599000.0,757000.0,745317 b,786192.0,759174.0,765819.0,794818.0,823167.0,832961.0,728764.0,762660.0,805646.0,828772.0
Annual,Number,Germany,:,:,3776000.0,4042000.0,4057000.0,3964000.0,3905000.0,3852000.0,3819000.0,3881000.0,3948000 b,3927000.0,3883000.0,3901000.0,:,3533000.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Number,Denmark,:,:,462000.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,484547.0,479068.0,464048.0,519117.0,519829.0,512740.0,521135.0,500223.0,507740.0,502908.0,480958.0
Annual,Number,Estonia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,170000.0,153210.0,155930.0,157210.0,157180.0,156410.0,168400.0,167050.0,175269.0,176330.0,181378.0,180860.0,188990.0,189000.0,193215.0,196218.0,256215.0
Annual,Number,Spain,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2925000.0,2645000.0,:,:,:,:,:,2726579.0,2726035.0,2772873.0,2825774.0,2852616.0,2849355.0,2730350.0,2769114.0,2800989.0,2854680.0
