Time frequency,Country of residence,Unit of measure,Statistical classification of economic activities in the European Community (NACE Rev. 2),Geopolitical entity (reporting)\Time,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,:,:,:,:,:,:,931190 e,:,800028 e,:,:,2101259 e
Annual,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Austria,:,32253827.0,32341680.0,33060945.0,34558881.0,35082222.0,35935386.0,36504339.0,27990963.0,26674565.0,35592486.0,36742409.0
Annual,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Belgium,:,14936459.0,15536809.0,19528328.0,19792020.0,20020465.0,20755601.0,21308009.0,13630700.0,21369885.0,23646343.0,23102177.0
Annual,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Bulgaria,:,7247048.0,7620593.0,8045535.0,9035330.0,8948529.0,9096088.0,9674945.0,7312194.0,9626501.0,11286336.0,12311004.0
Annual,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Switzerland,:,:,:,:,26414287.0,27805093.0,28609658.0,29391499.0,:,34343879.0,33446345.0,32858344.0
Annual,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Cyprus,:,895939.0,830943.0,824517.0,844182.0,834104.0,916840.0,1012569.0,1092094.0,1547845.0,1317451.0,1207788.0
Annual,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Czechia,:,21163383.0,20836817.0,23807391.0,25428808.0,26962382.0,28753901.0,29844204.0,23994436.0,25376927.0,32459645.0,32480862.0
Annual,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Germany,:,283679063.0,291722145.0,299220311.0,308904957.0,318051999.0,332594428.0,347694001.0,229025364.0,235371154.0,332792753.0,351060606.0
Annual,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Denmark,:,18586564.0,19038780.0,19637924.0,20266251.0,20243007.0,20685784.0,21349055.0,18890042.0,22735819.0,25017892.0,24268566.0
Annual,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Euro area - 19 countries  (2015-2022),:,:,:,1142432751.0,1169778583.0,:,1245105643 e,1283011125.0,849516417 e,1048626608.0,1302915849.0,:
