Time frequency,Classification of individual consumption by purpose (COICOP),Unit of measure,Geopolitical entity (reporting)\Time,Janvier 2024,Février 2024,Mars 2024,Avril 2024,Mai 2024,Juin 2024,Juillet 2024,Août 2024,Septembre 2024,Octobre 2024,Novembre 2024,Décembre 2024
Monthly,Overall index excluding energy and unprocessed food,"Index, 2015=100",Albania,119.66 d,119.97 d,120.21 d,120.42 d,120.39 d,120.32 d,120.34 d,120.89 d,121.31 d,121.67 d,121.85 d,122.41 d
Monthly,Overall index excluding energy and unprocessed food,"Index, 2015=100",Austria,130.05,130.81,131.83,132.0,132.31,132.57,132.06,132.03,132.61,133.33,133.73,134.75
Monthly,Overall index excluding energy and unprocessed food,"Index, 2015=100",Belgium,125.71,127.57,127.75,127.6,128.19,128.66,127.52,130.24,129.45,130.24,130.09,130.76
Monthly,Overall index excluding energy and unprocessed food,"Index, 2015=100",Bulgaria,133.98,134.26,134.71,134.53,135.06,135.57,137.36,137.45,135.66,136.89,137.02,137.54
Monthly,Overall index excluding energy and unprocessed food,"Index, 2015=100",Switzerland,104.57,104.81,104.79,105.34,105.54,105.35,105.77,105.82,105.51,105.64,105.16,105.16
Monthly,Overall index excluding energy and unprocessed food,"Index, 2015=100",Cyprus,109.47,110.07,111.23,112.15,113.08,113.86,114.44,115.48,115.22,115.26,114.62,113.66
Monthly,Overall index excluding energy and unprocessed food,"Index, 2015=100",Czechia,145.6,146.0,146.5,147.6,147.7,147.6,148.8,149.4,148.9,149.2,149.0,148.8
Monthly,Overall index excluding energy and unprocessed food,"Index, 2015=100",Germany,122.5,123.4,124.4,124.9,125.4,125.9,126.7,126.8,126.8,127.2,126.3,127.1
Monthly,Overall index excluding energy and unprocessed food,"Index, 2015=100",Denmark,116.3,116.9,116.9,117.4,117.5,117.5,119.1,118.1,118.1,118.3,117.6,117.3
Monthly,Overall index excluding energy and unprocessed food,"Index, 2015=100","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",119.47,120.21,121.34,122.11,122.56,123.0,122.9,123.28,123.32,123.63,123.08,123.51
Monthly,Overall index excluding energy and unprocessed food,"Index, 2015=100",Euro area - 19 countries  (2015-2022),119.46,120.19,121.32,122.09,122.54,122.97,122.86,123.24,123.28,123.59,123.04,123.47
Monthly,Overall index excluding energy and unprocessed food,"Index, 2015=100",Euro area – 20 countries (from 2023),119.52,120.25,121.38,122.15,122.6,123.04,122.95,123.32,123.37,123.68,123.12,123.56
Monthly,Overall index excluding energy and unprocessed food,"Index, 2015=100",Estonia,141.74,143.17,143.99,145.71,145.69,146.35,146.78,147.81,147.92,148.97,147.9,148.19
Monthly,Overall index excluding energy and unprocessed food,"Index, 2015=100",Greece,112.92,112.9,115.51,116.84,116.82,117.88,117.09,116.76,119.0,119.18,117.82,118.01
Monthly,Overall index excluding energy and unprocessed food,"Index, 2015=100",Spain,118.09,118.75,120.28,120.82,121.19,121.78,121.05,121.32,121.61,121.82,121.58,121.98
Monthly,Overall index excluding energy and unprocessed food,"Index, 2015=100","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",123.73,124.45,125.47,126.29,126.74,127.16,127.2,127.54,127.59,127.94,127.5,127.89
Monthly,Overall index excluding energy and unprocessed food,"Index, 2015=100",European Union - 27 countries (from 2020),123.1,123.81,124.84,125.64,126.09,126.52,126.55,126.89,126.94,127.29,126.85,127.23
Monthly,Overall index excluding energy and unprocessed food,"Index, 2015=100",Finland,116.49,116.94,117.08,117.25,117.57,117.91,118.22,117.85,118.57,119.13,118.96,119.0
Monthly,Overall index excluding energy and unprocessed food,"Index, 2015=100",France,116.51,117.34,117.8,118.69,118.97,119.32,119.47,120.43,118.88,119.12,118.91,119.12
Monthly,Overall index excluding energy and unprocessed food,"Index, 2015=100",Croatia,128.71,128.97,130.49,132.14,132.62,134.28,135.77,136.1,135.3,135.92,135.51,135.65
Monthly,Overall index excluding energy and unprocessed food,"Index, 2015=100",Hungary,162.19,162.73,163.81,164.95,165.73,166.61,167.91,168.17,168.01,167.83,168.29,168.92
Monthly,Overall index excluding energy and unprocessed food,"Index, 2015=100",Ireland,113.8,115.1,116.1,116.1,116.9,117.5,117.7,117.9,116.8,117.1,116.4,117.5
Monthly,Overall index excluding energy and unprocessed food,"Index, 2015=100",Iceland,121.29,123.11,123.8,124.12,125.27,127.3,128.26,127.96,126.66,126.39,125.93,126.31
Monthly,Overall index excluding energy and unprocessed food,"Index, 2015=100",Italy,114.0,114.1,116.0,117.2,117.5,117.9,116.3,116.2,117.9,118.0,117.8,117.9
Monthly,Overall index excluding energy and unprocessed food,"Index, 2015=100",Lithuania,148.39,149.04,149.56,150.67,151.51,151.85,151.82,151.23,152.09,151.89,152.27,152.14
Monthly,Overall index excluding energy and unprocessed food,"Index, 2015=100",Luxembourg,119.69,121.29,121.7,122.11,122.83,123.13,122.28,124.19,124.07,123.77,123.29,123.56
Monthly,Overall index excluding energy and unprocessed food,"Index, 2015=100",Latvia,137.98,137.67,139.91,140.92,142.39,143.19,143.42,143.37,143.95,143.62,143.86,144.28
Monthly,Overall index excluding energy and unprocessed food,"Index, 2015=100",Montenegro,134.20 d,134.45 d,135.12 d,135.12 d,135.82 d,136.68 d,137.84 d,138.91 d,138.16 d,137.72 d,137.76 d,138.16 d
