Time frequency,Unit of measure,Rail network segment (2010),Train category\Time,2010.0
Annual,Number,Connolly - Belfast,Passenger trains,9650.0
Annual,Number,Pearse - Enfield,Passenger trains,12914.0
Annual,Number,Heuston - Ballina/Westport,Passenger trains,3467.0
Annual,Number,Connolly - Rosslare,Passenger trains,2177.0
Annual,Number,Connolly - Sligo,Passenger trains,2743.0
Annual,Number,Heuston - Galway,Passenger trains,31005.0
Annual,Number,Heuston - Portlaoise,Passenger trains,6786.0
Annual,Number,Heuston - Waterford,Passenger trains,3212.0
Annual,Number,Heuston - Cork,Passenger trains,4813.0
Annual,Number,Heuston - Ennis,Passenger trains,3518.0
Annual,Number,Heuston - Tralee,Passenger trains,2845.0
Annual,Number,Limerick - Ballybrophy,Passenger trains,933.0
Annual,Number,Limerick Junction - Rosslare,Passenger trains,1244.0
Annual,Number,Cork - Cobh,Passenger trains,14556.0
Annual,Number,Malahide - Greystones,Passenger trains,7346.0
Annual,Number,Howth - Greystones,Passenger trains,15428.0
Annual,Number,Waterford - Westport,Goods trains,282.0
Annual,Number,Sligo - Waterford,Goods trains,0.0
Annual,Number,Platin - Waterford,Goods trains,0.0
Annual,Number,Limerick - Cork,Goods trains,0.0
Annual,Number,Limerick - Kilmastulla,Goods trains,0.0
Annual,Number,Wellington Bridge - Mallow,Goods trains,0.0
Annual,Number,Tara Mines - North Wall,Goods trains,623.0
Annual,Number,North Wall - Claremorris,Goods trains,126.0
Annual,Number,North Wall - Kilkenny,Goods trains,0.0
Annual,Number,North Wall - Cork,Goods trains,0.0
Annual,Number,North Wall - Dundalk,Goods trains,0.0
Annual,Number,Limerick - Galway,Passenger trains,1385.0
Annual,Number,Belfast - Connolly,Passenger trains,12537.0
Annual,Number,Enfield - Pearse,Passenger trains,12229.0
Annual,Number,Ballina/Westport - Heuston,Passenger trains,31005.0
Annual,Number,Rosslare - Connolly,Passenger trains,1917.0
Annual,Number,Sligo - Connolly,Passenger trains,2743.0
Annual,Number,Galway - Heuston,Passenger trains,3003.0
Annual,Number,Portlaoise - Heuston,Passenger trains,6424.0
Annual,Number,Waterford - Heuston,Passenger trains,3212.0
Annual,Number,Cork - Heuston,Passenger trains,4864.0
Annual,Number,Ennis - Heuston,Passenger trains,3880.0
Annual,Number,Tralee - Heuston,Passenger trains,2845.0
Annual,Number,Ballybrophy - Limerick,Passenger trains,1193.0
Annual,Number,Rosslare - Limerick Junction,Passenger trains,1244.0
Annual,Number,Cobh - Cork,Passenger trains,14556.0
Annual,Number,Greystones - Malahide,Passenger trains,8132.0
Annual,Number,Greystones - Howth,Passenger trains,15116.0
Annual,Number,Westport - Waterford,Goods trains,282.0
Annual,Number,Waterford - Sligo,Goods trains,0.0
Annual,Number,Waterford - Sligo,Passenger trains,1385.0
Annual,Number,Waterford - Platin,Goods trains,0.0
Annual,Number,Cork - Limerick,Goods trains,0.0
Annual,Number,Kilmastulla - Limerick,Goods trains,0.0
Annual,Number,Mallow - Wellington Bridge,Goods trains,0.0
Annual,Number,North Wall - Tara Mines,Goods trains,623.0
Annual,Number,Claremorris - North Wall,Goods trains,126.0
Annual,Number,Kilkenny - North Wall,Goods trains,0.0
Annual,Number,Cork - North Wall,Goods trains,0.0
Annual,Number,Dundalk - North Wall,Goods trains,0.0
