Time frequency,Classification of individual consumption by purpose (COICOP),Unit of measure,Geopolitical entity (reporting)\Time,Janvier 2024,Février 2024,Mars 2024,Avril 2024,Mai 2024,Juin 2024,Juillet 2024,Août 2024,Septembre 2024,Octobre 2024,Novembre 2024,Décembre 2024
Monthly,Overall index excluding energy and seasonal food,"Index, 2015=100",Albania,120.57 d,120.92 d,121.18 d,121.39 d,121.38 d,121.31 d,121.34 d,121.93 d,122.36 d,122.62 d,122.94 d,123.54 d
Monthly,Overall index excluding energy and seasonal food,"Index, 2015=100",Austria,130.06,130.83,131.82,132.0,132.31,132.54,132.02,132.01,132.6,133.31,133.7,134.72
Monthly,Overall index excluding energy and seasonal food,"Index, 2015=100",Belgium,125.81,127.64,127.82,127.64,128.22,128.68,127.58,130.24,129.46,130.25,130.11,130.77
Monthly,Overall index excluding energy and seasonal food,"Index, 2015=100",Bulgaria,134.87,135.12,135.57,135.36,135.86,136.32,138.09,138.18,136.44,137.62,137.79,138.29
Monthly,Overall index excluding energy and seasonal food,"Index, 2015=100",Switzerland,104.67,104.9,104.88,105.42,105.64,105.46,105.88,105.91,105.61,105.71,105.23,105.23
Monthly,Overall index excluding energy and seasonal food,"Index, 2015=100",Cyprus,109.67,110.26,111.38,112.28,113.19,113.99,114.56,115.57,115.32,115.49,114.87,113.94
Monthly,Overall index excluding energy and seasonal food,"Index, 2015=100",Czechia,145.2,145.6,146.0,147.2,147.2,147.1,148.5,148.9,148.4,148.8,148.8,148.5
Monthly,Overall index excluding energy and seasonal food,"Index, 2015=100",Germany,122.8,123.8,124.8,125.2,125.8,126.2,127.0,127.1,127.1,127.5,126.6,127.5
Monthly,Overall index excluding energy and seasonal food,"Index, 2015=100",Denmark,116.4,116.9,117.0,117.5,117.5,117.6,119.2,118.2,118.2,118.4,117.7,117.4
Monthly,Overall index excluding energy and seasonal food,"Index, 2015=100","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",119.81,120.52,121.64,122.4,122.84,123.27,123.18,123.56,123.6,123.91,123.38,123.82
Monthly,Overall index excluding energy and seasonal food,"Index, 2015=100",Euro area - 19 countries  (2015-2022),119.79,120.51,121.62,122.37,122.82,123.24,123.14,123.51,123.56,123.87,123.34,123.78
Monthly,Overall index excluding energy and seasonal food,"Index, 2015=100",Euro area – 20 countries (from 2023),119.85,120.57,121.68,122.44,122.88,123.31,123.22,123.6,123.64,123.96,123.43,123.86
Monthly,Overall index excluding energy and seasonal food,"Index, 2015=100",Estonia,142.08,143.49,144.22,145.92,145.94,146.53,146.98,147.97,148.1,149.11,148.07,148.32
Monthly,Overall index excluding energy and seasonal food,"Index, 2015=100",Greece,113.72,113.71,116.22,117.5,117.48,118.52,117.8,117.47,119.66,119.87,118.53,118.73
Monthly,Overall index excluding energy and seasonal food,"Index, 2015=100",Spain,118.74,119.37,120.86,121.4,121.77,122.35,121.65,121.92,122.21,122.43,122.22,122.65
Monthly,Overall index excluding energy and seasonal food,"Index, 2015=100","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",124.07,124.76,125.77,126.58,127.02,127.44,127.48,127.81,127.87,128.22,127.81,128.2
Monthly,Overall index excluding energy and seasonal food,"Index, 2015=100",European Union - 27 countries (from 2020),123.49,124.18,125.19,125.99,126.43,126.85,126.89,127.22,127.28,127.63,127.22,127.61
Monthly,Overall index excluding energy and seasonal food,"Index, 2015=100",Finland,116.5,116.94,117.08,117.25,117.57,117.89,118.23,117.85,118.54,119.11,118.93,118.96
Monthly,Overall index excluding energy and seasonal food,"Index, 2015=100",France,116.77,117.6,118.05,118.93,119.2,119.55,119.69,120.64,119.12,119.35,119.14,119.35
Monthly,Overall index excluding energy and seasonal food,"Index, 2015=100",Croatia,128.8,129.02,130.5,132.1,132.6,134.24,135.66,135.95,135.13,135.79,135.44,135.65
Monthly,Overall index excluding energy and seasonal food,"Index, 2015=100",Hungary,162.42,162.87,163.92,165.02,165.76,166.61,168.02,168.26,168.08,167.96,168.51,169.21
Monthly,Overall index excluding energy and seasonal food,"Index, 2015=100",Ireland,113.7,115.0,115.9,115.9,116.7,117.3,117.5,117.7,116.6,116.9,116.2,117.3
Monthly,Overall index excluding energy and seasonal food,"Index, 2015=100",Iceland,121.79,123.62,124.32,124.62,125.76,127.76,128.75,128.44,127.17,126.93,126.48,126.86
Monthly,Overall index excluding energy and seasonal food,"Index, 2015=100",Italy,114.4,114.5,116.4,117.5,117.8,118.2,116.6,116.6,118.2,118.4,118.1,118.3
Monthly,Overall index excluding energy and seasonal food,"Index, 2015=100",Lithuania,148.47,149.08,149.56,150.65,151.49,151.81,151.77,151.22,152.04,151.84,152.22,152.11
Monthly,Overall index excluding energy and seasonal food,"Index, 2015=100",Luxembourg,120.01,121.58,121.99,122.4,123.1,123.4,122.56,124.44,124.32,124.04,123.56,123.82
Monthly,Overall index excluding energy and seasonal food,"Index, 2015=100",Latvia,138.39,138.2,140.27,141.34,142.74,143.52,143.8,143.7,144.31,144.02,144.28,144.71
Monthly,Overall index excluding energy and seasonal food,"Index, 2015=100",Montenegro,135.13 d,135.38 d,136.11 d,136.15 d,136.86 d,137.71 d,138.82 d,139.88 d,139.15 d,138.73 d,138.78 d,139.11 d
Monthly,Overall index excluding energy and seasonal food,"Index, 2015=100",North Macedonia,138.21 d,138.58 d,139.80 d,140.74 d,142.47 d,142.79 d,145.01 d,145.52 d,145.71 d,144.58 d,146.13 d,146.64 d
Monthly,Overall index excluding energy and seasonal food,"Index, 2015=100",Malta,117.69,118.19,119.59,123.29,125.32,127.29,127.93,128.56,127.08,125.44,121.23,120.78
Monthly,Overall index excluding energy and seasonal food,"Index, 2015=100",Netherlands,123.43,124.6,125.44,127.02,127.77,128.15,130.0,130.66,129.56,130.25,128.58,129.05
Monthly,Overall index excluding energy and seasonal food,"Index, 2015=100",Norway,128.3,128.6,128.9,129.9,130.4,130.8,131.7,130.8,131.1,131.3,131.4,131.5
Monthly,Overall index excluding energy and seasonal food,"Index, 2015=100",Poland,142.2,142.6,143.1,144.6,144.8,145.4,145.6,145.8,146.1,146.6,146.8,146.8
Monthly,Overall index excluding energy and seasonal food,"Index, 2015=100",Portugal,116.73,116.9,119.88,121.32,122.94,122.35,121.23,121.3,123.41,122.74,121.38,120.94
Monthly,Overall index excluding energy and seasonal food,"Index, 2015=100",Romania,144.38,145.17,145.74,146.6,147.17,147.41,147.96,148.47,149.17,150.06,150.58,150.99
Monthly,Overall index excluding energy and seasonal food,"Index, 2015=100",Serbia,145.2 d,145.7 d,146.3 d,147.0 d,148.0 d,148.5 d,149.4 d,150.1 d,150.3 d,150.9 d,151.4 d,151.9 d
Monthly,Overall index excluding energy and seasonal food,"Index, 2015=100",Sweden,125.09,126.01,126.21,126.84,127.93,127.76,128.21,127.79,128.28,128.64,128.34,128.87
Monthly,Overall index excluding energy and seasonal food,"Index, 2015=100",Slovenia,124.1,124.8,125.29,126.18,126.75,127.31,127.13,126.79,127.33,127.45,127.74,127.56
Monthly,Overall index excluding energy and seasonal food,"Index, 2015=100",Slovakia,142.85,143.51,143.7,144.34,144.86,145.07,145.86,146.43,146.58,147.42,147.77,147.24
Monthly,Overall index excluding energy and seasonal food,"Index, 2015=100",Türkiye,767.85 d,799.55 d,827.89 d,858.49 d,888.60 d,903.37 d,925.25 d,948.98 d,979.94 d,1002.29 d,1017.86 d,1030.34 d
