Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Percentage,Armenia,126.1,124.5,149.3,178.1,323.0,285.3,270.5,263.0,276.6,257.2,284.2,279.2,238.6,221.7,213.7,338.1,276.3,152.0
Annual,Percentage,Azerbaijan,19.8,14.1,10.8,9.3,15.0,13.5,12.9,15.5,16.9,19.9,34.9,39.3,47.4,35.0,38.5,58.0,32.0,14.2
Annual,Percentage,Belarus,30.8,30.5,43.5,42.4,89.8,97.8,81.1,63.3,86.1,98.0,116.8,131.9,103.0,95.5,97.0,103.8,:,:
Annual,Percentage,Georgia,123.1,108.4,172.6,221.8,274.4,253.9,240.5,217.0,180.8,216.9,254.7,270.5,217.1,206.4,197.4,326.8,284.3,173.4
Annual,Percentage,Moldova,164.2 d,170.1 d,167.9 d,180.8 d,250.8 b,241.9,205.0,209.2,212.7,232.0,241.2,243.1,205.9,215.2,196.2,233.2,217.7,158.7
Annual,Percentage,Ukraine,98.0 d,107.4 d,121.9 d,128.0 d,193.2 d,178.7 d,163.0 d,151.7 d,167.1 d,207.6 d,249.7 d,258.8 d,202.5 d,199.6 d,192.2 d,192.4 d,165.6 d,225.8 d
