Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,1970.0,1975.0,1980.0,1985.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Number,Albania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Number,Austria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,123456.0,:,:,:,:,:,:,:,: m,: m,: m,: m,: m,: m,:,:,:,:,:
Annual,Number,Bosnia and Herzegovina,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,61.0,61.0,:,:
Annual,Number,Bulgaria,332.0,344.0,382.0,395.0,444.0,459.0,449.0,431.0,423.0,416.0,397.0,368.0,366.0,355.0,369.0,365.0,363.0,342.0,336.0,331.0,329.0,304.0,303.0,303.0,305.0,317.0,309.0,280.0,285.0,280.0,280.0,311.0,301.0,313.0,317.0,316.0,301.0,317.0
Annual,Number,Switzerland,:,:,:,:,662.0,667.0,719.0,736.0,679 d,659.0,650.0,:,:,:,:,774.0,771.0,770.0,:,770.0,760.0,754.0,:,:,:,:,:,:,:,778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Number,Cyprus,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:,:,:,:,:,:,:,: m,: m,: m,:,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,:,0.0,:,0.0
Annual,Number,Czechia,1799.0,1771.0,:,:,:,:,:,1908.0,1861.0,1599.0,1929.0,1947.0,1982.0,1899.0,1888.0,1876.0,1865.0,1859.0,1861.0,1855.0,1818.0,1877.0,1882.0,1866.0,1826.0,1828.0,1817.0,1835.0,1828.0,1704.0,1711.0,1716.0,1693.0,1699.0,1665.0,1639.0,1601.0,1579.0
Annual,Number,Germany,:,:,:,:,2854 d,:,7706.0,6729 d,6417 d,6186 d,6063 d,5676 d,5335 d,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Number,Denmark,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.0,0.0,0.0,:,:,:,:,0.0,0.0,0.0,:,6.0,23.0,26.0,26.0,26.0,42.0,:
Annual,Number,Estonia,:,:,:,:,132.0,:,132.0,132.0,131.0,129.0,131.0,134.0,130.0,129.0,125.0,121.0,116.0,:,104.0,89.0,95.0,96.0,88.0,: @C,77.0,77.0,77.0,77.0,67.0,78.0,72.0,72.0,70.0,70.0,66.0,65.0,65.0,65.0
Annual,Number,Spain,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.0,:,0.0,0.0,0.0,0.0,:,0.0
Annual,Number,Finland,:,:,:,:,112.0,111.0,111.0,108.0,108.0,105 d,105 d,105 d,104 d,104 d,:,:,:,:,127.0,131.0,131.0,131.0,130.0,132.0,132.0,132.0,132.0,125.0,:,:,:,128.0,112.0,111.0,112.0,132.0,145.0,171.0
Annual,Number,France,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,532.0,685.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Number,Croatia,343.0,340.0,438.0,481.0,515.0,489.0,512.0,489.0,461.0,469.0,452.0,446.0,449.0,446.0,443.0,440.0,441.0,440.0,439.0,433.0,427.0,423.0,430.0,415.0,407.0,394.0,383.0,369.0,369.0,369.0,361.0,361.0,346.0,346.0,345.0,345.0,338.0,326.0
Annual,Number,Hungary,:,:,:,:,1122.0,1027.0,1033.0,1025.0,1024.0,950.0,848.0,843.0,829.0,898.0,898.0,886.0,872.0,:,829.0,829.0,769.0,:,713.0,708.0,711.0,722.0,740.0,715.0,732.0,737.0,723.0,723.0,724.0,716.0,730.0,741.0,732.0,731.0
Annual,Number,Ireland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,40.0,65.0,66.0,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Number,Iceland,:,:,:,:,:,:,:,:,:,:,:,:,:,0.0,:,:,:,:,0.0,:,:,:,:,:,:,:,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,:,:
Annual,Number,Italy,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1044.0,:,947 e,:,:,:,:,:
Annual,Number,Liechtenstein,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,:,: m,: m,: m,: m,: m,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
