Time frequency,Unit of measure,Rail network Segment (2015),Train category\Time,2015.0
Annual,Number,Dragoman - Sofia,Goods trains,5288.0
Annual,Number,Dragoman - Sofia,Other trains,2968.0
Annual,Number,Dragoman - Sofia,Passenger trains,5257.0
Annual,Number,Septemvri - Sofia,Goods trains,3325.0
Annual,Number,Septemvri - Sofia,Other trains,2307.0
Annual,Number,Septemvri - Sofia,Passenger trains,9617.0
Annual,Number,Septemvri - Plovdiv,Goods trains,1930.0
Annual,Number,Septemvri - Plovdiv,Other trains,105.0
Annual,Number,Septemvri - Plovdiv,Passenger trains,6215.0
Annual,Number,Plovdiv - Dimitrovgrad,Goods trains,1379.0
Annual,Number,Plovdiv - Dimitrovgrad,Other trains,534.0
Annual,Number,Plovdiv - Dimitrovgrad,Passenger trains,12143.0
Annual,Number,Dimitrovgrad - Svilengrad,Goods trains,2265.0
Annual,Number,Dimitrovgrad - Svilengrad,Other trains,307.0
Annual,Number,Dimitrovgrad - Svilengrad,Passenger trains,1573.0
Annual,Number,Sofia - Mezdra,Goods trains,2062.0
Annual,Number,Sofia - Mezdra,Other trains,1820.0
Annual,Number,Sofia - Mezdra,Passenger trains,9695.0
Annual,Number,Mezdra - Yasen,Goods trains,1264.0
Annual,Number,Mezdra - Yasen,Other trains,169.0
Annual,Number,Mezdra - Yasen,Passenger trains,5380.0
Annual,Number,Yasen - Gorna Oryahovitza,Goods trains,1663.0
Annual,Number,Yasen - Gorna Oryahovitza,Other trains,440.0
Annual,Number,Yasen - Gorna Oryahovitza,Passenger trains,7170.0
Annual,Number,Gorna Oryahovitza - Kaspichan,Goods trains,577.0
Annual,Number,Gorna Oryahovitza - Kaspichan,Other trains,87.0
Annual,Number,Gorna Oryahovitza - Kaspichan,Passenger trains,5681.0
Annual,Number,Kaspichan - Varna,Goods trains,4584.0
Annual,Number,Kaspichan - Varna,Other trains,904.0
Annual,Number,Kaspichan - Varna,Passenger trains,9321.0
Annual,Number,Sofia - Karlovo,Goods trains,3291.0
Annual,Number,Sofia - Karlovo,Other trains,832.0
Annual,Number,Sofia - Karlovo,Passenger trains,5708.0
Annual,Number,Karlovo - Tulovo,Goods trains,1796.0
Annual,Number,Karlovo - Tulovo,Other trains,45.0
Annual,Number,Karlovo - Tulovo,Passenger trains,3674.0
Annual,Number,Tulovo - Zimnitza,Goods trains,2324.0
Annual,Number,Tulovo - Zimnitza,Other trains,140.0
Annual,Number,Tulovo - Zimnitza,Passenger trains,6021.0
Annual,Number,Karnobat - Podvis,Goods trains,3163.0
Annual,Number,Karnobat - Podvis,Other trains,80.0
Annual,Number,Karnobat - Podvis,Passenger trains,4495.0
Annual,Number,Podvis - Sindel,Goods trains,3163.0
Annual,Number,Podvis - Sindel,Other trains,80.0
Annual,Number,Podvis - Sindel,Passenger trains,4495.0
Annual,Number,Ruse - Gorna Oryahovitza,Goods trains,2379.0
