Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Thousand persons,Austria,30.8,36.3,40.2,34.0,35.2,40.6,38.1,36.0,40.7,39.9,37.5 b,47.3,47.2
Annual,Thousand persons,Belgium,37.8,39.2 b,38.9,42.6,42.7,43.6,46.6 b,48.1 b,50.0,54.5,52.3 b,50.2,46.5
Annual,Thousand persons,Bulgaria,21.7,19.8,23.8,23.0,23.0,24.2,24.5,22.6,25.0 b,29.3,28.1 b,23.7 b,24.4
Annual,Thousand persons,Switzerland,46.3,45.9,42.6,46.5,48.5,47.1,50.2,47.4,45.8,46.6,47.0 b,44.0,45.1
Annual,Thousand persons,Cyprus,2.3,2.5,2.5,2.5,3.1 b,2.8,3.8,3.2,3.4,2.9,3.2 b,3.3,2.2
Annual,Thousand persons,Czechia,34.9,44.6,39.4,43.6,45.7,53.0,44.2,47.7,47.0,56.8,59.3 b,52.7,51.0
Annual,Thousand persons,Germany,382.7,388.8 b,378.0,372.6,391.3,399.6,395.9,393.0,401.9,384.6 b,379.4 b,396.3,404.9
Annual,Thousand persons,Denmark,32.4,33.3,30.5,31.1,34.0,32.9 b,31.5 b,31.0,31.2,32.1,32.6 b,32.5,38.3 b
Annual,Thousand persons,Estonia,5.9,5.5,5.9,6.2,7.1,7.5,7.7,7.4,6.4,6.1,6.8 b,7.0,7.7
Annual,Thousand persons,Greece,25.8,27.9,27.0,25.9,28.3,34.6,33.1,29.7,33.2,29.4,32.2 b,31.8,30.0
Annual,Thousand persons,Spain,120.8,116.8,114.7,120.3,123.9,131.2,146.9,136.9,140.8,136.6,126.9 bd,143.3 d,137.7 d
Annual,Thousand persons,European Union - 27 countries (from 2020),1464.8,1489.1,1513.0,1513.4,1572.9,1595.1,1635.4,1630.1,1706.8,1666.7,1624.8 b,1701.9,1721.8
Annual,Thousand persons,Finland,35.1,33.9,33.4,35.4,36.8,31.8,30.6,33.9,36.1,33.4,34.2 b,35.2,34.8
Annual,Thousand persons,France,205.6,199.2,213.1 b,211.3 b,226.0,213.3,239.4,245.4,259.7,238.5,239.7 bd,244.7 d,234.2 d
Annual,Thousand persons,Croatia,10.3,11.8,15.9,12.3,13.3,12.5,10.1,12.7,14.7,14.1,9.4 bu,11.8,14.7 b
Annual,Thousand persons,Hungary,27.6,29.3,31.9,26.6,34.3,38.3,31.2,29.0,38.9,39.3,36.7 b,36.3,36.2
Annual,Thousand persons,Ireland,15.9,15.4,16.7,19.9,20.2,20.6,20.1 b,20.8,20.4,17.8,18.1 b,23.4,23.8
Annual,Thousand persons,Iceland,3.0,2.4,2.6,3.0,3.7,3.9,3.0,3.2,3.1,2.4 b,2.8 b,3.2,3.9
Annual,Thousand persons,Italy,135.0,140.1,140.6,131.6,132.3,132.7,146.2 b,136.4 b,140.2,139.6,131.1 b,133.9,144.6
Annual,Thousand persons,Lithuania,9.3,9.8,11.6,12.0,11.1,8.7,6.8,10.4,12.3,11.3,11.5 b,11.3,14.1
Annual,Thousand persons,Luxembourg,4.9,5.5,5.8,7.1,5.4 b,5.4,5.0,6.1,6.7,5.1,5.5 b,4.8,7.3
Annual,Thousand persons,Latvia,7.6,5.2,6.3,7.5,8.0,9.3,7.2,5.9,6.7,6.0,5.4 b,6.7,8.2
Annual,Thousand persons,Montenegro,2.5,1.6 u,2.6,2.2,2.2,2.5,2.5,2.4,1.8 u,1.3 u,:,:,:
Annual,Thousand persons,North Macedonia,4.6,5.4,4.0,3.3,3.9,4.5,4.4,5.3,5.1,4.5,:,:,:
Annual,Thousand persons,Malta,0.9,1.0,1.0,1.1,1.2,1.7,2.0 b,2.1,1.8,1.9,1.6 b,2.1,2.1 u
Annual,Thousand persons,Netherlands,105.9,109.6,117.9 b,123.5,119.1,116.1,122.9,130.5,138.5,132.1,135.8 b,146.7,135.0
Annual,Thousand persons,Norway,33.1,35.7,36.7,34.0,32.2,31.2,30.8,31.7,32.5,32.3,30.7 b,31.8,34.0
Annual,Thousand persons,Poland,80.4,73.6,80.6,84.5,90.3,87.5,88.3,87.4,102.1 b,100.1,89.6 b,95.5,121.4
Annual,Thousand persons,Portugal,23.2,25.2,24.4,20.9,24.0,23.5,29.0,27.1,25.3,29.6,29.3 b,33.9,28.9
Annual,Thousand persons,Romania,19.8,23.8,22.2,25.0,24.8,28.2,31.3,32.7,28.0,29.3,26.5 b,26.8,26.4
Annual,Thousand persons,Serbia,:,:,22.2,30.7 b,25.2,22.7,22.5,23.1,23.6,21.9,20.4 b,26.7,27.0 b
Annual,Thousand persons,Sweden,64.4,67.4,70.4,71.4,71.1,74.4,72.3,71.0 b,69.6,70.3,67.2 b,78.5,78.0
Annual,Thousand persons,Slovenia,9.3,10.5,10.5,9.8,9.0,9.7,9.3,9.8,12.0,11.2,10.8 b,10.0,9.1
Annual,Thousand persons,Slovakia,14.4,13.0,9.9,11.8,11.8,11.2,11.5,13.0,14.1,14.9,14.1 b,12.1,12.7
Annual,Thousand persons,Türkiye,60.5,68.1 b,72.3,70.5 b,80.4,88.5,89.9,100.0,104.6,88.2,95.1 b,114.7,141.8
Annual,Thousand persons,United Kingdom,310.5,330.2,340.5,367.6,381.3,384.2,390.7,395.9,423.9,:,:,:,:
