Time frequency,Categories of navigable inland waterways by horizontal dimensions of vessels and pushed convoys,Unit of measure,Geopolitical entity (reporting)\Time,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,"Categories I to III (length: up to 80 m, beam: 9 m)",Kilometre,Austria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,"Categories I to III (length: up to 80 m, beam: 9 m)",Kilometre,Czechia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,567 d,567 d,567 d,567.0,578.0,578.0,578.0,577.5,578.0,578.0,578.0,584.0,584.0,584.0,617.0
Annual,"Categories I to III (length: up to 80 m, beam: 9 m)",Kilometre,Germany,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1944.0,1944.0,1899.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0
Annual,"Categories I to III (length: up to 80 m, beam: 9 m)",Kilometre,Denmark,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,: m,:,:,:,:
Annual,"Categories I to III (length: up to 80 m, beam: 9 m)",Kilometre,Greece,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,: m,:,:
Annual,"Categories I to III (length: up to 80 m, beam: 9 m)",Kilometre,Spain,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0
Annual,"Categories I to III (length: up to 80 m, beam: 9 m)",Kilometre,Croatia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,517.2,517.8,729.4,729.4,729.4,729.4,729.4,729.4,729.4,729.4,729.4,729.4,729.4,729.4,729.4
Annual,"Categories I to III (length: up to 80 m, beam: 9 m)",Kilometre,Hungary,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,869.8,869.8,869.8,869.8,869.8,869.8,869.8,869.8,869.8,869.8,869.8
Annual,"Categories I to III (length: up to 80 m, beam: 9 m)",Kilometre,Ireland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0
Annual,"Categories I to III (length: up to 80 m, beam: 9 m)",Kilometre,Lithuania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,: m,: m,:,:,:,:,:,:
Annual,"Categories I to III (length: up to 80 m, beam: 9 m)",Kilometre,Luxembourg,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,"Categories I to III (length: up to 80 m, beam: 9 m)",Kilometre,Malta,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,:,:,:
